# SAPT0 interaction energy decomposition
# Individual components and total interaction energy, in kcal/mol
system	SAPT0_elst	SAPT0_exch	SAPT0_ind	SAPT0_disp	SAPT0_interaction_energy
4.06.09	-0.019	0.178	-0.031	-0.104	0.024
4.06.10	-0.034	0.097	0.004	-0.061	0.006
4.06.11	-0.036	0.162	0.001	-0.072	0.055
4.06.12	-0.015	0.060	-0.004	-0.028	0.013
4.07.01	-0.124	0.440	-0.019	-0.218	0.079
4.07.02	-0.135	0.477	-0.021	-0.243	0.078
4.07.03	-0.148	0.471	-0.022	-0.185	0.116
4.07.04	-0.110	0.371	-0.017	-0.156	0.087
4.07.05	-0.204	0.669	-0.032	-0.321	0.113
4.07.06	-0.235	0.750	-0.036	-0.397	0.083
4.07.07	-0.149	0.479	-0.021	-0.207	0.102
4.07.08	-0.100	0.340	-0.014	-0.186	0.040
4.07.09	-0.138	0.481	-0.019	-0.230	0.094
4.07.10	-0.127	0.427	-0.020	-0.191	0.089
4.07.11	-0.117	0.389	-0.017	-0.157	0.097
4.07.12	-0.110	0.370	-0.019	-0.151	0.091
4.08.01	-0.359	1.087	-0.067	-0.738	-0.076
4.08.02	-0.342	1.033	-0.062	-0.667	-0.039
4.08.03	-0.573	1.612	-0.120	-1.253	-0.333
4.08.04	-0.731	1.935	-0.129	-1.808	-0.733
4.08.05	-0.370	1.192	-0.079	-0.906	-0.163
4.08.06	-0.336	1.091	-0.072	-0.787	-0.104
4.08.07	-0.251	0.808	-0.050	-0.659	-0.152
4.08.08	-0.372	1.179	-0.074	-0.869	-0.135
4.08.09	-0.319	1.060	-0.071	-0.779	-0.109
4.08.10	-0.340	1.111	-0.075	-0.837	-0.141
4.08.11	-0.179	0.560	-0.041	-0.308	0.031
4.08.12	-0.097	0.424	-0.064	-0.317	-0.055
4.09.01	-0.546	1.592	-0.085	-1.263	-0.301
4.09.02	-0.451	1.385	-0.095	-1.055	-0.216
4.09.03	-0.636	1.632	-0.172	-1.241	-0.417
4.09.04	-0.771	1.993	-0.142	-1.503	-0.424
4.09.05	-0.928	2.394	-0.236	-2.113	-0.882
4.09.06	-1.021	2.572	-0.226	-2.626	-1.301
4.09.07	-0.547	1.630	-0.098	-1.270	-0.286
4.09.08	-0.622	1.834	-0.110	-1.536	-0.433
4.09.09	-0.472	1.455	-0.090	-1.122	-0.229
4.09.10	-0.503	1.531	-0.097	-1.215	-0.284
4.09.11	-0.415	1.225	-0.114	-0.855	-0.160
4.09.12	-0.394	1.196	-0.114	-0.870	-0.182
4.10.01	-0.578	1.995	-0.184	-2.004	-0.772
4.10.02	-0.595	1.889	-0.168	-1.860	-0.734
4.10.03	-1.212	2.944	-0.295	-3.298	-1.860
4.10.04	-1.518	3.597	-0.330	-4.617	-2.867
4.10.05	-0.659	2.211	-0.195	-2.240	-0.883
4.10.06	-0.832	2.554	-0.221	-2.658	-1.157
4.10.07	-0.552	1.938	-0.185	-1.948	-0.746
4.10.08	-1.083	2.724	-0.274	-2.896	-1.530
4.10.09	-0.384	1.332	-0.145	-1.206	-0.403
4.10.10	-0.561	1.581	-0.140	-1.607	-0.726
4.10.11	-0.342	1.025	-0.103	-0.840	-0.260
4.11.01	-0.102	0.297	0.008	-0.204	-0.001
4.11.02	-0.030	0.178	-0.018	-0.075	0.055
4.11.03	-0.042	0.194	-0.021	-0.076	0.054
4.11.04	0.005	0.000	-0.006	-0.002	-0.002
4.11.05	-0.058	0.227	-0.016	-0.107	0.046
4.11.06	-0.011	0.104	-0.010	-0.038	0.044
4.11.07	-0.113	0.335	-0.001	-0.217	0.004
4.11.08	-0.052	0.221	-0.014	-0.104	0.051
4.12.01	-0.167	0.606	-0.024	-0.327	0.088
4.12.02	-0.091	0.332	-0.028	-0.133	0.080
4.12.03	-0.086	0.311	-0.012	-0.126	0.087
4.12.04	-0.050	0.207	-0.010	-0.083	0.063
4.12.05	-0.134	0.488	-0.021	-0.278	0.055
4.12.06	-0.078	0.246	-0.025	-0.084	0.060
4.12.07	-0.098	0.376	-0.036	-0.172	0.070
4.12.08	-0.045	0.182	-0.005	-0.073	0.059
4.12.09	-0.084	0.334	-0.015	-0.169	0.066
4.13.01	-0.409	1.331	-0.071	-1.203	-0.352
4.13.02	-0.250	0.854	-0.118	-0.508	-0.022
4.13.03	-0.133	0.488	-0.041	-0.286	0.028
4.13.04	-0.154	0.544	-0.044	-0.350	-0.004
4.13.05	-0.341	1.098	-0.077	-0.846	-0.166
4.13.06	-0.270	0.975	-0.158	-0.632	-0.085
4.13.07	-0.261	0.906	-0.140	-0.510	-0.006
4.13.08	-0.216	0.769	-0.064	-0.584	-0.095
4.13.09	-0.106	0.407	-0.013	-0.244	0.044
4.14.01	-0.589	1.768	-0.098	-1.672	-0.591
4.14.02	-0.195	0.659	-0.057	-0.393	0.014
4.14.03	-0.390	1.186	-0.170	-0.715	-0.089
4.14.04	-0.366	1.121	-0.082	-0.707	-0.033
4.14.05	-0.363	1.252	-0.227	-0.849	-0.186
4.14.06	-0.491	1.434	-0.100	-1.155	-0.312
4.14.07	-0.362	1.231	-0.226	-0.713	-0.070
4.14.08	-0.131	0.509	-0.029	-0.324	0.026
4.14.09	-0.297	1.023	-0.104	-0.799	-0.176
4.15.01	-0.827	2.301	-0.151	-2.744	-1.420
4.15.02	-0.260	0.889	-0.099	-0.712	-0.182
4.15.03	-0.517	1.576	-0.142	-1.288	-0.370
4.15.04	-0.547	1.724	-0.352	-1.261	-0.437
4.15.05	-0.512	1.742	-0.384	-1.466	-0.620
4.15.06	-0.714	1.994	-0.181	-1.994	-0.896
4.15.07	-0.191	0.674	-0.038	-0.581	-0.135
4.15.08	-0.621	1.581	-0.129	-1.496	-0.664
4.16.01	-0.043	0.125	-0.006	-0.065	0.011
4.16.02	0.014	0.186	-0.045	-0.148	0.008
4.16.03	0.002	0.145	-0.034	-0.088	0.025
4.16.04	-0.057	0.221	-0.026	-0.127	0.010
4.16.05	-0.038	0.137	-0.017	-0.068	0.014
4.17.01	-0.110	0.405	-0.023	-0.228	0.044
4.17.02	-0.104	0.353	-0.066	-0.133	0.050
4.17.03	-0.083	0.320	-0.018	-0.199	0.020
4.17.04	-0.112	0.398	-0.026	-0.219	0.041
4.17.05	-0.073	0.276	-0.020	-0.131	0.052
4.17.06	-0.066	0.262	-0.020	-0.112	0.063
4.18.01	-0.359	1.105	-0.091	-0.872	-0.216
4.18.02	-0.334	1.125	-0.111	-0.954	-0.273
4.18.03	-0.318	0.984	-0.093	-0.868	-0.296
4.18.04	-0.201	0.683	-0.104	-0.405	-0.027
4.18.05	-0.313	1.069	-0.107	-0.862	-0.213
4.18.06	-0.178	0.642	-0.061	-0.424	-0.021
4.19.01	-0.542	1.509	-0.128	-1.203	-0.364
4.19.02	-0.266	1.315	-0.412	-0.676	-0.040
4.19.03	-0.476	1.362	-0.142	-1.012	-0.268
4.19.04	-0.275	0.923	-0.158	-0.559	-0.069
4.19.05	-0.441	1.437	-0.154	-1.199	-0.358
4.19.06	-0.272	0.847	-0.064	-0.567	-0.055
4.20.01	-0.778	2.007	-0.252	-2.078	-1.101
4.20.02	-0.285	0.917	-0.067	-0.920	-0.355
4.20.03	-0.397	1.782	-0.622	-1.129	-0.365
4.20.04	-0.621	1.959	-0.254	-2.016	-0.932
4.20.05	-0.378	1.344	-0.263	-1.022	-0.318
4.20.06	-0.363	1.155	-0.128	-0.963	-0.298
4.21.01	0.001	0.052	-0.014	-0.030	0.009
4.21.02	0.002	0.232	-0.095	-0.136	0.002
4.21.03	-0.031	0.099	-0.006	-0.048	0.014
4.21.04	-0.013	0.153	-0.032	-0.097	0.011
4.22.01	-0.140	0.486	-0.016	-0.259	0.072
4.22.02	-0.082	0.288	-0.012	-0.122	0.073
4.22.03	-0.128	0.411	-0.019	-0.212	0.052
4.22.04	-0.164	0.541	-0.033	-0.275	0.069
4.23.01	-0.417	1.303	-0.057	-1.094	-0.265
4.23.02	-0.199	0.701	-0.046	-0.473	-0.017
4.23.03	-0.422	1.420	-0.126	-1.120	-0.249
4.23.04	-0.318	0.987	-0.066	-0.861	-0.258
4.24.01	-0.621	1.776	-0.076	-1.563	-0.483
4.24.02	-0.246	0.902	-0.085	-0.656	-0.086
4.24.03	-0.618	1.917	-0.150	-1.587	-0.439
4.24.04	-0.449	1.338	-0.094	-1.231	-0.436
4.25.01	-0.844	2.348	-0.147	-2.613	-1.256
4.25.02	-0.568	1.783	-0.153	-2.121	-1.059
4.25.03	-0.744	2.523	-0.284	-2.719	-1.224
4.26.01	-0.040	0.165	-0.018	-0.089	0.018
4.26.02	-0.041	0.214	-0.034	-0.107	0.032
4.26.03	-0.012	0.220	-0.060	-0.078	0.069
4.26.04	0.006	0.107	-0.039	-0.035	0.038
4.27.01	-0.212	0.703	-0.028	-0.308	0.154
4.27.02	-0.094	0.317	-0.016	-0.111	0.096
4.27.03	-0.128	0.440	-0.022	-0.171	0.120
4.27.04	-0.181	0.546	-0.028	-0.229	0.107
4.27.05	-0.110	0.329	-0.017	-0.108	0.094
4.28.01	-0.614	1.764	-0.113	-1.335	-0.298
4.28.02	-0.576	1.544	-0.141	-1.088	-0.261
4.28.03	-0.242	0.752	-0.074	-0.418	0.018
4.28.04	-0.379	1.195	-0.110	-0.738	-0.033
4.28.05	-0.398	1.190	-0.118	-0.651	0.023
4.29.01	-0.897	2.350	-0.156	-1.941	-0.644
4.29.02	-0.348	0.995	-0.100	-0.588	-0.040
4.29.03	-0.553	1.618	-0.157	-1.065	-0.157
4.29.04	-0.879	2.096	-0.170	-1.612	-0.565
4.29.05	-0.649	1.587	-0.119	-0.793	0.026
4.30.01	-1.232	3.107	-0.268	-3.508	-1.901
4.30.02	-0.437	1.347	-0.163	-1.130	-0.383
4.30.03	-1.150	2.994	-0.375	-3.188	-1.719
4.30.04	-0.724	2.255	-0.269	-2.052	-0.791
4.30.05	-0.777	2.199	-0.274	-1.656	-0.508
4.31.01	-0.114	0.415	-0.019	-0.197	0.085
4.31.02	-0.024	0.191	-0.031	-0.086	0.050
4.31.03	-0.038	0.172	-0.010	-0.074	0.050
4.31.04	0.008	0.074	-0.027	-0.038	0.018
4.31.05	-0.026	0.196	-0.032	-0.079	0.059
4.31.06	0.000	0.006	0.003	-0.012	-0.003
4.31.07	-0.064	0.272	-0.034	-0.142	0.032
4.32.01	-0.183	0.612	-0.027	-0.277	0.124
4.32.02	-0.198	0.606	-0.031	-0.258	0.120
4.32.03	-0.155	0.500	-0.026	-0.206	0.113
4.32.04	-0.076	0.230	-0.013	-0.078	0.064
4.32.05	-0.126	0.430	-0.016	-0.166	0.121
4.32.06	-0.159	0.535	-0.030	-0.248	0.098
4.32.07	-0.163	0.516	-0.033	-0.226	0.095
4.33.01	-0.564	1.565	-0.122	-1.191	-0.312
4.33.02	-0.326	0.990	-0.102	-0.644	-0.082
4.33.03	-0.610	1.687	-0.132	-1.156	-0.210
4.33.04	-0.315	0.967	-0.096	-0.622	-0.065
4.33.05	-0.337	1.054	-0.067	-0.664	-0.014
4.33.06	-0.432	1.346	-0.116	-1.004	-0.206
4.33.07	-0.511	1.476	-0.135	-0.992	-0.162
4.34.01	-0.824	2.066	-0.169	-1.712	-0.639
4.34.02	-0.679	1.827	-0.167	-1.275	-0.294
4.34.03	-0.985	2.548	-0.166	-1.590	-0.192
4.34.04	-0.867	2.269	-0.204	-1.656	-0.458
4.34.05	-0.492	1.388	-0.081	-0.944	-0.130
4.34.06	-0.907	2.313	-0.198	-1.431	-0.223
4.34.07	-0.609	1.814	-0.171	-1.427	-0.394
4.35.01	-1.211	2.875	-0.288	-3.121	-1.744
4.35.02	-1.268	3.343	-0.233	-2.978	-1.136
4.35.03	-0.934	2.529	-0.288	-2.368	-1.060
4.35.04	-0.602	1.775	-0.232	-1.622	-0.681
4.35.05	-1.172	3.004	-0.330	-2.686	-1.185
4.35.06	-0.659	1.852	-0.140	-1.819	-0.766
4.35.07	-0.956	2.505	-0.230	-2.485	-1.166
4.36.01	0.020	0.054	-0.028	-0.038	0.008
4.36.02	-0.132	0.377	-0.040	-0.223	-0.018
4.36.03	-0.027	0.141	-0.019	-0.060	0.034
4.37.01	-0.057	0.227	-0.013	-0.111	0.046
4.37.02	-0.108	0.372	-0.017	-0.176	0.072
4.37.03	-0.049	0.200	-0.004	-0.115	0.032
4.38.01	-0.138	0.523	-0.019	-0.385	-0.020
4.38.02	-0.323	0.939	-0.063	-0.617	-0.064
4.38.03	-0.161	0.558	-0.056	-0.357	-0.017
4.39.01	-0.111	0.389	-0.022	-0.212	0.044
4.39.02	-0.869	2.218	-0.174	-2.023	-0.848
4.39.03	-0.205	0.652	-0.008	-0.486	-0.047
4.40.01	-1.216	3.121	-0.325	-3.427	-1.847
4.40.02	-0.188	0.546	-0.028	-0.358	-0.029
4.40.03	-0.301	0.919	-0.040	-0.786	-0.208
4.41.01	-0.038	0.214	-0.040	-0.100	0.037
4.41.02	-0.007	0.081	-0.007	-0.034	0.033
4.41.03	-0.087	0.299	-0.031	-0.173	0.008
4.42.01	-0.129	0.427	-0.016	-0.183	0.099
4.42.02	-0.190	0.584	-0.029	-0.288	0.077
4.42.03	-0.111	0.404	-0.027	-0.185	0.081
4.43.01	-0.402	1.265	-0.061	-0.795	0.008
4.43.02	-0.242	0.767	-0.046	-0.404	0.074
4.43.03	-0.348	1.134	-0.113	-0.726	-0.053
4.44.01	-0.539	1.667	-0.125	-1.055	-0.052
4.44.02	-0.512	1.502	-0.142	-1.003	-0.154
4.44.03	-0.533	1.667	-0.120	-1.115	-0.102
4.45.01	-0.694	2.067	-0.264	-1.793	-0.684
4.45.02	-0.499	1.523	-0.212	-1.218	-0.407
4.45.03	-0.495	1.353	-0.101	-1.049	-0.291
4.46.01	0.090	0.080	-0.107	-0.027	0.036
4.46.02	-0.023	0.140	-0.029	-0.056	0.033
4.46.03	-0.003	0.101	-0.031	-0.042	0.024
4.47.01	-0.090	0.297	-0.016	-0.106	0.086
4.47.02	-0.222	0.652	-0.022	-0.225	0.183
4.47.03	-0.146	0.499	-0.031	-0.211	0.111
4.48.01	-0.486	1.508	-0.102	-0.941	-0.022
4.48.02	-0.403	1.272	-0.128	-0.821	-0.080
4.48.03	-0.272	0.865	-0.076	-0.543	-0.027
4.49.01	-0.732	1.188	0.099	-0.775	-0.220
4.49.02	-0.387	0.855	-0.028	-0.545	-0.106
4.49.03	-0.672	1.999	-0.177	-1.284	-0.134
4.50.01	-0.578	1.516	-0.106	-1.308	-0.474
4.50.02	-0.953	2.550	-0.156	-2.416	-0.975
4.50.03	-0.782	2.273	-0.289	-2.083	-0.881
4.51.01	0.019	0.062	-0.038	-0.032	0.011
4.51.02	-0.063	0.275	-0.044	-0.135	0.033
4.51.03	-0.024	0.190	-0.031	-0.092	0.042
4.52.01	-0.292	0.820	-0.041	-0.298	0.189
4.52.02	-0.121	0.393	-0.021	-0.173	0.078
4.52.03	-0.177	0.573	-0.037	-0.261	0.098
4.53.01	-0.527	1.578	-0.149	-1.122	-0.221
4.53.02	-0.740	2.068	-0.133	-1.338	-0.143
4.53.03	-0.398	1.177	-0.082	-0.763	-0.067
4.54.01	-1.060	2.738	-0.175	-1.947	-0.444
4.54.02	-1.019	2.631	-0.145	-1.921	-0.454
4.54.03	-0.752	2.026	-0.168	-1.580	-0.474
4.55.01	-1.227	3.418	-0.279	-3.591	-1.680
4.55.02	-1.166	3.285	-0.256	-3.546	-1.684
4.55.03	-0.896	2.660	-0.331	-2.888	-1.455
4.56.01	-0.136	0.000	0.135	0.000	-0.001
4.57.01	0.006	0.029	-0.012	-0.008	0.015
4.58.01	-0.026	0.042	0.018	-0.014	0.020
4.59.01	0.148	0.042	-0.156	-0.015	0.018
4.60.01	0.015	0.043	-0.031	-0.022	0.005
4.61.01	-0.012	0.058	-0.001	-0.017	0.028
4.62.01	-0.042	0.165	-0.006	-0.046	0.071
4.63.01	-0.058	0.165	0.006	-0.051	0.062
4.64.01	-0.067	0.207	-0.005	-0.080	0.054
4.65.01	-0.091	0.315	-0.011	-0.136	0.078
4.66.01	-0.092	0.407	-0.052	-0.181	0.083
4.67.01	-0.170	0.532	-0.032	-0.334	-0.003
4.68.01	-0.546	0.522	0.348	-0.246	0.078
4.69.01	-0.238	0.652	-0.023	-0.462	-0.071
4.70.01	-0.252	0.791	-0.089	-0.876	-0.426
