# SQM interaction energies (kcal/mol)
system	PM6	PM6-D3	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3	DFTB3-D3H4	DFTB3-D3H4X	DFTB3-D3H5	DFTB3-D3H5X	GFN2-XTB
2.04.50	0.389	-1.320	-1.320	-1.323	-1.012	-0.329	-2.672	-2.720	-2.720	-2.722	-2.722	-2.290
2.04.51	-0.646	-3.580	-3.580	-3.633	-4.091	-0.018	-4.133	-3.856	-3.856	-3.879	-3.879	-3.957
2.04.52	0.132	-4.004	-4.004	-4.091	-6.209	0.466	-5.466	-5.181	-5.181	-5.212	-5.212	-6.030
2.04.53	0.015	-2.575	-2.575	-2.608	-2.626	-0.083	-3.493	-3.481	-3.481	-3.485	-3.485	-3.024
2.04.54	-0.136	-2.662	-2.662	-2.690	-3.000	-0.256	-3.589	-3.531	-3.531	-3.532	-3.532	-3.152
2.04.55	0.090	-1.510	-1.510	-1.526	-1.443	-0.148	-2.263	-2.255	-2.255	-2.252	-2.252	-1.960
2.04.56	-0.014	-2.084	-2.084	-2.106	-2.145	-0.181	-2.871	-2.832	-2.832	-2.830	-2.830	-2.546
2.04.57	0.158	-2.278	-2.278	-2.305	-2.507	-0.282	-3.606	-3.521	-3.521	-3.517	-3.517	-3.213
2.04.58	-0.112	-2.397	-2.397	-2.428	-2.568	-0.058	-3.194	-3.125	-3.125	-3.126	-3.126	-2.680
2.04.59	-0.088	-2.674	-2.674	-2.704	-2.908	-0.274	-3.788	-3.727	-3.727	-3.728	-3.728	-3.164
2.04.60	-0.322	-2.547	-2.547	-2.578	-2.979	-0.324	-3.338	-3.232	-3.232	-3.228	-3.228	-2.747
2.04.61	-0.436	-2.037	-2.037	-2.054	-1.952	-0.422	-2.702	-2.597	-2.597	-2.582	-2.582	-2.250
2.04.62	-0.568	-1.444	-1.444	-1.454	-1.261	-0.875	-2.435	-2.129	-2.129	-2.097	-2.097	-1.587
2.04.63	-0.434	-1.279	-1.279	-1.288	-1.105	-0.818	-2.250	-1.996	-1.996	-1.970	-1.970	-1.412
2.04.64	-0.047	-1.703	-1.703	-1.705	-1.442	-0.435	-2.900	-2.684	-2.684	-2.719	-2.719	-2.257
2.04.65	0.155	-1.643	-1.643	-1.645	-1.865	-0.158	-3.135	-2.687	-2.687	-2.703	-2.703	-2.649
2.04.66	0.039	-2.129	-2.129	-2.132	-1.634	-0.760	-4.029	-3.807	-3.807	-3.838	-3.838	-3.275
2.04.67	0.161	-1.188	-1.188	-1.190	-0.511	-0.368	-2.444	-2.221	-2.221	-2.240	-2.240	-1.864
2.04.68	0.036	-1.477	-1.477	-1.478	-1.847	-0.531	-2.925	-2.785	-2.785	-2.785	-2.785	-3.154
2.04.69	-0.217	-1.320	-1.320	-1.321	-1.184	-0.301	-2.012	-1.968	-1.968	-1.968	-1.968	-1.838
2.04.70	-1.758	-3.576	-3.576	-3.578	-3.026	-1.500	-3.887	-3.718	-3.718	-3.726	-3.726	-3.598
2.04.71	-0.000	-1.361	-1.361	-1.362	-1.100	-0.293	-2.109	-2.145	-2.145	-2.146	-2.146	-2.134
2.05.01	-2.354	-3.230	-3.230	-3.231	-5.725	0.073	-1.615	-1.397	-1.397	-1.385	-1.385	-3.180
2.05.02	-1.489	-2.423	-2.423	-2.423	-4.070	0.038	-1.952	-1.535	-1.535	-1.533	-1.533	-4.040
2.05.03	-1.047	-1.535	-1.535	-1.535	-2.875	-0.017	-0.836	-0.803	-0.803	-0.803	-0.803	-1.946
2.05.04	-2.271	-2.689	-2.689	-2.689	-3.715	-0.134	-1.046	-0.857	-0.857	-0.836	-0.836	-2.344
2.05.05	-0.967	-1.513	-1.513	-1.513	-2.897	0.023	-1.114	-0.826	-0.826	-0.826	-0.826	-2.363
2.05.06	-1.676	-4.641	-4.641	-4.709	-6.400	0.114	-4.045	-4.062	-4.062	-3.960	-3.960	-5.300
2.05.07	-1.178	-2.429	-2.429	-2.439	-1.948	-0.539	-2.162	-2.046	-2.046	-2.047	-2.047	-2.135
2.05.08	-0.892	-2.691	-2.691	-2.707	-1.229	-0.434	-2.928	-2.828	-2.828	-2.806	-2.806	-2.938
2.05.09	-1.488	-3.710	-3.710	-3.730	-2.377	-0.486	-3.565	-3.426	-3.426	-3.446	-3.446	-3.666
2.05.10	-1.399	-3.230	-3.230	-3.246	-0.037	-1.653	-4.159	-4.001	-4.001	-3.840	-3.840	-3.725
2.05.11	-1.432	-3.306	-3.306	-3.369	-2.138	-1.381	-4.231	-3.877	-3.877	-3.963	-3.963	-4.094
2.05.12	-0.898	-2.711	-2.711	-2.727	-1.540	-0.618	-3.116	-2.926	-2.926	-2.827	-2.827	-3.004
2.05.13	-0.955	-2.170	-2.170	-2.180	-1.982	0.007	-1.553	-1.662	-1.662	-1.662	-1.662	-2.256
2.05.14	-1.647	-2.803	-2.803	-2.821	-4.882	0.063	-1.644	-1.727	-1.727	-1.736	-1.736	-2.625
2.05.15	-3.006	-4.778	-4.778	-4.807	-7.760	0.036	-3.278	-2.808	-2.808	-2.814	-2.814	-5.361
2.05.16	1.831	0.984	0.984	0.984	3.516	-0.037	-2.017	-1.585	-1.585	-1.615	-1.615	-3.466
2.05.17	-0.032	-0.528	-0.528	-0.528	0.552	-0.142	-1.117	-0.928	-0.928	-0.914	-0.914	-1.937
2.05.18	-2.541	-4.036	-4.036	-4.059	-7.975	-0.171	-2.924	-2.704	-2.704	-2.695	-2.695	-4.315
2.05.19	1.180	0.514	0.514	0.513	2.023	-0.976	-2.507	-2.240	-2.240	-2.218	-2.218	-3.100
2.05.20	-1.107	-1.571	-1.571	-1.571	-2.663	-0.084	-0.880	-0.777	-0.777	-0.777	-0.777	-1.513
2.06.01	-1.181	-2.519	-2.519	-2.520	-1.503	-0.575	-2.479	-2.375	-2.375	-2.342	-2.342	-2.755
2.06.02	-0.952	-1.648	-1.648	-1.648	-1.482	-0.261	-1.282	-1.251	-1.251	-1.256	-1.256	-1.619
2.06.03	-2.182	-3.412	-3.412	-3.413	-2.712	-0.837	-2.636	-2.565	-2.565	-2.642	-2.642	-3.732
2.06.04	-1.915	-3.470	-3.470	-3.472	-2.907	-0.583	-2.754	-2.709	-2.709	-2.813	-2.813	-3.133
2.06.05	-0.497	-1.311	-1.311	-1.311	-1.235	-0.366	-1.597	-1.528	-1.528	-1.528	-1.528	-1.394
2.06.06	-1.803	-3.416	-3.416	-3.419	-2.284	-1.153	-3.302	-3.207	-3.207	-3.094	-3.094	-3.814
2.06.07	-1.175	-2.039	-2.039	-2.040	-1.659	-0.051	-1.146	-1.184	-1.184	-1.184	-1.184	-1.639
2.06.08	-1.229	-1.927	-1.927	-1.928	-1.838	-0.268	-1.378	-1.304	-1.304	-1.312	-1.312	-1.647
2.06.09	-2.721	-4.416	-4.416	-4.418	-3.547	-1.262	-3.862	-3.665	-3.665	-3.755	-3.755	-3.650
2.06.10	-0.069	-1.259	-1.259	-1.261	-0.625	-0.067	-1.671	-1.680	-1.680	-1.683	-1.683	-1.767
2.06.11	-0.913	-2.793	-2.793	-2.842	-3.181	-0.107	-2.897	-2.814	-2.814	-2.868	-2.868	-2.974
2.06.12	-1.416	-2.663	-2.663	-2.678	-2.093	-0.482	-1.942	-1.964	-1.964	-1.968	-1.968	-1.595
2.06.13	-0.971	-2.621	-2.621	-2.638	-2.359	-0.528	-2.708	-2.749	-2.749	-2.709	-2.709	-2.317
2.06.14	-0.513	-2.502	-2.502	-2.588	-3.246	-0.020	-2.794	-2.757	-2.757	-2.809	-2.809	-3.590
2.06.15	-1.634	-3.618	-3.618	-3.646	-2.990	-0.534	-3.214	-3.210	-3.210	-3.246	-3.246	-3.020
2.06.16	-0.842	-1.925	-1.925	-1.939	-1.465	-0.078	-1.434	-1.495	-1.495	-1.496	-1.496	-1.673
2.06.17	-1.262	-2.817	-2.817	-2.834	-2.472	-0.738	-2.901	-2.744	-2.744	-2.619	-2.619	-2.459
2.06.18	-2.422	-4.225	-4.225	-4.228	-3.538	-0.875	-3.398	-3.339	-3.339	-3.470	-3.470	-4.204
2.06.19	-2.472	-4.615	-4.615	-4.685	-5.023	-1.240	-4.326	-4.284	-4.284	-4.745	-4.745	-5.494
2.06.20	-1.291	-4.028	-4.028	-4.071	-5.078	-0.668	-4.986	-4.687	-4.687	-4.709	-4.709	-4.955
2.06.21	-2.874	-5.232	-5.232	-5.268	-5.269	-0.714	-4.232	-4.195	-4.195	-4.445	-4.445	-5.083
2.06.22	-2.404	-4.012	-4.012	-4.037	-3.282	-0.836	-3.104	-3.042	-3.042	-3.301	-3.301	-3.714
2.06.23	-0.676	-2.417	-2.417	-2.442	-2.338	-0.428	-2.929	-2.913	-2.913	-2.999	-2.999	-3.026
2.06.24	-3.833	-5.885	-5.885	-5.888	-4.979	-1.702	-4.750	-4.604	-4.604	-5.032	-5.032	-4.802
2.07.01	-1.940	-3.417	-3.417	-3.428	-3.992	-0.902	-2.857	-2.819	-2.819	-2.967	-2.967	-2.971
2.07.02	-0.370	-2.407	-2.407	-2.425	-2.087	0.050	-2.875	-2.823	-2.823	-2.823	-2.823	-3.987
2.07.03	-0.807	-3.733	-3.733	-3.757	-4.234	-0.682	-4.566	-4.475	-4.475	-4.475	-4.475	-4.252
2.07.04	-0.835	-2.316	-2.316	-2.328	-2.135	-0.416	-2.314	-2.560	-2.560	-2.560	-2.560	-2.655
2.07.05	-0.618	-2.060	-2.060	-2.072	-2.249	-0.432	-2.589	-2.660	-2.660	-2.656	-2.656	-3.162
2.07.06	-1.191	-3.700	-3.700	-3.722	-3.646	-0.872	-4.336	-4.238	-4.238	-4.238	-4.238	-4.215
2.07.07	-1.581	-2.466	-2.466	-2.466	-2.447	-0.056	-1.290	-1.464	-1.464	-1.464	-1.464	-2.236
2.07.08	-1.059	-1.834	-1.834	-1.834	-2.357	-0.160	-1.706	-1.531	-1.531	-1.534	-1.534	-2.960
2.07.09	-1.526	-3.023	-3.023	-3.023	-2.492	-0.107	-2.743	-2.549	-2.549	-2.552	-2.552	-6.067
2.07.10	-1.827	-3.162	-3.162	-3.163	-5.003	-0.316	-2.310	-2.214	-2.214	-2.232	-2.232	-3.193
2.08.01	-1.274	-2.449	-2.449	-2.466	-1.880	-0.319	-1.814	-1.699	-1.699	-1.761	-1.761	-1.809
2.08.02	-0.677	-1.972	-1.972	-1.987	-1.392	-0.329	-2.062	-2.058	-2.058	-2.056	-2.056	-1.564
2.08.03	-0.738	-2.323	-2.323	-2.343	-1.875	0.037	-2.304	-2.345	-2.345	-2.401	-2.401	-2.426
2.08.04	-1.293	-2.335	-2.335	-2.346	-1.559	-0.618	-2.272	-2.286	-2.286	-2.308	-2.308	-1.974
2.08.05	-1.285	-3.636	-3.636	-3.667	-2.793	-0.570	-3.660	-3.696	-3.696	-3.715	-3.715	-3.209
2.08.06	-0.985	-2.213	-2.213	-2.227	-1.494	-0.487	-2.119	-2.313	-2.313	-2.320	-2.320	-2.269
2.08.07	-1.678	-3.369	-3.369	-3.370	-2.315	-1.211	-3.442	-3.500	-3.500	-3.750	-3.750	-4.303
2.08.08	-1.359	-2.860	-2.860	-2.860	-1.635	-0.940	-2.864	-3.011	-3.011	-3.195	-3.195	-3.532
2.08.09	-1.591	-3.454	-3.454	-3.456	-2.312	-0.920	-3.332	-3.414	-3.414	-3.714	-3.714	-3.793
2.08.10	-1.206	-2.467	-2.467	-2.467	-1.327	-0.730	-2.800	-2.845	-2.845	-2.852	-2.852	-2.634
2.08.11	-0.585	-1.230	-1.230	-1.230	-0.832	-0.113	-1.114	-1.105	-1.105	-1.105	-1.105	-1.223
2.08.12	-0.162	-1.799	-1.799	-1.801	-1.305	-0.494	-2.682	-2.730	-2.730	-2.731	-2.731	-2.752
2.08.13	-2.627	-4.990	-4.990	-4.993	-3.907	-1.449	-4.892	-4.697	-4.697	-5.038	-5.038	-5.362
2.08.14	-0.452	-2.474	-2.474	-2.475	-2.028	-0.916	-3.722	-3.701	-3.701	-3.821	-3.821	-2.921
2.09.01	-3.275	-4.352	-4.352	-4.439	-8.386	~~~	~~~	~~~	~~~	~~~	~~~	-4.032
2.09.02	-2.441	-3.394	-3.394	-3.456	-9.595	~~~	~~~	~~~	~~~	~~~	~~~	-1.826
2.09.03	-0.129	-1.204	-1.204	-1.240	-4.568	~~~	~~~	~~~	~~~	~~~	~~~	-2.692
2.09.04	-0.510	-2.549	-2.549	-2.715	-8.326	~~~	~~~	~~~	~~~	~~~	~~~	-6.198
2.09.05	-2.109	-3.663	-3.663	-3.802	-9.864	~~~	~~~	~~~	~~~	~~~	~~~	-3.034
2.09.06	-1.129	-4.384	-4.384	-4.414	-7.247	~~~	~~~	~~~	~~~	~~~	~~~	-5.064
2.09.07	-2.611	-5.661	-5.661	-5.977	-9.713	~~~	~~~	~~~	~~~	~~~	~~~	-4.820
2.09.08	-1.244	-3.219	-3.219	-3.280	-4.466	~~~	~~~	~~~	~~~	~~~	~~~	-2.563
2.09.09	-1.548	-4.052	-4.052	-4.249	-7.572	~~~	~~~	~~~	~~~	~~~	~~~	-3.348
2.09.10	-5.216	-7.202	-7.202	-7.204	-12.483	~~~	~~~	~~~	~~~	~~~	~~~	-6.092
2.09.11	-2.933	-4.752	-4.752	-4.754	-10.125	~~~	~~~	~~~	~~~	~~~	~~~	-4.369
2.09.12	-3.825	-5.484	-5.484	-5.486	-12.360	~~~	~~~	~~~	~~~	~~~	~~~	-4.781
2.09.13	-0.903	-1.771	-1.771	-1.806	-4.032	~~~	~~~	~~~	~~~	~~~	~~~	-2.002
2.09.14	-0.739	-2.444	-2.444	-2.615	-7.512	~~~	~~~	~~~	~~~	~~~	~~~	-4.544
2.09.15	-3.173	-4.480	-4.480	-4.583	-9.533	~~~	~~~	~~~	~~~	~~~	~~~	-3.337
2.10.01	-0.831	-2.668	-2.668	-2.689	-3.828	~~~	~~~	~~~	~~~	~~~	~~~	-2.622
2.10.02	-2.298	-5.132	-5.132	-5.421	-7.092	~~~	~~~	~~~	~~~	~~~	~~~	-3.341
2.10.03	-1.136	-2.879	-2.879	-2.939	-3.281	~~~	~~~	~~~	~~~	~~~	~~~	-1.870
2.10.04	-2.420	-5.352	-5.352	-6.026	-7.978	~~~	~~~	~~~	~~~	~~~	~~~	-3.655
2.10.05	-0.801	-3.181	-3.181	-3.184	-3.267	~~~	~~~	~~~	~~~	~~~	~~~	-3.619
2.10.06	-0.684	-3.637	-3.637	-3.641	-5.965	~~~	~~~	~~~	~~~	~~~	~~~	-5.018
2.10.07	-0.747	-3.119	-3.119	-3.122	-3.545	~~~	~~~	~~~	~~~	~~~	~~~	-3.578
2.10.08	-1.988	-5.377	-5.377	-5.723	-6.535	~~~	~~~	~~~	~~~	~~~	~~~	-3.891
2.10.09	-2.051	-4.524	-4.524	-4.980	-5.115	~~~	~~~	~~~	~~~	~~~	~~~	-2.444
2.10.10	-0.828	-3.240	-3.240	-3.448	-4.998	~~~	~~~	~~~	~~~	~~~	~~~	-3.839
2.10.11	-2.685	-5.013	-5.013	-5.216	-5.554	~~~	~~~	~~~	~~~	~~~	~~~	-3.934
2.10.12	-0.724	-3.448	-3.448	-3.453	-4.220	~~~	~~~	~~~	~~~	~~~	~~~	-3.763
2.10.13	-1.198	-3.526	-3.526	-3.530	-3.558	~~~	~~~	~~~	~~~	~~~	~~~	-3.684
2.10.14	-0.693	-2.565	-2.565	-2.567	-3.351	~~~	~~~	~~~	~~~	~~~	~~~	-3.102
2.10.15	-0.569	-2.711	-2.711	-2.953	-2.704	~~~	~~~	~~~	~~~	~~~	~~~	-1.993
2.10.16	-1.014	-2.681	-2.681	-2.743	-2.377	~~~	~~~	~~~	~~~	~~~	~~~	-2.097
2.10.17	-1.647	-3.566	-3.566	-3.607	-4.388	~~~	~~~	~~~	~~~	~~~	~~~	-1.951
2.10.18	-0.188	-1.540	-1.540	-1.710	-1.210	~~~	~~~	~~~	~~~	~~~	~~~	-1.488
2.11.01	0.041	-0.586	-0.586	-0.601	-1.271	-0.016	-1.574	-1.270	-1.270	-1.270	-1.270	-2.975
2.11.02	-2.738	-4.432	-4.432	-4.447	-10.668	0.102	-3.163	-2.804	-2.804	-2.803	-2.803	-4.678
2.11.03	-3.418	-5.229	-5.229	-5.246	-10.521	-0.030	-3.902	-3.444	-3.444	-3.444	-3.444	-6.503
2.11.04	-2.023	-3.255	-3.255	-3.265	-8.456	0.015	-2.085	-1.927	-1.927	-1.927	-1.927	-3.048
2.11.05	-1.312	-2.095	-2.095	-2.095	-13.308	-0.003	-3.226	-2.563	-2.563	-2.563	-2.563	-6.111
2.11.06	0.352	-0.325	-0.325	-0.325	-3.002	0.111	-2.440	-1.894	-1.894	-1.894	-1.894	-4.614
2.11.07	-0.981	-1.470	-1.470	-1.470	-2.061	0.070	-1.474	-1.269	-1.269	-1.269	-1.269	-3.288
2.12.01	0.396	-0.729	-0.729	-0.730	-4.617	-0.925	-3.849	-3.557	-3.557	-3.578	-3.578	-4.876
2.12.02	0.206	-1.069	-1.069	-1.069	-6.429	-0.482	-2.655	-2.677	-2.677	-2.677	-2.677	-3.340
2.12.03	0.650	-0.877	-0.877	-0.878	-4.310	-0.985	-4.326	-3.934	-3.934	-3.936	-3.936	-5.798
2.12.04	1.663	0.523	0.523	0.522	-6.036	-0.459	-3.151	-2.903	-2.903	-2.925	-2.925	-5.072
2.12.05	1.394	0.398	0.398	0.398	-6.295	-0.467	-2.814	-2.704	-2.704	-2.722	-2.722	-4.133
2.12.06	-2.504	-3.676	-3.676	-3.678	-7.206	-0.814	-3.164	-2.779	-2.779	-2.786	-2.786	-4.315
2.12.07	-1.144	-3.034	-3.034	-3.036	-10.059	-1.196	-4.555	-4.388	-4.388	-4.465	-4.465	-4.936
2.12.08	-0.281	-0.912	-0.912	-0.912	-4.060	-0.201	-1.371	-1.402	-1.402	-1.402	-1.402	-1.931
2.12.09	-2.192	-3.042	-3.042	-3.043	-6.584	-0.430	-2.078	-1.965	-1.965	-1.967	-1.967	-3.570
2.12.10	-1.216	-2.059	-2.059	-2.059	-6.936	-0.474	-2.737	-2.446	-2.446	-2.446	-2.446	-3.629
2.12.11	-0.383	-2.934	-2.934	-2.987	-6.440	-0.100	-4.028	-3.813	-3.813	-3.797	-3.797	-4.697
2.12.12	-1.453	-2.570	-2.570	-2.585	-6.421	-0.075	-1.920	-1.850	-1.850	-1.848	-1.848	-2.695
2.12.13	-2.482	-4.103	-4.103	-4.123	-9.027	0.065	-2.837	-2.654	-2.654	-2.656	-2.656	-4.390
2.12.14	-4.385	-6.173	-6.173	-6.195	-9.997	-0.085	-3.622	-3.235	-3.235	-3.235	-3.235	-5.995
2.12.15	-1.931	-3.231	-3.231	-3.246	-7.425	-0.277	-2.745	-2.556	-2.556	-2.549	-2.549	-3.319
2.12.16	0.476	-1.889	-1.889	-1.911	-5.566	-1.338	-5.695	-5.548	-5.548	-5.548	-5.548	-5.888
2.12.17	-0.276	-2.010	-2.010	-2.024	-2.222	-0.642	-3.387	-3.231	-3.231	-3.323	-3.323	-3.212
2.12.18	0.526	-2.065	-2.065	-2.090	-4.112	-0.452	-4.393	-4.245	-4.245	-4.244	-4.244	-5.163
2.12.19	0.444	-1.650	-1.650	-1.670	-4.017	-0.691	-4.037	-3.853	-3.853	-3.852	-3.852	-4.468
2.12.20	1.576	0.112	0.112	0.110	-8.591	-1.960	-5.181	-4.939	-4.939	-4.939	-4.939	-4.515
2.12.21	-0.717	-3.384	-3.384	-3.410	-3.352	-0.994	-4.873	-4.555	-4.555	-4.560	-4.560	-4.733
2.12.22	-0.027	-1.519	-1.519	-1.534	-4.995	-0.686	-3.582	-3.310	-3.310	-3.361	-3.361	-3.853
2.12.23	-0.235	-2.172	-2.172	-2.190	-3.952	-0.663	-3.633	-3.482	-3.482	-3.482	-3.482	-3.734
2.12.24	-1.245	-2.671	-2.671	-2.673	-8.177	-1.106	-3.978	-3.758	-3.758	-3.813	-3.813	-4.339
2.13.01	-0.671	-2.712	-2.712	-2.714	-2.306	-1.542	-4.948	-4.794	-4.794	-5.057	-5.057	-5.465
2.13.02	2.876	0.284	0.284	0.282	-4.338	-2.585	-7.968	-7.348	-7.348	-7.346	-7.346	-7.283
2.13.03	-0.625	-2.608	-2.608	-2.611	-1.974	-1.425	-4.587	-4.417	-4.417	-4.540	-4.540	-4.983
2.13.04	0.827	-0.353	-0.353	-0.355	-1.023	-1.008	-3.429	-3.226	-3.226	-3.215	-3.215	-2.947
2.13.05	-0.670	-2.315	-2.315	-2.316	-2.003	-1.115	-4.021	-3.758	-3.758	-4.027	-4.027	-4.640
2.13.06	-2.915	-5.252	-5.252	-5.257	-3.551	-3.133	-6.495	-6.328	-6.328	-6.430	-6.430	-6.290
2.13.07	0.091	-0.554	-0.554	-0.555	-1.358	-0.694	-2.239	-1.970	-1.970	-1.970	-1.970	-2.004
2.13.08	0.468	-1.382	-1.382	-1.385	-1.848	-2.670	-6.233	-5.634	-5.634	-5.815	-5.815	-4.529
2.13.09	1.035	-0.090	-0.090	-0.092	-1.062	-1.138	-3.558	-3.326	-3.326	-3.333	-3.333	-2.915
2.13.10	-1.845	-3.842	-3.842	-3.846	-2.876	-1.973	-5.278	-5.044	-5.044	-5.461	-5.461	-5.421
2.13.11	-0.376	-1.951	-1.951	-1.979	-2.154	-0.616	-3.181	-2.981	-2.981	-2.978	-2.978	-2.816
2.13.12	-0.451	-1.937	-1.937	-1.954	-1.862	-0.549	-2.926	-2.804	-2.804	-2.880	-2.880	-2.652
2.13.13	-0.671	-3.202	-3.202	-3.238	-3.282	-0.289	-3.747	-3.595	-3.595	-3.616	-3.616	-3.620
2.13.14	0.449	-1.676	-1.676	-1.704	-3.204	-1.392	-5.205	-5.083	-5.083	-5.078	-5.078	-4.995
2.13.15	-0.074	-1.655	-1.655	-1.675	-2.225	-1.086	-3.804	-3.649	-3.649	-3.713	-3.713	-3.062
2.13.16	0.399	-1.359	-1.359	-1.360	-1.267	-1.225	-4.273	-4.197	-4.197	-4.299	-4.299	-4.370
2.13.17	-0.622	-2.357	-2.357	-2.358	-1.461	-0.858	-3.489	-3.331	-3.331	-3.554	-3.554	-4.342
2.13.18	1.684	-0.524	-0.524	-0.526	-1.639	-1.605	-5.994	-5.671	-5.671	-5.678	-5.678	-5.272
2.13.19	-0.385	-2.381	-2.381	-2.406	-2.516	-0.754	-4.249	-4.063	-4.063	-4.172	-4.172	-3.940
2.13.20	-0.031	-0.712	-0.712	-0.721	-1.345	-1.037	-2.625	-2.548	-2.548	-2.542	-2.542	-1.860
2.13.21	-0.017	-2.291	-2.291	-2.316	-2.737	-0.194	-3.559	-3.449	-3.449	-3.514	-3.514	-4.208
3.01.01	0.087	-0.363	-0.363	-0.361	-0.155	0.043	-0.346	-0.546	-0.546	-0.546	-0.546	-0.437
3.01.02	0.081	-0.522	-0.522	-0.523	-0.351	0.039	-0.544	-0.735	-0.735	-0.735	-0.735	-0.575
3.01.03	0.132	-0.090	-0.090	-0.088	-0.047	-0.040	-0.234	-0.333	-0.333	-0.333	-0.333	-0.168
3.01.04	0.066	-0.282	-0.282	-0.280	-0.092	0.001	-0.277	-0.469	-0.469	-0.469	-0.469	-0.436
3.02.01	-0.196	-0.574	-0.574	-0.571	-0.612	-0.401	-0.880	-0.924	-0.924	-0.923	-0.923	-0.343
3.02.02	-0.150	-0.524	-0.524	-0.521	-0.644	-0.555	-0.924	-1.049	-1.049	-1.049	-1.049	-0.326
3.02.03	-0.196	-0.514	-0.514	-0.512	-0.549	-0.458	-0.766	-0.888	-0.888	-0.888	-0.888	-0.286
3.02.04	-0.205	-0.725	-0.725	-0.721	-0.876	-0.701	-1.217	-1.406	-1.406	-1.406	-1.406	-0.509
3.03.01	-0.213	-0.548	-0.548	-0.546	-0.169	-0.088	-0.435	-0.560	-0.560	-0.560	-0.560	-0.200
3.03.02	-0.287	-0.839	-0.839	-0.834	-0.411	-0.083	-0.649	-0.860	-0.860	-0.860	-0.860	-0.456
3.03.03	-0.228	-0.616	-0.616	-0.612	-0.251	-0.009	-0.533	-0.589	-0.589	-0.589	-0.589	-0.632
3.04.01	-0.006	-0.266	-0.266	-0.263	-0.132	-0.213	-0.616	-0.636	-0.636	-0.636	-0.636	-0.488
3.04.02	-0.628	-0.772	-0.772	-0.771	-0.080	-0.214	-0.491	-0.525	-0.525	-0.525	-0.525	-0.692
3.04.03	0.027	-0.308	-0.308	-0.305	-0.214	-0.275	-0.680	-0.788	-0.788	-0.788	-0.788	-0.429
3.04.04	-0.040	-0.608	-0.608	-0.603	-0.506	-0.454	-1.120	-1.286	-1.286	-1.286	-1.286	-0.804
3.05.01	-0.542	-3.738	-3.738	-3.768	-4.294	-0.469	-4.541	-4.795	-4.795	-4.795	-4.795	-4.076
3.05.02	0.120	-0.979	-0.979	-0.979	-0.925	-0.087	-1.354	-1.564	-1.564	-1.564	-1.564	-1.344
3.05.03	-0.308	-1.498	-1.498	-1.499	-1.531	-0.225	-1.751	-1.865	-1.865	-1.865	-1.865	-1.506
3.05.04	0.318	-0.962	-0.962	-0.964	-1.229	-0.101	-1.432	-1.801	-1.801	-1.801	-1.801	-1.239
3.05.05	-0.500	-3.836	-3.836	-3.869	-4.936	-0.305	-4.675	-4.893	-4.893	-4.893	-4.893	-4.072
3.05.06	0.310	-1.145	-1.145	-1.147	-1.293	-0.170	-1.620	-2.084	-2.084	-2.084	-2.084	-1.597
3.05.07	0.070	-1.785	-1.785	-1.790	-2.016	-0.231	-2.406	-2.827	-2.827	-2.827	-2.827	-2.229
3.05.08	0.256	-1.024	-1.024	-1.025	-1.014	-0.040	-1.547	-1.645	-1.645	-1.644	-1.644	-1.266
3.05.09	1.137	0.504	0.504	0.504	0.769	-0.002	-0.628	-0.948	-0.948	-0.948	-0.948	-0.511
3.05.10	0.003	-1.696	-1.696	-1.705	-2.263	0.178	-1.659	-2.106	-2.106	-2.106	-2.106	-2.253
3.05.11	-0.830	-2.446	-2.446	-2.453	-2.474	-0.821	-2.858	-2.924	-2.924	-2.924	-2.924	-2.683
3.05.12	-0.463	-1.924	-1.924	-1.928	-2.045	-0.782	-2.476	-2.813	-2.813	-2.813	-2.813	-2.711
3.05.13	-0.820	-2.735	-2.735	-2.755	-3.322	-1.228	-3.868	-3.813	-3.813	-3.813	-3.813	-3.349
3.05.14	-0.337	-1.300	-1.300	-1.303	-1.372	-0.263	-1.312	-1.559	-1.559	-1.559	-1.559	-1.639
3.06.01	-0.562	-1.924	-1.924	-1.925	-2.927	-0.662	-2.508	-2.456	-2.456	-2.456	-2.456	-1.511
3.06.02	-1.278	-3.767	-3.767	-3.769	-6.219	-1.895	-5.038	-5.269	-5.269	-5.269	-5.269	-2.874
3.06.03	-1.387	-3.924	-3.924	-3.926	-6.201	-1.987	-5.243	-5.444	-5.444	-5.444	-5.444	-3.137
3.06.04	-0.877	-2.282	-2.282	-2.283	-2.770	-0.585	-2.414	-2.416	-2.416	-2.416	-2.416	-1.830
3.06.05	-1.022	-3.178	-3.178	-3.180	-5.066	-1.699	-4.378	-4.568	-4.568	-4.568	-4.568	-2.593
3.06.06	-0.845	-2.282	-2.282	-2.283	-3.643	-1.029	-2.805	-2.975	-2.975	-2.975	-2.975	-1.736
3.06.07	-0.829	-2.220	-2.220	-2.221	-2.805	-0.637	-2.470	-2.473	-2.473	-2.473	-2.473	-1.795
3.06.08	-1.542	-4.408	-4.408	-4.410	-7.270	-2.131	-5.672	-5.922	-5.922	-5.922	-5.922	-3.517
3.06.09	-1.257	-3.643	-3.643	-3.644	-5.884	-1.936	-4.771	-5.074	-5.074	-5.074	-5.074	-2.903
3.06.10	-0.613	-2.428	-2.428	-2.445	-5.971	-2.773	-4.981	-5.358	-5.358	-5.358	-5.358	-2.811
