# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for R739x5
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
022.09_100     -15.648      34.610      -6.649      -3.412      -6.996       1.905
022.09_105     -13.023      26.913      -5.230      -2.738      -6.056      -0.134
022.09_110     -10.865      20.897      -4.167      -2.162      -5.247      -1.544
022.09_115      -9.096      16.207      -3.357      -1.688      -4.549      -2.484
022.09_125      -6.461       9.723      -2.238      -1.008      -3.426      -3.409
022.10_100      -4.515      11.622      -0.470      -0.750      -4.193       1.694
022.10_105      -3.312       8.459      -0.336      -0.558      -3.512       0.741
022.10_110      -2.437       6.149      -0.247      -0.408      -2.946       0.111
022.10_115      -1.799       4.465      -0.187      -0.295      -2.474      -0.291
022.10_125      -0.995       2.347      -0.113      -0.151      -1.754      -0.666
023.01_100      -6.709      15.328      -0.447      -0.484      -6.203       1.485
023.01_105      -4.796      10.266      -0.313      -0.380      -5.030      -0.253
023.01_110      -3.498       6.856      -0.240      -0.275      -4.088      -1.245
023.01_115      -2.613       4.571      -0.194      -0.190      -3.333      -1.758
023.01_125      -1.581       2.025      -0.135      -0.084      -2.237      -2.013
023.02_100      -5.135      12.092      -0.248      -0.473      -4.524       1.713
023.02_105      -3.626       8.067      -0.173      -0.355      -3.614       0.299
023.02_110      -2.610       5.369      -0.135      -0.250      -2.896      -0.522
023.02_115      -1.922       3.566      -0.113      -0.168      -2.326      -0.963
023.02_125      -1.127       1.565      -0.082      -0.071      -1.516      -1.231
023.03_100      -5.143      12.000      -0.333      -0.444      -4.339       1.741
023.03_105      -3.673       7.902      -0.237      -0.321      -3.442       0.229
023.03_110      -2.690       5.184      -0.182      -0.219      -2.739      -0.647
023.03_115      -2.029       3.391      -0.147      -0.144      -2.187      -1.115
023.03_125      -1.264       1.443      -0.099      -0.058      -1.410      -1.388
023.04_100      -3.433      10.039      -0.369      -0.313      -4.376       1.547
023.04_105      -2.328       6.660      -0.262      -0.216      -3.501       0.353
023.04_110      -1.592       4.403      -0.192      -0.144      -2.808      -0.333
023.04_115      -1.101       2.902      -0.145      -0.094      -2.259      -0.696
023.04_125      -0.552       1.252      -0.086      -0.039      -1.476      -0.901
023.05_100      -2.056      10.138      -0.263      -0.740      -5.379       1.699
023.05_105      -0.972       6.643      -0.206      -0.516      -4.311       0.638
023.05_110      -0.306       4.339      -0.169      -0.351      -3.464       0.049
023.05_115       0.089       2.831      -0.141      -0.234      -2.794      -0.249
023.05_125       0.435       1.198      -0.100      -0.101      -1.837      -0.405
023.06_100      -1.675       8.118      -0.183      -0.686      -4.016       1.558
023.06_105      -0.811       5.310      -0.150      -0.478      -3.176       0.695
023.06_110      -0.291       3.463      -0.126      -0.325      -2.519       0.203
023.06_115       0.013       2.253      -0.107      -0.218      -2.003      -0.061
023.06_125       0.267       0.948      -0.075      -0.095      -1.279      -0.233
023.07_100      -0.497       6.380      -0.249      -0.462      -3.328       1.845
023.07_105       0.057       4.047      -0.192      -0.303      -2.599       1.011
023.07_110       0.352       2.559      -0.151      -0.195      -2.036       0.530
023.07_115       0.493       1.614      -0.119      -0.124      -1.601       0.263
023.07_125       0.543       0.639      -0.075      -0.049      -1.002       0.056
023.08_100      -2.618       9.029      -0.250      -0.393      -4.369       1.400
023.08_105      -1.685       6.036      -0.185      -0.273      -3.485       0.408
023.08_110      -1.073       4.014      -0.141      -0.185      -2.784      -0.168
023.08_115      -0.676       2.662      -0.109      -0.123      -2.230      -0.475
023.08_125      -0.253       1.156      -0.067      -0.052      -1.441      -0.657
024.01_100     -11.353      19.011      -0.930      -0.162      -4.787       1.779
024.01_105      -8.540      12.952      -0.681      -0.220      -3.839      -0.327
024.01_110      -6.546       8.799      -0.535      -0.193      -3.089      -1.564
024.01_115      -5.121       5.967      -0.438      -0.147      -2.493      -2.232
024.01_125      -3.328       2.733      -0.305      -0.072      -1.637      -2.609
024.02_100      -7.734      14.599      -0.681      -0.234      -4.231       1.718
024.02_105      -5.740       9.610      -0.508      -0.205      -3.360      -0.203
024.02_110      -4.377       6.301      -0.402      -0.153      -2.678      -1.309
024.02_115      -3.435       4.126      -0.328      -0.108      -2.145      -1.889
024.02_125      -2.287       1.756      -0.225      -0.050      -1.391      -2.198
024.03_100     -12.781      21.323      -1.020      -0.143      -5.449       1.930
024.03_105      -9.596      14.667      -0.723      -0.242      -4.409      -0.304
024.03_110      -7.331      10.080      -0.557      -0.225      -3.580      -1.613
024.03_115      -5.697       6.916      -0.452      -0.177      -2.914      -2.323
024.03_125      -3.634       3.258      -0.316      -0.090      -1.947      -2.728
024.04_100      -0.719       6.326      -0.355      -0.366      -2.873       2.013
024.04_105      -0.129       4.115      -0.300      -0.247      -2.259       1.181
024.04_110       0.198       2.671      -0.252      -0.162      -1.778       0.677
024.04_115       0.365       1.731      -0.210      -0.105      -1.403       0.378
024.04_125       0.455       0.725      -0.143      -0.042      -0.881       0.113
024.05_100      -0.878       6.344      -0.331      -0.284      -2.928       1.923
024.05_105      -0.276       4.059      -0.273      -0.184      -2.302       1.024
024.05_110       0.062       2.592      -0.227      -0.116      -1.816       0.495
024.05_115       0.243       1.652      -0.189      -0.072      -1.437       0.196
024.05_125       0.361       0.667      -0.130      -0.027      -0.910      -0.039
024.06_100      -1.649       7.938      -0.338      -0.484      -3.500       1.967
024.06_105      -0.820       5.262      -0.290      -0.336      -2.782       1.033
024.06_110      -0.322       3.487      -0.251      -0.227      -2.216       0.470
024.06_115      -0.031       2.307      -0.215      -0.151      -1.769       0.142
024.06_125       0.213       1.009      -0.153      -0.064      -1.137      -0.132
024.07_100      -1.169       8.468      -0.613      -0.336      -5.249       1.102
024.07_105      -0.310       5.332      -0.459      -0.212      -4.176       0.175
024.07_110       0.202       3.347      -0.352      -0.132      -3.331      -0.266
024.07_115       0.498       2.094      -0.274      -0.081      -2.666      -0.429
024.07_125       0.742       0.815      -0.174      -0.030      -1.728      -0.375
024.08_100     -11.342      20.301      -1.001      -0.216      -5.740       2.003
024.08_105      -8.429      13.862      -0.719      -0.264      -4.662      -0.212
024.08_110      -6.381       9.453      -0.558      -0.226      -3.799      -1.511
024.08_115      -4.931       6.453      -0.453      -0.171      -3.108      -2.211
024.08_125      -3.125       3.006      -0.317      -0.085      -2.099      -2.619
024.09_100      -1.799       8.785      -0.368      -0.496      -4.089       2.033
024.09_105      -0.880       5.823      -0.314      -0.340      -3.279       1.011
024.09_110      -0.326       3.860      -0.271      -0.226      -2.636       0.401
024.09_115      -0.001       2.558      -0.232      -0.148      -2.125       0.051
024.09_125       0.275       1.120      -0.167      -0.061      -1.393      -0.227
025.01_100      -8.870      16.463      -0.905      -0.443      -4.960       1.285
025.01_105      -6.686      10.890      -0.704      -0.339      -3.991      -0.831
025.01_110      -5.181       7.189      -0.570      -0.243      -3.224      -2.028
025.01_115      -4.130       4.748      -0.471      -0.169      -2.616      -2.638
025.01_125      -2.827       2.065      -0.331      -0.080      -1.742      -2.915
025.02_100      -5.200      11.740      -0.429      -0.267      -4.457       1.387
025.02_105      -3.637       7.489      -0.326      -0.196      -3.576      -0.246
025.02_110      -2.614       4.765      -0.257      -0.134      -2.881      -1.120
025.02_115      -1.934       3.026      -0.205      -0.089      -2.330      -1.533
025.02_125      -1.157       1.211      -0.133      -0.038      -1.543      -1.660
025.03_100      -8.842      15.936      -0.683      -0.330      -4.666       1.415
025.03_105      -6.655      10.548      -0.529      -0.264      -3.741      -0.641
025.03_110      -5.140       6.968      -0.428      -0.191      -3.009      -1.800
025.03_115      -4.074       4.599      -0.354      -0.132      -2.429      -2.390
025.03_125      -2.748       2.000      -0.247      -0.060      -1.599      -2.653
025.04_100      -0.918       6.894      -0.447      -0.291      -3.370       1.869
025.04_105      -0.283       4.455      -0.378      -0.187      -2.686       0.922
025.04_110       0.081       2.877      -0.319      -0.118      -2.148       0.374
025.04_115       0.280       1.857      -0.269      -0.073      -1.725       0.070
025.04_125       0.419       0.771      -0.190      -0.027      -1.125      -0.152
025.05_100      -1.642       7.543      -0.236      -0.340      -3.938       1.387
025.05_105      -0.846       4.791      -0.192      -0.225      -3.150       0.378
025.05_110      -0.378       3.038      -0.157      -0.145      -2.527      -0.169
025.05_115      -0.109       1.923      -0.128      -0.092      -2.035      -0.441
025.05_125       0.118       0.766      -0.083      -0.037      -1.334      -0.570
025.06_100      -0.663       6.429      -0.345      -0.280      -3.164       1.977
025.06_105      -0.100       4.127      -0.287      -0.180      -2.507       1.052
025.06_110       0.207       2.649      -0.239      -0.114      -1.993       0.510
025.06_115       0.361       1.698      -0.198      -0.071      -1.589       0.201
025.06_125       0.438       0.698      -0.135      -0.027      -1.022      -0.048
025.07_100      -8.210      14.819      -0.645      -0.313      -4.204       1.448
025.07_105      -6.186       9.720      -0.503      -0.243      -3.338      -0.550
025.07_110      -4.794       6.357      -0.409      -0.172      -2.658      -1.675
025.07_115      -3.821       4.155      -0.338      -0.117      -2.125      -2.246
025.07_125      -2.613       1.766      -0.234      -0.052      -1.372      -2.505
025.08_100      -0.199       5.333      -0.326      -0.222      -2.653       1.933
025.08_105       0.228       3.370      -0.269      -0.140      -2.077       1.114
025.08_110       0.442       2.128      -0.221      -0.086      -1.631       0.633
025.08_115       0.533       1.343      -0.181      -0.053      -1.285       0.357
025.08_125       0.539       0.533      -0.122      -0.019      -0.808       0.124
026.01_100      -8.952      17.719      -0.747      -0.043      -5.538       2.437
026.01_105      -6.319      11.812      -0.461      -0.187      -4.400       0.445
026.01_110      -4.530       7.841      -0.321      -0.187      -3.502      -0.700
026.01_115      -3.312       5.196      -0.244      -0.147      -2.796      -1.304
026.01_125      -1.881       2.261      -0.160      -0.070      -1.795      -1.646
026.02_100      -3.650      11.182      -0.245      -0.911      -4.778       1.598
026.02_105      -2.196       7.351      -0.170      -0.668      -3.756       0.561
026.02_110      -1.285       4.814      -0.135      -0.465      -2.957      -0.027
026.02_115      -0.723       3.145      -0.113      -0.314      -2.333      -0.338
026.02_125      -0.176       1.332      -0.083      -0.135      -1.466      -0.527
026.03_100      -7.479      14.825      -0.546      -0.105      -4.621       2.073
026.03_105      -5.214       9.744      -0.342      -0.190      -3.638       0.360
026.03_110      -3.698       6.376      -0.242      -0.171      -2.871      -0.607
026.03_115      -2.677       4.155      -0.186      -0.127      -2.271      -1.106
026.03_125      -1.503       1.747      -0.122      -0.057      -1.433      -1.367
026.04_100      -2.878       9.427      -0.213      -0.785      -3.995       1.557
026.04_105      -1.657       6.106      -0.153      -0.566      -3.111       0.619
026.04_110      -0.909       3.938      -0.122      -0.388      -2.427       0.093
026.04_115      -0.457       2.530      -0.101      -0.258      -1.897      -0.183
026.04_125      -0.036       1.033      -0.069      -0.108      -1.169      -0.349
026.05_100     -13.482      23.495      -1.228       0.493      -6.499       2.780
026.05_105      -9.804      16.071      -0.730      -0.028      -5.213       0.295
026.05_110      -7.232      10.955      -0.489      -0.185      -4.191      -1.143
026.05_115      -5.428       7.460      -0.365      -0.198      -3.379      -1.909
026.05_125      -3.224       3.441      -0.241      -0.122      -2.214      -2.359
026.06_100      -3.274      10.933      -0.205      -1.032      -4.716       1.707
026.06_105      -1.874       7.239      -0.160      -0.778      -3.711       0.717
026.06_110      -1.003       4.780      -0.143      -0.554      -2.926       0.155
026.06_115      -0.470       3.151      -0.131      -0.382      -2.314      -0.146
026.06_125       0.032       1.362      -0.105      -0.171      -1.461      -0.343
027.01_100      -4.898      11.989      -0.474      -0.305      -4.433       1.879
027.01_105      -3.307       7.621      -0.310      -0.230      -3.472       0.302
027.01_110      -2.289       4.825      -0.220      -0.156      -2.727      -0.567
027.01_115      -1.632       3.044      -0.164      -0.101      -2.150      -1.003
027.01_125      -0.918       1.200      -0.098      -0.040      -1.351      -1.207
027.02_100      -6.074      13.535      -0.533      -0.311      -4.852       1.765
027.02_105      -4.210       8.713      -0.350      -0.253      -3.826       0.074
027.02_110      -2.990       5.591      -0.252      -0.180      -3.027      -0.858
027.02_115      -2.182       3.573      -0.191      -0.120      -2.402      -1.321
027.02_125      -1.272       1.451      -0.120      -0.050      -1.530      -1.520
027.03_100      -3.145      10.288      -0.387      -0.671      -4.533       1.551
027.03_105      -1.846       6.591      -0.257      -0.458      -3.547       0.483
027.03_110      -1.048       4.207      -0.181      -0.301      -2.782      -0.105
027.03_115      -0.563       2.677      -0.132      -0.193      -2.188      -0.399
027.03_125      -0.101       1.073      -0.075      -0.076      -1.365      -0.544
027.04_100      -3.388      10.747      -0.370      -0.723      -4.773       1.493
027.04_105      -2.028       6.941      -0.251      -0.501      -3.755       0.406
027.04_110      -1.185       4.466      -0.183      -0.334      -2.960      -0.196
027.04_115      -0.669       2.865      -0.139      -0.217      -2.340      -0.500
027.04_125      -0.172       1.171      -0.086      -0.088      -1.477      -0.652
027.05_100      -5.107      12.960      -0.650      -0.454      -5.069       1.680
027.05_105      -3.454       8.324      -0.428      -0.319      -4.013       0.110
027.05_110      -2.393       5.324      -0.301      -0.212      -3.185      -0.767
027.05_115      -1.710       3.397      -0.223      -0.137      -2.538      -1.211
027.05_125      -0.974       1.374      -0.134      -0.057      -1.631      -1.421
027.06_100      -4.847      13.464      -0.577      -0.911      -5.621       1.508
027.06_105      -3.081       8.824      -0.379      -0.630      -4.456       0.278
027.06_110      -1.945       5.766      -0.265      -0.421      -3.541      -0.406
027.06_115      -1.212       3.752      -0.194      -0.276      -2.820      -0.749
027.06_125      -0.442       1.577      -0.114      -0.114      -1.806      -0.898
027.07_100      -4.614      12.077      -0.492      -0.261      -4.650       2.059
027.07_105      -3.004       7.714      -0.325      -0.204      -3.663       0.518
027.07_110      -1.979       4.912      -0.232      -0.141      -2.896      -0.337
027.07_115      -1.325       3.119      -0.174      -0.091      -2.299      -0.772
027.07_125      -0.634       1.247      -0.106      -0.036      -1.468      -0.997
027.08_100      -3.622      11.121      -0.344      -0.693      -4.913       1.548
027.08_105      -2.194       7.178      -0.229      -0.483      -3.867       0.406
027.08_110      -1.307       4.620      -0.164      -0.322      -3.053      -0.226
027.08_115      -0.760       2.965      -0.123      -0.209      -2.419      -0.545
027.08_125      -0.222       1.210      -0.073      -0.084      -1.535      -0.704
028.01_100      -1.030       6.132      -0.221      -0.096      -2.918       1.866
028.01_105      -0.398       3.817      -0.171      -0.058      -2.308       0.881
028.01_110      -0.029       2.372      -0.135      -0.034      -1.835       0.338
028.01_115       0.178       1.473      -0.108      -0.020      -1.468       0.055
028.01_125       0.338       0.568      -0.070      -0.006      -0.958      -0.128
028.02_100      -4.714      11.079      -0.323      -0.286      -4.183       1.572
028.02_105      -3.266       7.249      -0.258      -0.197      -3.361       0.168
028.02_110      -2.287       4.738      -0.210      -0.131      -2.708      -0.598
028.02_115      -1.617       3.096      -0.173      -0.086      -2.191      -0.970
028.02_125      -0.825       1.321      -0.118      -0.036      -1.451      -1.109
028.03_100      -5.170      11.955      -0.351      -0.431      -4.673       1.329
028.03_105      -3.755       7.973      -0.299      -0.303      -3.777      -0.161
028.03_110      -2.810       5.318      -0.257      -0.207      -3.060      -1.015
028.03_115      -2.169       3.543      -0.220      -0.140      -2.484      -1.470
028.03_125      -1.424       1.573      -0.158      -0.063      -1.653      -1.725
029.01_100      -3.070       8.893      -0.369      -0.425      -3.391       1.638
029.01_105      -2.098       6.085      -0.228      -0.323      -2.730       0.707
029.01_110      -1.436       4.142      -0.147      -0.231      -2.204       0.123
029.01_115      -0.988       2.810      -0.100      -0.160      -1.786      -0.223
029.01_125      -0.479       1.279      -0.052      -0.072      -1.182      -0.506
029.02_100      -1.940       7.428      -0.415      -0.590      -2.735       1.748
029.02_105      -1.241       5.018      -0.264      -0.412      -2.176       0.926
029.02_110      -0.777       3.374      -0.173      -0.279      -1.735       0.410
029.02_115      -0.471       2.259      -0.116      -0.186      -1.388       0.099
029.02_125      -0.141       1.002      -0.056      -0.079      -0.895      -0.170
029.03_100      -1.054       8.309      -0.832      -0.694      -3.365       2.364
029.03_105      -0.466       5.670      -0.588      -0.478      -2.724       1.414
029.03_110      -0.084       3.849      -0.425      -0.322      -2.213       0.806
029.03_115       0.156       2.606      -0.314      -0.213      -1.805       0.430
029.03_125       0.384       1.180      -0.180      -0.090      -1.212       0.082
029.04_100      -0.034      11.007      -3.051      -1.322      -3.621       2.978
029.04_105       0.472       7.721      -2.324      -0.953      -2.950       1.965
029.04_110       0.806       5.396      -1.792      -0.677      -2.409       1.323
029.04_115       1.014       3.756      -1.395      -0.476      -1.971       0.928
029.04_125       1.189       1.808      -0.867      -0.232      -1.330       0.568
029.05_100      -2.695       9.104      -0.495      -0.496      -3.582       1.837
029.05_105      -1.793       6.249      -0.316      -0.365      -2.901       0.874
029.05_110      -1.180       4.268      -0.209      -0.257      -2.356       0.266
029.05_115      -0.767       2.906      -0.143      -0.176      -1.920      -0.099
029.05_125      -0.304       1.333      -0.072      -0.078      -1.286      -0.407
029.06_100      -3.346       9.556      -0.400      -0.644      -3.782       1.385
029.06_105      -2.260       6.612      -0.254      -0.482      -3.057       0.559
029.06_110      -1.518       4.557      -0.169      -0.345      -2.478       0.046
029.06_115      -1.012       3.127      -0.118      -0.241      -2.014      -0.257
029.06_125      -0.438       1.460      -0.064      -0.111      -1.341      -0.493
029.07_100      -4.030      11.014      -0.713      -1.129      -3.667       1.475
029.07_105      -2.881       7.695      -0.464      -0.828      -2.952       0.570
029.07_110      -2.070       5.352      -0.311      -0.591      -2.382      -0.001
029.07_115      -1.497       3.710      -0.213      -0.414      -1.926      -0.341
029.07_125      -0.805       1.764      -0.107      -0.196      -1.267      -0.610
029.08_100      -7.417      18.576      -1.854      -1.957      -5.553       1.795
029.08_105      -5.717      13.442      -1.292      -1.521      -4.579       0.333
029.08_110      -4.442       9.689      -0.928      -1.142      -3.789      -0.613
029.08_115      -3.484       6.954      -0.684      -0.837      -3.143      -1.193
029.08_125      -2.216       3.555      -0.394      -0.432      -2.181      -1.668
029.09_100     -13.559      35.014      -8.525      -3.857      -7.503       1.570
029.09_105     -11.376      26.561      -6.496      -3.291      -6.311      -0.912
029.09_110      -9.555      20.081      -5.035      -2.697      -5.316      -2.522
029.09_115      -8.049      15.139      -3.960      -2.154      -4.485      -3.509
029.09_125      -5.787       8.541      -2.534      -1.312      -3.206      -4.298
029.10_100      -4.521      11.840      -0.680      -0.842      -4.404       1.394
029.10_105      -3.221       8.313      -0.442      -0.641      -3.596       0.413
029.10_110      -2.301       5.815      -0.297      -0.468      -2.945      -0.196
029.10_115      -1.651       4.055      -0.207      -0.333      -2.417      -0.553
029.10_125      -0.867       1.955      -0.107      -0.160      -1.641      -0.820
030.01_100      -7.926      17.687      -0.742      -0.477      -7.664       0.878
030.01_105      -5.395      11.543      -0.426      -0.515      -6.121      -0.913
030.01_110      -3.743       7.494      -0.275      -0.422      -4.905      -1.851
030.01_115      -2.661       4.843      -0.197      -0.309      -3.944      -2.269
030.01_125      -1.475       1.998      -0.122      -0.144      -2.574      -2.318
030.02_100      -5.236      12.098      -0.431      -0.244      -4.917       1.270
030.02_105      -3.481       7.798      -0.248      -0.270      -3.847      -0.048
030.02_110      -2.355       5.003      -0.161      -0.219      -3.020      -0.752
030.02_115      -1.629       3.196      -0.115      -0.157      -2.378      -1.084
030.02_125      -0.853       1.289      -0.069      -0.069      -1.488      -1.190
030.03_100      -5.050      11.749      -0.461      -0.318      -4.664       1.256
030.03_105      -3.376       7.486      -0.278      -0.290      -3.629      -0.087
030.03_110      -2.312       4.745      -0.186      -0.217      -2.834      -0.804
030.03_115      -1.631       2.991      -0.134      -0.149      -2.220      -1.143
030.03_125      -0.908       1.178      -0.080      -0.062      -1.376      -1.248
030.04_100      -3.337       9.933      -0.262      -0.420      -4.657       1.258
030.04_105      -2.126       6.357      -0.159      -0.292      -3.647       0.133
030.04_110      -1.360       4.046      -0.104      -0.192      -2.866      -0.476
030.04_115      -0.874       2.561      -0.073      -0.122      -2.259      -0.767
030.04_125      -0.375       1.014      -0.041      -0.047      -1.420      -0.868
030.05_100      -3.820      12.714      -0.384      -0.479      -6.758       1.273
030.05_105      -2.046       8.155      -0.244      -0.398      -5.380       0.086
030.05_110      -0.958       5.199      -0.177      -0.287      -4.294      -0.518
030.05_115      -0.305       3.300      -0.140      -0.193      -3.438      -0.776
030.05_125       0.285       1.315      -0.095      -0.077      -2.225      -0.798
030.06_100      -2.410       8.667      -0.231      -0.342      -4.342       1.342
030.06_105      -1.225       5.494      -0.152      -0.275      -3.384       0.459
030.06_110      -0.522       3.463      -0.112      -0.195      -2.643      -0.009
030.06_115      -0.117       2.174      -0.088      -0.130      -2.070      -0.231
030.06_125       0.220       0.849      -0.058      -0.052      -1.282      -0.324
030.07_100      -1.115       6.833      -0.234      -0.293      -3.658       1.532
030.07_105      -0.288       4.223      -0.164      -0.207      -2.821       0.744
030.07_110       0.162       2.598      -0.123      -0.135      -2.182       0.320
030.07_115       0.388       1.592      -0.096      -0.084      -1.694       0.107
030.07_125       0.509       0.592      -0.060      -0.030      -1.031      -0.020
030.08_100      -3.152       9.724      -0.191      -0.436      -4.800       1.144
030.08_105      -1.940       6.273      -0.123      -0.306      -3.769       0.134
030.08_110      -1.175       4.023      -0.088      -0.203      -2.967      -0.410
030.08_115      -0.698       2.569      -0.067      -0.131      -2.342      -0.669
030.08_125      -0.221       1.036      -0.042      -0.051      -1.475      -0.753
031.01_100      -7.929      14.705      -1.102      -0.248      -4.468       0.957
031.01_105      -5.540       9.553      -0.754      -0.279      -3.496      -0.517
031.01_110      -3.972       6.172      -0.554      -0.224      -2.744      -1.322
031.01_115      -2.933       3.971      -0.426      -0.159      -2.158      -1.705
031.01_125      -1.763       1.631      -0.267      -0.069      -1.345      -1.813
031.02_100      -5.693      12.115      -0.687      -0.564      -3.976       1.195
031.02_105      -3.952       7.620      -0.480      -0.381      -3.074      -0.266
031.02_110      -2.839       4.775      -0.361      -0.245      -2.391      -1.062
031.02_115      -2.120       2.981      -0.284      -0.154      -1.869      -1.446
031.02_125      -1.326       1.150      -0.186      -0.059      -1.158      -1.579
031.03_100      -9.116      16.919      -1.218      -0.288      -5.348       0.949
031.03_105      -6.334      11.115      -0.802      -0.344      -4.228      -0.594
031.03_110      -4.494       7.269      -0.575      -0.283      -3.353      -1.437
031.03_115      -3.270       4.738      -0.436      -0.205      -2.667      -1.839
031.03_125      -1.884       2.000      -0.272      -0.091      -1.700      -1.948
031.04_100      -0.300       5.503      -0.491      -0.230      -2.763       1.718
031.04_105       0.303       3.387      -0.383      -0.148      -2.125       1.034
031.04_110       0.594       2.076      -0.303      -0.090      -1.636       0.641
031.04_115       0.709       1.268      -0.241      -0.052      -1.263       0.422
031.04_125       0.697       0.470      -0.152      -0.016      -0.761       0.238
031.05_100      -0.521       5.616      -0.368      -0.284      -2.722       1.721
031.05_105       0.087       3.419      -0.294      -0.177      -2.096       0.939
031.05_110       0.396       2.071      -0.240      -0.105      -1.620       0.503
031.05_115       0.534       1.250      -0.196      -0.060      -1.256       0.272
031.05_125       0.569       0.451      -0.131      -0.018      -0.765       0.107
031.06_100      -1.389       7.649      -0.540      -0.319      -3.701       1.700
031.06_105      -0.412       4.816      -0.415      -0.220      -2.890       0.878
031.06_110       0.123       3.023      -0.329      -0.141      -2.262       0.414
031.06_115       0.396       1.893      -0.263      -0.086      -1.775       0.164
031.06_125       0.551       0.737      -0.170      -0.029      -1.104      -0.015
031.07_100      -1.976      10.576      -0.689      -0.367      -6.138       1.406
031.07_105      -0.707       6.523      -0.490      -0.237      -4.812       0.277
031.07_110       0.041       3.996      -0.366      -0.143      -3.782      -0.254
031.07_115       0.469       2.436      -0.282      -0.082      -2.984      -0.443
031.07_125       0.821       0.894      -0.178      -0.024      -1.880      -0.368
031.08_100     -11.445      22.900      -1.237      -0.716      -9.382       0.120
031.08_105      -8.131      14.959      -0.806      -0.601      -7.489      -2.069
031.08_110      -5.912       9.722      -0.575      -0.443      -5.989      -3.198
031.08_115      -4.414       6.283      -0.436      -0.306      -4.796      -3.669
031.08_125      -2.687       2.597      -0.277      -0.135      -3.097      -3.598
031.09_100      -9.395      18.138      -1.317      -0.299      -5.886       1.240
031.09_105      -6.506      11.938      -0.860      -0.364      -4.685      -0.476
031.09_110      -4.598       7.825      -0.613      -0.301      -3.745      -1.432
031.09_115      -3.333       5.116      -0.465      -0.218      -3.004      -1.904
031.09_125      -1.909       2.175      -0.293      -0.098      -1.954      -2.079
031.10_100      -1.993       8.988      -0.585      -0.362      -4.294       1.753
031.10_105      -0.804       5.706      -0.450      -0.254      -3.393       0.805
031.10_110      -0.125       3.609      -0.360      -0.163      -2.688       0.273
031.10_115       0.243       2.280      -0.293      -0.099      -2.138      -0.007
031.10_125       0.504       0.904      -0.194      -0.033      -1.366      -0.185
032.01_100      -7.447      15.251      -0.985      -0.844      -4.968       1.007
032.01_105      -5.246       9.771      -0.717      -0.611      -3.921      -0.724
032.01_110      -3.816       6.235      -0.557      -0.414      -3.110      -1.662
032.01_115      -2.875       3.965      -0.449      -0.271      -2.477      -2.107
032.01_125      -1.816       1.589      -0.304      -0.111      -1.590      -2.232
032.02_100      -4.834      11.537      -0.422      -0.530      -4.668       1.082
032.02_105      -3.143       7.179      -0.276      -0.381      -3.678      -0.298
032.02_110      -2.090       4.443      -0.198      -0.253      -2.909      -1.007
032.02_115      -1.429       2.733      -0.149      -0.162      -2.310      -1.317
032.02_125      -0.745       1.024      -0.092      -0.063      -1.478      -1.353
032.03_100      -7.179      14.779      -0.866      -0.676      -4.817       1.241
032.03_105      -4.971       9.472      -0.606      -0.506      -3.784      -0.394
032.03_110      -3.545       6.048      -0.455      -0.348      -2.983      -1.283
032.03_115      -2.614       3.844      -0.356      -0.228      -2.359      -1.712
032.03_125      -1.584       1.541      -0.229      -0.092      -1.492      -1.855
032.04_100      -0.585       6.422      -0.485      -0.405      -3.238       1.709
032.04_105       0.111       3.956      -0.405      -0.248      -2.535       0.880
032.04_110       0.475       2.427      -0.340      -0.146      -1.991       0.425
032.04_115       0.644       1.486      -0.284      -0.084      -1.571       0.191
032.04_125       0.702       0.553      -0.197      -0.025      -0.993       0.040
032.05_100      -2.342       8.602      -0.200      -0.471      -4.162       1.428
032.05_105      -1.193       5.312      -0.153      -0.315      -3.277       0.374
032.05_110      -0.529       3.267      -0.126      -0.199      -2.591      -0.178
032.05_115      -0.154       2.002      -0.106      -0.122      -2.056      -0.437
032.05_125       0.150       0.746      -0.073      -0.043      -1.314      -0.534
032.06_100      -0.442       6.148      -0.402      -0.352      -3.133       1.819
032.06_105       0.216       3.776      -0.322      -0.218      -2.432       1.020
032.06_110       0.545       2.309      -0.261      -0.130      -1.894       0.569
032.06_115       0.683       1.410      -0.212      -0.076      -1.482       0.324
032.06_125       0.696       0.522      -0.139      -0.024      -0.920       0.135
032.07_100      -6.312      12.827      -0.760      -0.597      -4.067       1.091
032.07_105      -4.402       8.122      -0.545      -0.432      -3.153      -0.411
032.07_110      -3.178       5.121      -0.415      -0.290      -2.454      -1.217
032.07_115      -2.382       3.213      -0.327      -0.186      -1.915      -1.597
032.07_125      -1.500       1.255      -0.212      -0.073      -1.180      -1.710
032.08_100       0.057       4.854      -0.367      -0.279      -2.474       1.791
032.08_105       0.522       2.930      -0.295      -0.168      -1.890       1.099
032.08_110       0.729       1.763      -0.239      -0.098      -1.450       0.706
032.08_115       0.794       1.057      -0.193      -0.055      -1.116       0.486
032.08_125       0.735       0.378      -0.126      -0.017      -0.674       0.297
033.01_100      -6.417      13.458      -0.726       0.110      -5.135       1.289
033.01_105      -4.192       8.523      -0.390      -0.129      -3.970      -0.156
033.01_110      -2.788       5.366      -0.239      -0.156      -3.082      -0.900
