# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for D442x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
3.03.03_090      -1.190       2.895      -0.208      -0.131      -2.225      -0.859
3.03.03_095      -0.868       1.978      -0.146      -0.097      -1.803      -0.936
3.03.03_100      -0.639       1.343      -0.103      -0.069      -1.462      -0.931
3.03.03_105      -0.477       0.907      -0.074      -0.049      -1.188      -0.880
3.03.03_110      -0.360       0.609      -0.053      -0.034      -0.967      -0.804
3.03.03_125      -0.171       0.181      -0.021      -0.010      -0.529      -0.551
3.03.03_150      -0.066       0.023      -0.006      -0.001      -0.208      -0.259
3.03.03_200      -0.018       0.000      -0.001      -0.000      -0.044      -0.062
3.04.02_080      -3.592       8.220      -2.109       1.744      -3.617       0.646
3.04.02_085      -2.159       4.887      -1.069       0.816      -2.646      -0.171
3.04.02_090      -1.309       2.877      -0.551       0.385      -1.946      -0.544
3.04.02_095      -0.805       1.680      -0.289       0.183      -1.437      -0.668
3.04.02_100      -0.504       0.974      -0.153       0.087      -1.067      -0.664
3.04.02_105      -0.323       0.561      -0.083       0.042      -0.796      -0.600
3.04.02_110      -0.213       0.322      -0.045       0.020      -0.598      -0.515
3.04.02_125      -0.073       0.060      -0.008       0.002      -0.264      -0.285
3.04.02_150      -0.021       0.003      -0.001      -0.000      -0.081      -0.099
3.04.02_200      -0.004       0.000      -0.000      -0.000      -0.014      -0.018
3.05.01_080     -11.910      34.848      -0.992      -1.577     -18.520       1.849
3.05.01_085      -7.546      22.443      -0.629      -1.111     -14.693      -1.535
3.05.01_090      -4.752      14.381      -0.425      -0.741     -11.689      -3.227
3.05.01_095      -2.976       9.177      -0.301      -0.478      -9.328      -3.906
3.05.01_100      -1.846       5.829      -0.220      -0.302      -7.467      -4.007
3.05.01_105      -1.136       3.690      -0.165      -0.189      -5.999      -3.798
3.05.01_110      -0.687       2.327      -0.125      -0.117      -4.836      -3.438
3.05.01_125      -0.126       0.572      -0.060      -0.027      -2.602      -2.243
3.05.01_150       0.023       0.052      -0.021      -0.002      -1.024      -0.972
3.05.01_200       0.017       0.000      -0.004       0.000      -0.225      -0.212
3.05.04_080      -3.299      10.408       0.091      -0.433      -6.013       0.754
3.05.04_085      -2.096       6.777       0.067      -0.274      -4.748      -0.276
3.05.04_090      -1.320       4.388       0.045      -0.170      -3.760      -0.816
3.05.04_095      -0.820       2.824       0.028      -0.103      -2.987      -1.058
3.05.04_100      -0.504       1.810       0.016      -0.062      -2.385      -1.124
3.05.04_105      -0.306       1.156       0.009      -0.036      -1.913      -1.090
3.05.04_110      -0.181       0.735       0.005      -0.021      -1.542      -1.005
3.05.04_125      -0.027       0.186       0.000      -0.004      -0.836      -0.681
3.05.04_150       0.010       0.018      -0.000      -0.000      -0.336      -0.309
3.05.04_200       0.004       0.000      -0.000       0.000      -0.078      -0.074
3.05.09_080      -3.215      10.429      -0.051      -1.517      -4.666       0.980
3.05.09_085      -2.208       7.248      -0.022      -1.056      -3.818       0.144
3.05.09_090      -1.507       5.013      -0.010      -0.724      -3.127      -0.355
3.05.09_095      -1.023       3.453      -0.006      -0.491      -2.564      -0.630
3.05.09_100      -0.690       2.370      -0.004      -0.330      -2.105      -0.759
3.05.09_105      -0.462       1.621      -0.004      -0.221      -1.732      -0.797
3.05.09_110      -0.307       1.106      -0.004      -0.146      -1.428      -0.779
3.05.09_125      -0.083       0.346      -0.003      -0.042      -0.816      -0.598
3.05.09_150      -0.003       0.048      -0.001      -0.005      -0.347      -0.308
3.05.09_200       0.004       0.001      -0.000      -0.000      -0.085      -0.080
3.05.11_080      -8.048      19.081      -0.813      -1.383      -9.911      -1.075
3.05.11_085      -5.861      13.074      -0.614      -1.021      -8.062      -2.483
3.05.11_090      -4.331       8.910      -0.480      -0.730      -6.562      -3.194
3.05.11_095      -3.259       6.043      -0.383      -0.512      -5.348      -3.459
3.05.11_100      -2.501       4.079      -0.309      -0.353      -4.366      -3.451
3.05.11_105      -1.963       2.740      -0.252      -0.241      -3.569      -3.285
3.05.11_110      -1.574       1.832      -0.206      -0.164      -2.924      -3.036
3.05.11_125      -0.920       0.535      -0.115      -0.050      -1.634      -2.185
3.05.11_150      -0.496       0.064      -0.047      -0.007      -0.665      -1.151
3.05.11_200      -0.205       0.001      -0.010      -0.000      -0.148      -0.362
3.05.13_080     -15.478      34.467      -1.515      -0.883     -14.428       2.163
3.05.13_085      -9.729      21.222      -0.759      -0.991     -11.001      -1.258
3.05.13_090      -6.181      12.975      -0.428      -0.781      -8.428      -2.844
3.05.13_095      -3.995       7.883      -0.274      -0.539      -6.483      -3.408
3.05.13_100      -2.644       4.762      -0.194      -0.347      -5.006      -3.428
3.05.13_105      -1.805       2.863      -0.145      -0.215      -3.879      -3.181
3.05.13_110      -1.279       1.713      -0.112      -0.130      -3.018      -2.826
3.05.13_125      -0.580       0.359      -0.055      -0.028      -1.464      -1.769
3.05.13_150      -0.267       0.025      -0.018      -0.003      -0.498      -0.761
3.05.13_200      -0.092       0.000      -0.003      -0.000      -0.089      -0.184
3.05.14_080      -5.401      14.535       0.066      -0.630      -6.742       1.829
3.05.14_085      -3.226       8.549       0.051      -0.396      -5.046      -0.067
3.05.14_090      -1.943       5.003       0.025      -0.235      -3.795      -0.945
3.05.14_095      -1.184       2.914       0.006      -0.135      -2.869      -1.269
3.05.14_100      -0.734       1.691      -0.005      -0.077      -2.181      -1.306
3.05.14_105      -0.464       0.977      -0.010      -0.043      -1.668      -1.208
3.05.14_110      -0.301       0.563      -0.011      -0.024      -1.284      -1.057
3.05.14_125      -0.099       0.106      -0.009      -0.004      -0.611      -0.617
3.05.14_150      -0.028       0.006      -0.003      -0.000      -0.207      -0.232
3.05.14_200      -0.006       0.000      -0.001      -0.000      -0.038      -0.044
3.06.02_080      -9.735      26.907      -0.805      -1.254     -14.769       0.343
3.06.02_085      -6.431      18.013      -0.448      -0.944     -11.732      -1.541
3.06.02_090      -4.226      11.966      -0.259      -0.666      -9.333      -2.517
3.06.02_095      -2.766       7.892      -0.157      -0.451      -7.438      -2.920
3.06.02_100      -1.806       5.170      -0.100      -0.296      -5.943      -2.974
3.06.02_105      -1.178       3.367      -0.066      -0.190      -4.762      -2.830
3.06.02_110      -0.770       2.180      -0.046      -0.121      -3.828      -2.585
3.06.02_125      -0.224       0.575      -0.019      -0.029      -2.034      -1.732
3.06.02_150      -0.044       0.058      -0.007      -0.003      -0.780      -0.776
3.06.02_200      -0.011       0.000      -0.002      -0.000      -0.165      -0.177
3.06.04_080      -5.623      14.883      -0.597      -0.823      -8.404      -0.564
3.06.04_085      -4.022      10.404      -0.418      -0.599      -6.871      -1.506
3.06.04_090      -2.885       7.236      -0.301      -0.424      -5.625      -2.000
3.06.04_095      -2.079       5.008      -0.222      -0.295      -4.612      -2.201
3.06.04_100      -1.509       3.450      -0.167      -0.202      -3.788      -2.216
3.06.04_105      -1.106       2.367      -0.128      -0.137      -3.118      -2.122
3.06.04_110      -0.820       1.617      -0.100      -0.092      -2.572      -1.966
3.06.04_125      -0.365       0.506      -0.050      -0.027      -1.469      -1.405
3.06.04_150      -0.133       0.069      -0.019      -0.003      -0.619      -0.705
3.06.04_200      -0.038       0.001      -0.004      -0.000      -0.147      -0.188
3.06.08_080     -11.431      32.662      -0.844      -1.656     -17.485       1.246
3.06.08_085      -7.312      21.219      -0.449      -1.184     -13.851      -1.577
3.06.08_090      -4.660      13.697      -0.252      -0.797     -10.996      -3.007
3.06.08_095      -2.961       8.790      -0.148      -0.517      -8.752      -3.587
3.06.08_100      -1.878       5.611      -0.090      -0.327      -6.987      -3.672
3.06.08_105      -1.190       3.564      -0.057      -0.203      -5.598      -3.485
3.06.08_110      -0.756       2.253      -0.037      -0.125      -4.502      -3.167
3.06.08_125      -0.201       0.556      -0.011      -0.028      -2.406      -2.091
3.06.08_150      -0.033       0.050      -0.002      -0.002      -0.940      -0.928
3.06.08_200      -0.007       0.000      -0.000      -0.000      -0.208      -0.215
3.06.10_080     -13.302      31.521      -1.226      -1.179     -13.882       1.933
3.06.10_085      -8.093      19.612      -0.582      -1.028     -10.670      -0.761
3.06.10_090      -4.865      12.108      -0.298      -0.750      -8.212      -2.016
3.06.10_095      -2.880       7.426      -0.170      -0.501      -6.329      -2.454
3.06.10_100      -1.672       4.527      -0.108      -0.318      -4.887      -2.458
3.06.10_105      -0.942       2.745      -0.075      -0.195      -3.784      -2.251
3.06.10_110      -0.506       1.657      -0.055      -0.117      -2.940      -1.962
3.06.10_125      -0.016       0.356      -0.025      -0.023      -1.419      -1.127
3.06.10_150       0.064       0.026      -0.007      -0.001      -0.475      -0.394
3.06.10_200       0.025       0.000      -0.001       0.000      -0.083      -0.059
3.06.14_080     -10.909      27.453      -0.954      -1.537     -14.486      -0.433
3.06.14_085      -7.477      18.224      -0.633      -1.200     -11.682      -2.767
3.06.14_090      -5.209      12.056      -0.454      -0.876      -9.441      -3.924
3.06.14_095      -3.705       7.949      -0.344      -0.617      -7.644      -4.360
3.06.14_100      -2.704       5.227      -0.270      -0.425      -6.202      -4.374
3.06.14_105      -2.031       3.426      -0.217      -0.289      -5.041      -4.152
3.06.14_110      -1.574       2.240      -0.177      -0.195      -4.107      -3.813
3.06.14_125      -0.877       0.616      -0.100      -0.059      -2.260      -2.680
3.06.14_150      -0.487       0.068      -0.042      -0.009      -0.898      -1.368
3.06.14_200      -0.223       0.001      -0.009      -0.000      -0.192      -0.424
3.06.17_080      -3.838      12.475      -0.833      -0.909      -6.344       0.551
3.06.17_085      -2.537       8.220      -0.542      -0.621      -5.042      -0.521
3.06.17_090      -1.682       5.386      -0.366      -0.410      -4.017      -1.090
3.06.17_095      -1.124       3.510      -0.255      -0.265      -3.209      -1.342
3.06.17_100      -0.760       2.277      -0.182      -0.169      -2.570      -1.404
3.06.17_105      -0.522       1.471      -0.132      -0.107      -2.065      -1.356
3.06.17_110      -0.367       0.946      -0.098      -0.067      -1.666      -1.251
3.06.17_125      -0.154       0.247      -0.042      -0.016      -0.896      -0.862
3.06.17_150      -0.066       0.025      -0.013      -0.002      -0.352      -0.408
3.06.17_200      -0.026       0.000      -0.002      -0.000      -0.078      -0.105
3.07.02_080      -6.963      16.288      -3.052       1.841      -9.107      -0.993
3.07.02_085      -4.582      10.823      -1.889       1.054      -7.276      -1.870
3.07.02_090      -2.992       7.128      -1.175       0.612      -5.821      -2.248
3.07.02_095      -1.939       4.656      -0.733       0.359      -4.665      -2.321
3.07.02_100      -1.246       3.019      -0.458       0.213      -3.747      -2.220
3.07.02_105      -0.795       1.944      -0.287       0.127      -3.018      -2.028
3.07.02_110      -0.503       1.244      -0.179       0.076      -2.439      -1.801
3.07.02_125      -0.118       0.315      -0.044       0.017      -1.317      -1.147
3.07.02_150      -0.004       0.029      -0.005       0.001      -0.518      -0.496
3.07.02_200       0.002       0.000      -0.000       0.000      -0.115      -0.113
3.07.05_080      -5.328      14.860      -0.776      -0.266      -9.532      -1.042
3.07.05_085      -3.762      10.444      -0.536      -0.244      -7.893      -1.991
3.07.05_090      -2.661       7.322      -0.380      -0.201      -6.549      -2.469
3.07.05_095      -1.889       5.120      -0.275      -0.156      -5.445      -2.644
3.07.05_100      -1.347       3.572      -0.203      -0.117      -4.536      -2.631
3.07.05_105      -0.967       2.488      -0.153      -0.086      -3.788      -2.506
3.07.05_110      -0.701       1.730      -0.117      -0.062      -3.171      -2.322
3.07.05_125      -0.290       0.577      -0.057      -0.023      -1.892      -1.685
3.07.05_150      -0.099       0.091      -0.022      -0.004      -0.852      -0.885
3.07.05_200      -0.035       0.002      -0.005      -0.000      -0.219      -0.257
3.07.07_080      -9.253      24.438      -2.606       1.310     -14.107      -0.218
3.07.07_085      -6.019      16.275      -1.535       0.623     -11.221      -1.878
3.07.07_090      -3.910      10.810      -0.920       0.289      -8.951      -2.681
3.07.07_095      -2.538       7.162      -0.559       0.129      -7.161      -2.967
3.07.07_100      -1.647       4.734      -0.346       0.053      -5.747      -2.952
3.07.07_105      -1.069       3.121      -0.217       0.019      -4.627      -2.773
3.07.07_110      -0.694       2.051      -0.139       0.004      -3.737      -2.515
3.07.07_125      -0.194       0.572      -0.041      -0.003      -2.014      -1.679
3.07.07_150      -0.028       0.064      -0.009      -0.001      -0.785      -0.758
3.07.07_200      -0.003       0.001      -0.001      -0.000      -0.167      -0.170
3.07.11_080     -19.827      44.532      -4.531       4.261     -22.332       2.103
3.07.11_085     -12.489      28.631      -2.530       1.978     -17.598      -2.009
3.07.11_090      -7.833      18.315      -1.467       0.927     -13.911      -3.970
3.07.11_095      -4.887      11.662      -0.884       0.443     -11.029      -4.695
3.07.11_100      -3.027       7.394      -0.553       0.219      -8.769      -4.737
3.07.11_105      -1.858       4.670      -0.359       0.113      -6.995      -4.429
3.07.11_110      -1.127       2.941      -0.241       0.060      -5.599      -3.966
3.07.11_125      -0.218       0.723      -0.089       0.011      -2.943      -2.515
3.07.11_150       0.015       0.066      -0.026       0.002      -1.107      -1.050
3.07.11_200       0.009       0.000      -0.004       0.000      -0.224      -0.218
3.07.14_080     -13.495      25.469      -6.411       8.048     -11.632       1.979
3.07.14_085      -8.280      15.616      -3.596       4.360      -8.896      -0.796
3.07.14_090      -5.067       9.476      -2.063       2.426      -6.818      -2.046
3.07.14_095      -3.095       5.699      -1.205       1.382      -5.236      -2.456
3.07.14_100      -1.888       3.402      -0.715       0.801      -4.032      -2.432
3.07.14_105      -1.150       2.018      -0.430       0.470      -3.115      -2.207
3.07.14_110      -0.697       1.191      -0.263       0.277      -2.416      -1.908
3.07.14_125      -0.142       0.238      -0.067       0.058      -1.162      -1.076
3.07.14_150       0.019       0.015      -0.012       0.005      -0.390      -0.363
3.07.14_200       0.030       0.000      -0.002       0.000      -0.070      -0.042
3.07.16_080     -10.959      26.493      -2.476       1.753     -13.696       1.115
3.07.16_085      -6.964      17.249      -1.468       0.923     -10.805      -1.064
3.07.16_090      -4.374      11.169      -0.899       0.505      -8.540      -2.138
3.07.16_095      -2.703       7.196      -0.568       0.289      -6.764      -2.549
3.07.16_100      -1.631       4.615      -0.369       0.172      -5.368      -2.581
3.07.16_105      -0.948       2.947      -0.247       0.107      -4.271      -2.412
3.07.16_110      -0.516       1.876      -0.170       0.067      -3.408      -2.151
3.07.16_125       0.019       0.476      -0.064       0.017      -1.768      -1.320
3.07.16_150       0.127       0.046      -0.018       0.003      -0.648      -0.491
3.07.16_200       0.063       0.000      -0.003       0.000      -0.125      -0.064
3.08.01_080     -17.003      41.942      -5.398       2.188     -22.313      -0.583
3.08.01_085     -11.184      28.080      -3.155       0.813     -17.711      -3.157
3.08.01_090      -7.339      18.699      -1.868       0.221     -14.079      -4.366
3.08.01_095      -4.806      12.389      -1.118      -0.012     -11.212      -4.759
3.08.01_100      -3.144       8.168      -0.677      -0.086      -8.946      -4.685
3.08.01_105      -2.057       5.360      -0.414      -0.095      -7.154      -4.361
3.08.01_110      -1.348       3.501      -0.256      -0.081      -5.737      -3.922
3.08.01_125      -0.394       0.951      -0.066      -0.032      -3.018      -2.560
3.08.01_150      -0.073       0.100      -0.011      -0.004      -1.127      -1.116
3.08.01_200      -0.017       0.001      -0.002      -0.000      -0.224      -0.242
3.08.05_080     -11.490      29.561      -4.690       2.621     -16.744      -0.742
3.08.05_085      -7.595      20.023      -2.797       1.311     -13.389      -2.447
3.08.05_090      -5.010      13.521      -1.684       0.641     -10.728      -3.259
3.08.05_095      -3.298       9.103      -1.023       0.303      -8.614      -3.529
3.08.05_100      -2.167       6.110      -0.626       0.134      -6.933      -3.482
3.08.05_105      -1.422       4.088      -0.387       0.053      -5.593      -3.260
3.08.05_110      -0.931       2.727      -0.241       0.016      -4.525      -2.955
3.08.05_125      -0.262       0.791      -0.063      -0.007      -2.440      -1.981
3.08.05_150      -0.035       0.093      -0.010      -0.002      -0.944      -0.898
3.08.05_200      -0.003       0.001      -0.001      -0.000      -0.196      -0.200
3.08.07_080     -16.937      38.205      -5.055       3.404     -20.026      -0.409
3.08.07_085     -12.082      26.586      -3.266       1.727     -16.517      -3.552
3.08.07_090      -8.697      18.413      -2.166       0.846     -13.646      -5.249
3.08.07_095      -6.339      12.704      -1.473       0.389     -11.291      -6.009
3.08.07_100      -4.690       8.735      -1.025       0.158      -9.360      -6.182
3.08.07_105      -3.532       5.987      -0.730       0.045      -7.771      -6.001
3.08.07_110      -2.713       4.093      -0.530      -0.007      -6.465      -5.622
3.08.07_125      -1.389       1.289      -0.223      -0.032      -3.771      -4.127
3.08.07_150      -0.638       0.180      -0.068      -0.012      -1.622      -2.159
3.08.07_200      -0.229       0.003      -0.011      -0.001      -0.384      -0.621
3.08.12_080      -9.116      24.378      -2.775       0.424     -15.580      -2.669
3.08.12_085      -6.649      17.858      -1.918       0.130     -13.193      -3.773
3.08.12_090      -4.842      13.041      -1.339      -0.012     -11.185      -4.336
3.08.12_095      -3.520       9.495      -0.944      -0.071      -9.495      -4.535
3.08.12_100      -2.558       6.896      -0.671      -0.089      -8.071      -4.493
3.08.12_105      -1.858       4.997      -0.482      -0.087      -6.872      -4.302
3.08.12_110      -1.349       3.612      -0.350      -0.076      -5.860      -4.023
3.08.12_125      -0.518       1.348      -0.142      -0.039      -3.676      -3.026
3.08.12_150      -0.110       0.253      -0.039      -0.009      -1.771      -1.676
3.08.12_200      -0.008       0.008      -0.006      -0.000      -0.501      -0.507
3.08.15_080     -28.974      48.650     -29.653      38.660     -16.840      11.842
3.08.15_085     -18.071      30.416     -15.778      19.925     -12.891       3.601
3.08.15_090     -11.326      18.816      -8.602      10.497      -9.925      -0.540
3.08.15_095      -7.156      11.540      -4.791       5.649      -7.675      -2.433
3.08.15_100      -4.573       7.025      -2.719       3.097      -5.956      -3.125
3.08.15_105      -2.968       4.249      -1.568       1.724      -4.637      -3.202
3.08.15_110      -1.965       2.555      -0.918       0.970      -3.624      -2.983
3.08.15_125      -0.664       0.539      -0.203       0.180      -1.775      -1.923
3.08.15_150      -0.187       0.037      -0.026       0.011      -0.605      -0.769
3.08.15_200      -0.037       0.000      -0.002       0.000      -0.110      -0.149
3.08.17_080      -5.763      15.300      -1.023       0.206      -8.718       0.001
3.08.17_085      -3.876      10.265      -0.635       0.003      -7.034      -1.277
3.08.17_090      -2.611       6.830      -0.411      -0.066      -5.678      -1.936
3.08.17_095      -1.766       4.509      -0.277      -0.078      -4.588      -2.200
3.08.17_100      -1.205       2.954      -0.194      -0.069      -3.710      -2.224
3.08.17_105      -0.832       1.922      -0.141      -0.054      -3.005      -2.110
3.08.17_110      -0.584       1.242      -0.105      -0.040      -2.438      -1.926
3.08.17_125      -0.237       0.324      -0.050      -0.014      -1.324      -1.301
3.08.17_150      -0.097       0.032      -0.018      -0.002      -0.515      -0.601
3.08.17_200      -0.044       0.000      -0.004      -0.000      -0.107      -0.155
3.09.02_080      -6.068      17.038      -0.125      -0.792      -8.410       1.642
3.09.02_085      -3.664      10.087      -0.075      -0.474      -6.373      -0.498
3.09.02_090      -2.243       5.949      -0.054      -0.275      -4.851      -1.475
3.09.02_095      -1.401       3.497      -0.042      -0.157      -3.711      -1.815
3.09.02_100      -0.897       2.048      -0.034      -0.089      -2.854      -1.826
3.09.02_105      -0.592       1.196      -0.028      -0.050      -2.207      -1.682
3.09.02_110      -0.406       0.696      -0.022      -0.028      -1.718      -1.478
3.09.02_125      -0.164       0.135      -0.012      -0.005      -0.845      -0.892
3.09.02_150      -0.064       0.008      -0.005      -0.000      -0.299      -0.360
3.09.02_200      -0.019       0.000      -0.001      -0.000      -0.057      -0.078
3.09.04_080      -5.556      13.037       0.064      -0.652      -5.716       1.178
3.09.04_085      -3.659       8.192       0.051      -0.406      -4.424      -0.246
3.09.04_090      -2.447       5.142       0.032      -0.249      -3.436      -0.959
3.09.04_095      -1.669       3.225       0.016      -0.152      -2.680      -1.260
3.09.04_100      -1.167       2.022       0.005      -0.092      -2.101      -1.332
3.09.04_105      -0.840       1.268      -0.001      -0.056      -1.656      -1.285
3.09.04_110      -0.625       0.795      -0.005      -0.034      -1.312      -1.181
3.09.04_125      -0.317       0.197      -0.008      -0.008      -0.678      -0.814
3.09.04_150      -0.173       0.019      -0.005      -0.001      -0.253      -0.412
3.09.04_200      -0.095       0.000      -0.002      -0.000      -0.052      -0.148
3.09.08_080      -2.653       8.286      -0.428      -0.569      -3.292       1.343
3.09.08_085      -1.689       5.280      -0.301      -0.350      -2.571       0.369
3.09.08_090      -1.071       3.355      -0.216      -0.213      -2.014      -0.159
3.09.08_095      -0.675       2.127      -0.157      -0.129      -1.584      -0.418
3.09.08_100      -0.422       1.345      -0.116      -0.078      -1.250      -0.520
3.09.08_105      -0.260       0.849      -0.086      -0.047      -0.991      -0.535
3.09.08_110      -0.158       0.535      -0.064      -0.028      -0.789      -0.504
3.09.08_125      -0.026       0.133      -0.028      -0.006      -0.411      -0.339
3.09.08_150       0.011       0.013      -0.008      -0.001      -0.157      -0.142
3.09.08_200       0.008       0.000      -0.001      -0.000      -0.033      -0.026
3.09.10_080      -3.651       9.763      -0.328      -0.426      -3.859       1.499
3.09.10_085      -2.315       5.736      -0.204      -0.255      -2.845       0.117
3.09.10_090      -1.513       3.345      -0.136      -0.146      -2.110      -0.560
3.09.10_095      -1.026       1.938      -0.096      -0.081      -1.575      -0.840
3.09.10_100      -0.725       1.117      -0.070      -0.044      -1.183      -0.905
3.09.10_105      -0.534       0.640      -0.052      -0.024      -0.895      -0.865
3.09.10_110      -0.410       0.366      -0.039      -0.013      -0.682      -0.778
3.09.10_125      -0.223       0.067      -0.018      -0.002      -0.317      -0.493
3.09.10_150      -0.111       0.004      -0.006      -0.000      -0.104      -0.218
3.09.10_200      -0.039       0.000      -0.001      -0.000      -0.019      -0.059
3.10.01_080     -18.511      51.807      -1.877      -1.951     -23.119       6.349
3.10.01_085     -10.665      30.724      -0.946      -1.438     -17.575       0.100
3.10.01_090      -6.097      18.069      -0.516      -0.922     -13.417      -2.884
3.10.01_095      -3.456      10.546      -0.300      -0.552     -10.283      -4.044
3.10.01_100      -1.939       6.113      -0.181      -0.317      -7.913      -4.238
3.10.01_105      -1.075       3.521      -0.112      -0.178      -6.116      -3.961
3.10.01_110      -0.585       2.017      -0.070      -0.099      -4.752      -3.490
3.10.01_125      -0.076       0.368      -0.019      -0.016      -2.312      -2.054
3.10.01_150       0.010       0.020      -0.003      -0.001      -0.803      -0.776
3.10.01_200       0.002       0.000      -0.000      -0.000      -0.151      -0.150
3.10.05_080      -4.741      14.273      -0.368      -1.028      -5.605       2.530
3.10.05_085      -2.544       7.833      -0.156      -0.593      -4.003       0.538
3.10.05_090      -1.368       4.264      -0.073      -0.322      -2.872      -0.371
3.10.05_095      -0.742       2.305      -0.037      -0.169      -2.071      -0.714
3.10.05_100      -0.409       1.239      -0.020      -0.087      -1.503      -0.780
3.10.05_105      -0.233       0.662      -0.011      -0.044      -1.099      -0.725
3.10.05_110      -0.138       0.352      -0.007      -0.022      -0.811      -0.626
3.10.05_125      -0.043       0.052      -0.002      -0.003      -0.348      -0.344
3.10.05_150      -0.017       0.002      -0.000      -0.000      -0.105      -0.121
3.10.05_200      -0.006       0.000      -0.000      -0.000      -0.017      -0.023
3.10.09_080      -6.774      17.605      -0.514      -0.824      -8.404       1.089
3.10.09_085      -4.262      11.005      -0.284      -0.569      -6.500      -0.609
3.10.09_090      -2.677       6.822      -0.166      -0.369      -5.031      -1.422
3.10.09_095      -1.684       4.197      -0.102      -0.231      -3.900      -1.720
3.10.09_100      -1.064       2.564      -0.065      -0.141      -3.029      -1.735
3.10.09_105      -0.678       1.556      -0.043      -0.085      -2.358      -1.608
3.10.09_110      -0.439       0.940      -0.029      -0.051      -1.843      -1.422
3.10.09_125      -0.140       0.201      -0.011      -0.010      -0.902      -0.862
3.10.09_150      -0.046       0.014      -0.004      -0.001      -0.307      -0.343
3.10.09_200      -0.019       0.000      -0.001      -0.000      -0.056      -0.076
3.10.13_080      -7.759      20.321      -2.190      -1.767      -8.701      -0.095
3.10.13_085      -5.589      13.784      -1.587      -1.265      -7.053      -1.711
3.10.13_090      -4.084       9.309      -1.182      -0.879      -5.727      -2.563
3.10.13_095      -3.038       6.265      -0.900      -0.600      -4.658      -2.931
3.10.13_100      -2.309       4.205      -0.697      -0.405      -3.796      -3.001
3.10.13_105      -1.797       2.816      -0.547      -0.271      -3.101      -2.899
3.10.13_110      -1.434       1.883      -0.434      -0.182      -2.539      -2.705
3.10.13_125      -0.838       0.559      -0.229      -0.055      -1.420      -1.984
3.10.13_150      -0.473       0.073      -0.091      -0.009      -0.581      -1.082
3.10.13_200      -0.225       0.001      -0.020      -0.001      -0.131      -0.376
3.11.02_080     -13.293      31.561      -2.487       1.742     -14.063       3.459
3.11.02_085      -7.795      18.663      -1.211       0.614     -10.590      -0.319
3.11.02_090      -4.579      10.935      -0.620       0.205      -8.007      -2.066
3.11.02_095      -2.701       6.354      -0.332       0.062      -6.075      -2.691
3.11.02_100      -1.604       3.666      -0.184       0.014      -4.625      -2.733
3.11.02_105      -0.962       2.102      -0.106      -0.001      -3.536      -2.502
3.11.02_110      -0.585       1.200      -0.063      -0.005      -2.716      -2.169
3.11.02_125      -0.149       0.218      -0.016      -0.003      -1.276      -1.226
3.11.02_150      -0.026       0.012      -0.003      -0.000      -0.418      -0.435
3.11.02_200      -0.003       0.000      -0.000      -0.000      -0.072      -0.075
3.11.04_080      -9.928      24.371      -2.665       0.268     -12.275      -0.229
3.11.04_085      -6.666      16.372      -1.723       0.022      -9.832      -1.827
3.11.04_090      -4.454      10.924      -1.140      -0.061      -7.877      -2.607
3.11.04_095      -2.963       7.245      -0.771      -0.077      -6.314      -2.881
3.11.04_100      -1.964       4.778      -0.533      -0.069      -5.067      -2.855
3.11.04_105      -1.297       3.136      -0.377      -0.055      -4.073      -2.665
3.11.04_110      -0.853       2.048      -0.272      -0.040      -3.280      -2.398
3.11.04_125      -0.235       0.555      -0.114      -0.013      -1.743      -1.550
3.11.04_150      -0.019       0.058      -0.036      -0.001      -0.658      -0.655
3.11.04_200       0.005       0.001      -0.006      -0.000      -0.132      -0.133
3.11.06_080      -9.433      20.914      -1.158      -0.615     -10.408      -0.700
3.11.06_085      -6.752      13.999      -0.792      -0.529      -8.374      -2.449
3.11.06_090      -4.906       9.304      -0.564      -0.407      -6.740      -3.313
3.11.06_095      -3.632       6.146      -0.413      -0.296      -5.430      -3.625
3.11.06_100      -2.747       4.037      -0.310      -0.208      -4.380      -3.607
3.11.06_105      -2.127       2.639      -0.236      -0.143      -3.539      -3.406
3.11.06_110      -1.687       1.718      -0.183      -0.097      -2.866      -3.116
3.11.06_125      -0.965       0.463      -0.091      -0.030      -1.548      -2.171
3.11.06_150      -0.517       0.049      -0.034      -0.004      -0.601      -1.107
3.11.06_200      -0.226       0.001      -0.007      -0.000      -0.126      -0.359
3.11.08_080      -3.673       8.862      -0.404      -0.276      -4.066       0.443
3.11.08_085      -2.539       5.792      -0.258      -0.215      -3.198      -0.419
3.11.08_090      -1.780       3.758      -0.172      -0.153      -2.521      -0.867
3.11.08_095      -1.270       2.423      -0.118      -0.104      -1.992      -1.060
3.11.08_100      -0.925       1.553      -0.083      -0.069      -1.578      -1.100
3.11.08_105      -0.690       0.991      -0.059      -0.045      -1.254      -1.056
3.11.08_110      -0.527       0.630      -0.043      -0.029      -1.000      -0.969
3.11.08_125      -0.269       0.158      -0.018      -0.008      -0.521      -0.659
3.11.08_150      -0.123       0.015      -0.006      -0.001      -0.196      -0.311
3.11.08_200      -0.041       0.000      -0.001      -0.000      -0.041      -0.083
3.12.04_080     -14.618      31.255      -2.779      -0.595     -14.113      -0.850
