# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for SH250x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (reference)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
4.2.06_200      -0.102       0.000      -0.004      -0.000      -0.109      -0.215
4.2.07_080      -8.913      20.013      -0.803      -1.397      -6.692       2.209
4.2.07_085      -5.550      11.931      -0.479      -0.865      -5.055      -0.018
4.2.07_090      -3.531       7.073      -0.301      -0.515      -3.841      -1.115
4.2.07_095      -2.307       4.173      -0.197      -0.299      -2.934      -1.564
4.2.07_100      -1.553       2.452      -0.132      -0.172      -2.253      -1.658
4.2.07_105      -1.080       1.435      -0.091      -0.098      -1.740      -1.574
4.2.07_110      -0.777       0.838      -0.063      -0.056      -1.353      -1.412
4.2.07_125      -0.347       0.164      -0.024      -0.010      -0.664      -0.881
4.2.07_150      -0.134       0.010      -0.006      -0.001      -0.236      -0.366
4.2.07_200      -0.034       0.000      -0.001      -0.000      -0.048      -0.083
4.2.08_080     -26.401      52.357      -4.768      -6.336     -11.816       3.035
4.2.08_085     -17.505      33.529      -2.894      -4.168      -9.089      -0.128
4.2.08_090     -11.774      21.299      -1.816      -2.646      -7.037      -1.973
4.2.08_095      -8.063      13.444      -1.178      -1.641      -5.477      -2.915
4.2.08_100      -5.642       8.443      -0.788      -1.002      -4.283      -3.272
4.2.08_105      -4.044       5.278      -0.541      -0.607      -3.362      -3.275
4.2.08_110      -2.974       3.288      -0.379      -0.365      -2.650      -3.081
4.2.08_125      -1.378       0.780      -0.146      -0.080      -1.334      -2.159
4.2.08_150      -0.562       0.068      -0.039      -0.007      -0.477      -1.018
4.2.08_200      -0.172       0.000      -0.006      -0.000      -0.094      -0.271
4.2.09_080     -29.593      56.938      -5.033      -7.266     -12.535       2.511
4.2.09_085     -20.078      37.181      -3.065      -4.956      -9.710      -0.627
4.2.09_090     -13.859      24.117      -1.949      -3.263      -7.567      -2.522
4.2.09_095      -9.772      15.561      -1.297      -2.101      -5.927      -3.536
4.2.09_100      -7.064      10.000      -0.902      -1.333      -4.660      -3.959
4.2.09_105      -5.249       6.405      -0.651      -0.839      -3.676      -4.010
4.2.09_110      -4.015       4.090      -0.485      -0.526      -2.908      -3.844
4.2.09_125      -2.118       1.050      -0.230      -0.130      -1.471      -2.899
4.2.09_150      -1.069       0.105      -0.086      -0.015      -0.522      -1.586
4.2.09_200      -0.450       0.001      -0.019      -0.001      -0.097      -0.565
4.2.10_080     -17.116      33.038      -2.218      -3.641      -8.785       1.279
4.2.10_085     -11.272      20.531      -1.457      -2.436      -6.752      -1.386
4.2.10_090      -7.610      12.666      -1.021      -1.566      -5.229      -2.759
4.2.10_095      -5.288       7.783      -0.749      -0.982      -4.073      -3.310
4.2.10_100      -3.791       4.770      -0.567      -0.607      -3.188      -3.383
4.2.10_105      -2.809       2.919      -0.438      -0.372      -2.507      -3.207
4.2.10_110      -2.148       1.786      -0.342      -0.227      -1.983      -2.913
4.2.10_125      -1.131       0.408      -0.170      -0.052      -1.014      -1.959
4.2.10_150      -0.545       0.035      -0.061      -0.005      -0.376      -0.953
4.2.10_200      -0.209       0.000      -0.012      -0.000      -0.079      -0.301
4.2.11_080     -29.136      56.977      -3.956      -7.537     -14.379       1.969
4.2.11_085     -19.280      35.929      -2.535      -5.063     -11.079      -2.028
4.2.11_090     -12.997      22.546      -1.718      -3.294      -8.603      -4.067
4.2.11_095      -8.965      14.099      -1.222      -2.100      -6.720      -4.909
4.2.11_100      -6.352       8.794      -0.902      -1.323      -5.276      -5.058
4.2.11_105      -4.637       5.474      -0.684      -0.827      -4.161      -4.835
4.2.11_110      -3.492       3.402      -0.530      -0.516      -3.297      -4.433
4.2.11_125      -1.784       0.811      -0.265      -0.126      -1.693      -3.058
4.2.11_150      -0.875       0.074      -0.098      -0.014      -0.629      -1.542
4.2.11_200      -0.362       0.001      -0.020      -0.001      -0.131      -0.512
4.2.12_080     -17.748      35.538      -1.906      -3.536     -10.663       1.685
4.2.12_085     -11.280      22.020      -1.187      -2.389      -8.287      -1.124
4.2.12_090      -7.255      13.546      -0.789      -1.528      -6.480      -2.505
4.2.12_095      -4.740       8.283      -0.551      -0.945      -5.089      -3.043
4.2.12_100      -3.160       5.039      -0.400      -0.573      -4.013      -3.107
4.2.12_105      -2.158       3.051      -0.297      -0.343      -3.178      -2.925
4.2.12_110      -1.515       1.840      -0.225      -0.204      -2.527      -2.631
4.2.12_125      -0.628       0.395      -0.107      -0.043      -1.310      -1.693
4.2.12_150      -0.239       0.029      -0.038      -0.004      -0.493      -0.745
4.2.12_200      -0.076       0.000      -0.008      -0.000      -0.104      -0.188
4.2.13_080     -28.965      52.888      -3.984      -6.028     -14.776      -0.865
4.2.13_085     -20.159      34.667      -2.677      -4.274     -11.760      -4.203
4.2.13_090     -14.397      22.655      -1.913      -2.921      -9.413      -5.989
4.2.13_095     -10.589      14.779      -1.437      -1.957      -7.565      -6.770
4.2.13_100      -8.038       9.629      -1.119      -1.300      -6.099      -6.927
4.2.13_105      -6.299       6.267      -0.893      -0.861      -4.930      -6.717
4.2.13_110      -5.089       4.075      -0.725      -0.572      -3.997      -6.308
4.2.13_125      -3.113       1.113      -0.409      -0.175      -2.170      -4.755
4.2.13_150      -1.819       0.125      -0.174      -0.031      -0.852      -2.751
4.2.13_200      -0.854       0.001      -0.041      -0.002      -0.184      -1.080
4.2.14_080     -77.475     142.903     -19.099     -24.343     -25.150      -3.164
4.2.14_085     -54.887      99.917     -12.245     -19.862     -19.869      -6.946
4.2.14_090     -39.156      69.215      -8.017     -15.163     -15.805      -8.926
4.2.14_095     -28.209      47.599      -5.393     -11.107     -12.650      -9.760
4.2.14_100     -20.576      32.547      -3.737      -7.917     -10.181      -9.864
4.2.14_105     -15.235      22.157      -2.667      -5.539      -8.233      -9.516
4.2.14_110     -11.473      15.033      -1.956      -3.827      -6.684      -8.906
4.2.14_125      -5.490       4.633      -0.876      -1.215      -3.645      -6.594
4.2.14_150      -2.298       0.636      -0.295      -0.179      -1.416      -3.552
4.2.14_200      -0.818       0.012      -0.054      -0.006      -0.290      -1.158
4.2.15_080     -23.660      45.468      -2.824      -4.671     -13.747       0.566
4.2.15_085     -15.905      29.318      -1.871      -3.195     -10.927      -2.580
4.2.15_090     -10.905      18.839      -1.324      -2.106      -8.734      -4.230
4.2.15_095      -7.656      12.078      -0.986      -1.359      -7.011      -4.932
4.2.15_100      -5.523       7.731      -0.760      -0.867      -5.647      -5.066
4.2.15_105      -4.104       4.942      -0.601      -0.551      -4.563      -4.877
4.2.15_110      -3.143       3.155      -0.482      -0.350      -3.699      -4.520
4.2.15_125      -1.668       0.815      -0.263      -0.093      -2.017      -3.226
4.2.15_150      -0.825       0.084      -0.106      -0.013      -0.802      -1.663
4.2.15_200      -0.287       0.001      -0.023      -0.001      -0.180      -0.490
5.1.01_080     -16.431      24.785      -2.746       1.190      -7.226      -0.427
5.1.01_085     -10.894      15.054      -1.760       0.442      -5.350      -2.509
5.1.01_090      -7.470       9.052      -1.208       0.157      -4.003      -3.472
5.1.01_095      -5.323       5.397      -0.873       0.051      -3.020      -3.768
5.1.01_100      -3.949       3.195      -0.654       0.012      -2.296      -3.691
5.1.01_105      -3.046       1.880      -0.502      -0.002      -1.756      -3.427
5.1.01_110      -2.435       1.100      -0.393      -0.007      -1.351      -3.085
5.1.01_125      -1.455       0.215      -0.202      -0.006      -0.640      -2.088
5.1.01_150      -0.808       0.013      -0.079      -0.002      -0.215      -1.091
5.1.01_200      -0.350       0.000      -0.018      -0.000      -0.041      -0.409
5.1.02_080     -24.377      43.403      -3.778      -1.266     -12.952       1.030
5.1.02_085     -16.167      26.325      -2.439      -1.064      -9.706      -3.050
5.1.02_090     -11.077      15.833      -1.655      -0.753      -7.318      -4.970
5.1.02_095      -7.883       9.456      -1.167      -0.492      -5.548      -5.634
5.1.02_100      -5.841       5.613      -0.847      -0.310      -4.225      -5.611
5.1.02_105      -4.504       3.314      -0.628      -0.191      -3.234      -5.243
5.1.02_110      -3.600       1.948      -0.473      -0.118      -2.488      -4.731
5.1.02_125      -2.157       0.386      -0.218      -0.029      -1.176      -3.193
5.1.02_150      -1.196       0.025      -0.072      -0.004      -0.389      -1.637
5.1.02_200      -0.501       0.000      -0.013       0.000      -0.070      -0.584
5.1.03_080     -13.144      21.013      -2.122       0.844      -6.524       0.068
5.1.03_085      -8.465      12.596      -1.378       0.307      -4.824      -1.763
5.1.03_090      -5.618       7.479      -0.958       0.109      -3.603      -2.591
5.1.03_095      -3.863       4.405      -0.700       0.037      -2.714      -2.835
5.1.03_100      -2.762       2.577      -0.529       0.011      -2.058      -2.762
5.1.03_105      -2.054       1.498      -0.409       0.001      -1.571      -2.534
5.1.03_110      -1.585       0.867      -0.321      -0.002      -1.206      -2.248
5.1.03_125      -0.867       0.163      -0.167      -0.002      -0.569      -1.442
5.1.03_150      -0.433       0.009      -0.065      -0.001      -0.191      -0.681
5.1.03_200      -0.160       0.000      -0.015       0.000      -0.037      -0.211
5.1.04_080     -29.704      44.992      -5.870       0.274     -12.448      -2.757
5.1.04_085     -20.395      29.196      -3.729      -0.445      -9.562      -4.935
5.1.04_090     -14.385      18.807      -2.516      -0.557      -7.411      -6.061
5.1.04_095     -10.471      12.051      -1.792      -0.478      -5.787      -6.477
5.1.04_100      -7.890       7.690      -1.333      -0.364      -4.545      -6.443
5.1.04_105      -6.159       4.891      -1.026      -0.264      -3.587      -6.145
5.1.04_110      -4.971       3.101      -0.809      -0.188      -2.843      -5.710
5.1.04_125      -3.071       0.778      -0.435      -0.069      -1.451      -4.248
5.1.04_150      -1.847       0.074      -0.182      -0.016      -0.521      -2.492
5.1.04_200      -0.915       0.001      -0.045      -0.002      -0.102      -1.062
5.1.05_080     -20.582      31.884      -3.378       0.245     -10.058      -1.889
5.1.05_085     -14.335      20.398      -2.237      -0.205      -7.701      -4.080
5.1.05_090     -10.352      12.991      -1.584      -0.296      -5.939      -5.179
5.1.05_095      -7.771       8.242      -1.180      -0.267      -4.605      -5.581
5.1.05_100      -6.064       5.210      -0.911      -0.211      -3.587      -5.563
5.1.05_105      -4.904       3.282      -0.721      -0.157      -2.805      -5.306
5.1.05_110      -4.091       2.060      -0.580      -0.115      -2.202      -4.928
5.1.05_125      -2.713       0.499      -0.320      -0.044      -1.094      -3.671
5.1.05_150      -1.703       0.044      -0.133      -0.010      -0.379      -2.182
5.1.05_200      -0.853       0.000      -0.031      -0.001      -0.071      -0.956
5.1.06_080     -52.757      76.468     -14.954       2.360     -16.720      -5.604
5.1.06_085     -36.858      51.637      -9.371      -0.323     -12.740      -7.655
5.1.06_090     -26.180      34.467      -6.067      -1.094      -9.793      -8.668
5.1.06_095     -18.975      22.790      -4.071      -1.119      -7.585      -8.959
5.1.06_100     -14.074      14.953      -2.828      -0.911      -5.913      -8.772
5.1.06_105     -10.705       9.749      -2.026      -0.674      -4.635      -8.291
5.1.06_110      -8.355       6.321      -1.490      -0.475      -3.652      -7.651
5.1.06_125      -4.586       1.678      -0.665      -0.151      -1.828      -5.552
5.1.06_150      -2.343       0.173      -0.222      -0.025      -0.626      -3.044
5.1.06_200      -0.976       0.002      -0.043      -0.002      -0.110      -1.128
5.1.07_080     -15.050      25.666      -2.218       0.001      -8.728      -0.329
5.1.07_085     -10.016      16.050      -1.499      -0.205      -6.655      -2.325
5.1.07_090      -6.888       9.981      -1.087      -0.212      -5.114      -3.320
5.1.07_095      -4.922       6.179      -0.828      -0.168      -3.953      -3.692
5.1.07_100      -3.666       3.809      -0.651      -0.121      -3.071      -3.700
5.1.07_105      -2.845       2.340      -0.521      -0.084      -2.396      -3.508
5.1.07_110      -2.293       1.432      -0.423      -0.058      -1.878      -3.221
5.1.07_125      -1.424       0.322      -0.236      -0.020      -0.932      -2.289
5.1.07_150      -0.838       0.025      -0.098      -0.004      -0.327      -1.241
5.1.07_200      -0.361       0.000      -0.023      -0.000      -0.063      -0.447
5.1.08_080     -27.345      38.755      -4.106       3.342     -10.640       0.006
5.1.08_085     -18.038      24.558      -2.413       1.479      -8.078      -2.493
5.1.08_090     -12.112      15.426      -1.511       0.674      -6.191      -3.714
5.1.08_095      -8.309       9.624      -1.003       0.323      -4.782      -4.146
5.1.08_100      -5.842       5.973      -0.699       0.165      -3.716      -4.119
5.1.08_105      -4.220       3.691      -0.504       0.089      -2.903      -3.847
5.1.08_110      -3.134       2.272      -0.372       0.050      -2.279      -3.463
5.1.08_125      -1.503       0.521      -0.162       0.009      -1.136      -2.271
5.1.08_150      -0.638       0.043      -0.048      -0.000      -0.402      -1.046
5.1.08_200      -0.200       0.000      -0.007      -0.000      -0.080      -0.287
5.1.09_080     -41.588      65.862      -6.629       0.187     -16.082       1.750
5.1.09_085     -27.544      41.890      -4.017      -0.639     -12.228      -2.537
5.1.09_090     -18.527      26.493      -2.562      -0.709      -9.383      -4.688
5.1.09_095     -12.693      16.687      -1.714      -0.562      -7.258      -5.540
5.1.09_100      -8.882      10.481      -1.194      -0.393      -5.651      -5.639
5.1.09_105      -6.360       6.568      -0.857      -0.258      -4.424      -5.331
5.1.09_110      -4.667       4.108      -0.629      -0.165      -3.480      -4.833
5.1.09_125      -2.128       0.996      -0.270      -0.041      -1.746      -3.189
5.1.09_150      -0.831       0.092      -0.079      -0.005      -0.620      -1.443
5.1.09_200      -0.232       0.001      -0.011      -0.000      -0.122      -0.364
5.1.10_080     -23.324      34.858      -3.031       2.181     -10.229       0.454
5.1.10_085     -15.173      21.832      -1.782       0.890      -7.787      -2.020
5.1.10_090     -10.035      13.560      -1.120       0.371      -5.976      -3.200
5.1.10_095      -6.773       8.368      -0.745       0.163      -4.616      -3.603
5.1.10_100      -4.680       5.137      -0.518       0.077      -3.585      -3.568
5.1.10_105      -3.318       3.139      -0.370       0.040      -2.796      -3.305
5.1.10_110      -2.418       1.911      -0.270       0.022      -2.191      -2.946
5.1.10_125      -1.094       0.423      -0.112       0.004      -1.085      -1.865
5.1.10_150      -0.426       0.033      -0.031      -0.000      -0.382      -0.806
5.1.10_200      -0.115       0.000      -0.004       0.000      -0.075      -0.194
5.1.11_080     -56.741      79.008     -11.329       5.306     -18.984      -2.740
5.1.11_085     -39.026      53.656      -6.844       1.617     -14.946      -5.543
5.1.11_090     -27.155      36.145      -4.299       0.166     -11.862      -7.004
5.1.11_095     -19.171      24.207      -2.827      -0.311      -9.478      -7.580
5.1.11_100     -13.771      16.146      -1.947      -0.400      -7.615      -7.586
5.1.11_105     -10.090      10.739      -1.396      -0.355      -6.145      -7.246
5.1.11_110      -7.555       7.127      -1.035      -0.278      -4.976      -6.717
5.1.11_125      -3.638       2.063      -0.480      -0.109      -2.693      -4.857
5.1.11_150      -1.580       0.255      -0.167      -0.023      -1.039      -2.555
5.1.11_200      -0.564       0.004      -0.032      -0.002      -0.215      -0.809
5.1.12_080     -35.150      51.312      -5.588       2.843     -14.476      -1.059
5.1.12_085     -23.825      33.830      -3.404       0.966     -11.328      -3.760
5.1.12_090     -16.447      22.191      -2.202       0.222      -8.922      -5.159
5.1.12_095     -11.606      14.508      -1.511      -0.043      -7.064      -5.715
5.1.12_100      -8.395       9.462      -1.089      -0.116      -5.615      -5.752
5.1.12_105      -6.236       6.159      -0.814      -0.119      -4.478      -5.489
5.1.12_110      -4.762       4.003      -0.626      -0.101      -3.583      -5.069
5.1.12_125      -2.475       1.089      -0.312      -0.047      -1.873      -3.617
5.1.12_150      -1.188       0.120      -0.114      -0.012      -0.692      -1.886
5.1.12_200      -0.447       0.001      -0.023      -0.001      -0.137      -0.608
5.1.13_080    -122.130     164.274     -37.834      18.835     -30.870      -7.726
5.1.13_085     -87.164     117.357     -24.326       6.082     -24.292     -12.343
5.1.13_090     -62.572      83.008     -15.790       0.324     -19.226     -14.256
5.1.13_095     -45.269      58.236     -10.429      -1.872     -15.302     -14.637
5.1.13_100     -33.069      40.590      -7.049      -2.390     -12.243     -14.161
5.1.13_105     -24.429      28.141      -4.890      -2.206      -9.843     -13.228
5.1.13_110     -18.277      19.427      -3.482      -1.796      -7.950     -12.076
5.1.13_125      -8.341       6.279      -1.432      -0.719      -4.283      -8.496
5.1.13_150      -3.027       0.922      -0.424      -0.120      -1.619      -4.268
5.1.13_200      -0.816       0.019      -0.061      -0.005      -0.305      -1.168
5.1.14_080     -32.265      48.635      -4.638       1.859     -13.666      -0.075
5.1.14_085     -21.518      31.861      -2.750       0.497     -10.663      -2.573
5.1.14_090     -14.560      20.752      -1.735       0.018      -8.383      -3.908
5.1.14_095     -10.032      13.464      -1.163      -0.116      -6.631      -4.478
5.1.14_100      -7.064       8.712      -0.821      -0.129      -5.269      -4.571
5.1.14_105      -5.098       5.624      -0.602      -0.107      -4.203      -4.386
5.1.14_110      -3.779       3.623      -0.454      -0.080      -3.365      -4.055
5.1.14_125      -1.813       0.957      -0.213      -0.030      -1.764      -2.863
5.1.14_150      -0.807       0.100      -0.071      -0.006      -0.657      -1.441
5.1.14_200      -0.284       0.001      -0.012      -0.000      -0.133      -0.429
5.1.15_080     -24.791      40.287      -3.070       0.929     -12.869       0.486
5.1.15_085     -16.221      25.888      -1.851       0.114     -10.028      -2.097
5.1.15_090     -10.776      16.544      -1.198      -0.125      -7.865      -3.420
5.1.15_095      -7.298      10.532      -0.825      -0.160      -6.200      -3.952
5.1.15_100      -5.059       6.683      -0.595      -0.135      -4.908      -4.014
5.1.15_105      -3.603       4.229      -0.442      -0.100      -3.899      -3.816
5.1.15_110      -2.643       2.669      -0.336      -0.070      -3.109      -3.489
5.1.15_125      -1.252       0.662      -0.157      -0.023      -1.613      -2.384
5.1.15_150      -0.561       0.062      -0.051      -0.004      -0.597      -1.152
5.1.15_200      -0.196       0.000      -0.008      -0.000      -0.122      -0.326
5.1.16_080     -69.884      99.725     -12.829       4.904     -23.583      -1.667
5.1.16_085     -47.776      67.860      -7.613       0.620     -18.513      -5.422
5.1.16_090     -32.868      45.764      -4.681      -0.867     -14.621      -7.274
5.1.16_095     -22.803      30.650      -3.012      -1.168     -11.608      -7.942
5.1.16_100     -15.984      20.420      -2.033      -1.036      -9.259      -7.892
5.1.16_105     -11.344      13.549      -1.433      -0.795      -7.412      -7.435
5.1.16_110      -8.166       8.962      -1.046      -0.567      -5.954      -6.771
5.1.16_125      -3.362       2.560      -0.463      -0.171      -3.147      -4.584
5.1.16_150      -1.082       0.309      -0.144      -0.021      -1.172      -2.111
5.1.16_200      -0.255       0.004      -0.021      -0.001      -0.227      -0.499
5.1.17_080     -35.800      50.198      -4.687       4.561     -14.286      -0.014
5.1.17_085     -23.584      32.419      -2.648       1.943     -11.046      -2.916
5.1.17_090     -15.703      20.763      -1.594       0.832      -8.594      -4.296
5.1.17_095     -10.597      13.212      -1.027       0.371      -6.721      -4.762
5.1.17_100      -7.269       8.366      -0.703       0.180      -5.278      -4.703
5.1.17_105      -5.081       5.278      -0.503       0.098      -4.160      -4.368
5.1.17_110      -3.626       3.320      -0.371       0.060      -3.291      -3.910
5.1.17_125      -1.511       0.815      -0.164       0.018      -1.670      -2.511
5.1.17_150      -0.525       0.076      -0.047       0.002      -0.597      -1.091
5.1.17_200      -0.133       0.001      -0.006      -0.000      -0.114      -0.252
5.1.18_080     -79.401     111.868     -15.888       7.816     -27.165      -2.770
5.1.18_085     -54.968      77.314      -9.583       1.794     -21.692      -7.135
5.1.18_090     -38.306      52.944      -5.958      -0.556     -17.406      -9.282
5.1.18_095     -26.939      36.004      -3.858      -1.241     -14.029     -10.062
5.1.18_100     -19.164      24.356      -2.613      -1.248     -11.349     -10.018
5.1.18_105     -13.824      16.412      -1.848      -1.032      -9.209      -9.501
5.1.18_110     -10.135      11.025      -1.357      -0.782      -7.492      -8.741
5.1.18_125      -4.484       3.304      -0.623      -0.279      -4.095      -6.176
5.1.18_150      -1.718       0.435      -0.216      -0.048      -1.591      -3.138
5.1.18_200      -0.586       0.008      -0.040      -0.003      -0.323      -0.945
5.1.19_080     -51.326      76.015      -8.230       4.171     -21.758      -1.128
5.1.19_085     -34.762      50.829      -4.920       1.083     -17.197      -4.966
5.1.19_090     -23.804      33.734      -3.100      -0.060     -13.651      -6.881
5.1.19_095     -16.535      22.268      -2.069      -0.389     -10.875      -7.601
5.1.19_100     -11.690      14.642      -1.456      -0.411      -8.690      -7.605
5.1.19_105      -8.439       9.602      -1.070      -0.338      -6.962      -7.207
5.1.19_110      -6.235       6.283      -0.813      -0.254      -5.591      -6.609
5.1.19_125      -2.930       1.748      -0.398      -0.091      -2.946      -4.617
5.1.19_150      -1.282       0.205      -0.145      -0.018      -1.089      -2.329
5.1.19_200      -0.484       0.003      -0.029      -0.001      -0.212      -0.723
5.1.20_080    -157.303     199.138     -47.726      31.963     -37.435     -11.363
5.1.20_085    -114.283     145.576     -31.105      11.621     -30.182     -18.373
5.1.20_090     -83.352     105.321     -20.369       1.593     -24.424     -21.230
5.1.20_095     -61.134      75.545     -13.511      -2.748     -19.835     -21.683
5.1.20_100     -45.161      53.810      -9.141      -4.146     -16.161     -20.800
5.1.20_105     -33.651      38.116      -6.338      -4.152     -13.207     -19.231
5.1.20_110     -25.324      26.882      -4.512      -3.595     -10.821     -17.370
5.1.20_125     -11.571       9.258      -1.879      -1.659      -6.027     -11.877
5.1.20_150      -4.049       1.520      -0.583      -0.320      -2.365      -5.798
5.1.20_200      -1.024       0.040      -0.087      -0.012      -0.457      -1.540
5.1.21_080     -48.419      73.428      -6.995       2.882     -20.761       0.135
5.1.21_085     -32.382      48.913      -4.070       0.466     -16.383      -3.456
5.1.21_090     -21.818      32.339      -2.499      -0.329     -12.993      -5.301
5.1.21_095     -14.849      21.259      -1.630      -0.485     -10.344      -6.048
5.1.21_100     -10.238      13.919      -1.125      -0.425      -8.263      -6.132
5.1.21_105      -7.175       9.086      -0.812      -0.318      -6.620      -5.839
5.1.21_110      -5.126       5.918      -0.607      -0.222      -5.318      -5.354
5.1.21_125      -2.151       1.619      -0.282      -0.065      -2.810      -3.690
5.1.21_150      -0.814       0.183      -0.093      -0.010      -1.050      -1.784
5.1.21_200      -0.278       0.002      -0.015      -0.001      -0.207      -0.498
5.1.22_080     -39.298      62.999      -4.889       1.948     -19.765       0.995
5.1.22_085     -25.881      41.091      -2.839       0.315     -15.491      -2.806
5.1.22_090     -17.193      26.623      -1.761      -0.200     -12.202      -4.733
5.1.22_095     -11.558      17.169      -1.169      -0.294      -9.651      -5.502
5.1.22_100      -7.890      11.036      -0.822      -0.252      -7.661      -5.590
5.1.22_105      -5.490       7.076      -0.604      -0.185      -6.102      -5.305
5.1.22_110      -3.908       4.528      -0.457      -0.127      -4.876      -4.839
5.1.22_125      -1.658       1.178      -0.216      -0.037      -2.546      -3.279
5.1.22_150      -0.663       0.123      -0.072      -0.006      -0.944      -1.562
5.1.22_200      -0.238       0.001      -0.012      -0.000      -0.187      -0.436
5.2.01_080     -21.553      33.507      -3.245       0.693      -9.610      -0.209
5.2.01_085     -14.379      21.040      -2.053       0.101      -7.388      -2.679
5.2.01_090      -9.830      13.150      -1.378      -0.070      -5.720      -3.848
5.2.01_095      -6.908       8.191      -0.972      -0.095      -4.455      -4.240
5.2.01_100      -5.003       5.089      -0.711      -0.079      -3.487      -4.192
5.2.01_105      -3.736       3.155      -0.534      -0.057      -2.742      -3.914
5.2.01_110      -2.874       1.952      -0.408      -0.039      -2.166      -3.535
5.2.01_125      -1.525       0.459      -0.196      -0.012      -1.101      -2.375
5.2.01_150      -0.735       0.040      -0.068      -0.002      -0.400      -1.166
5.2.01_200      -0.276       0.000      -0.013      -0.000      -0.080      -0.369
5.2.02_080     -18.388      29.573      -2.481       0.416      -9.083       0.037
5.2.02_085     -12.136      18.552      -1.589       0.003      -7.003      -2.172
5.2.02_090      -8.189      11.602      -1.081      -0.100      -5.431      -3.199
5.2.02_095      -5.665       7.240      -0.770      -0.102      -4.233      -3.529
5.2.02_100      -4.025       4.510      -0.566      -0.079      -3.313      -3.473
5.2.02_105      -2.940       2.805      -0.425      -0.055      -2.604      -3.219
5.2.02_110      -2.207       1.743      -0.324      -0.037      -2.056      -2.881
5.2.02_125      -1.081       0.414      -0.153      -0.010      -1.041      -1.871
5.2.02_150      -0.459       0.037      -0.051      -0.001      -0.375      -0.850
5.2.02_200      -0.141       0.000      -0.009      -0.000      -0.074      -0.224
5.2.03_080     -37.290      58.042      -6.767      -0.556     -15.114      -1.685
5.2.03_085     -25.809      38.410      -4.335      -1.084     -11.983      -4.801
5.2.03_090     -18.244      25.315      -2.925      -1.037      -9.559      -6.449
5.2.03_095     -13.214      16.647      -2.072      -0.831      -7.663      -7.133
5.2.03_100      -9.831      10.932      -1.530      -0.618      -6.168      -7.214
5.2.03_105      -7.521       7.172      -1.166      -0.443      -4.982      -6.940
5.2.03_110      -5.917       4.701      -0.911      -0.314      -4.036      -6.477
5.2.03_125      -3.346       1.317      -0.477      -0.111      -2.189      -4.806
5.2.03_150      -1.795       0.155      -0.192      -0.023      -0.854      -2.710
5.2.03_200      -0.789       0.002      -0.044      -0.002      -0.181      -1.014
5.2.04_080     -27.161      42.488      -4.175      -0.076     -12.662      -1.587
5.2.04_085     -18.912      27.774      -2.765      -0.498      -9.989      -4.390
5.2.04_090     -13.545      18.117      -1.942      -0.533      -7.918      -5.820
5.2.04_095     -10.003      11.800      -1.432      -0.447      -6.300      -6.381
5.2.04_100      -7.625       7.674      -1.094      -0.342      -5.028      -6.414
5.2.04_105      -5.996       4.983      -0.858      -0.251      -4.024      -6.146
5.2.04_110      -4.855       3.230      -0.684      -0.181      -3.230      -5.720
5.2.04_125      -2.972       0.868      -0.371      -0.067      -1.704      -4.245
5.2.04_150      -1.718       0.093      -0.151      -0.014      -0.640      -2.430
5.2.04_200      -0.794       0.001      -0.034      -0.001      -0.129      -0.958
5.2.05_080     -70.409     106.022     -17.921      -1.122     -20.878      -4.308
5.2.05_085     -49.881      72.736     -11.574      -3.031     -16.462      -8.212
5.2.05_090     -35.826      49.481      -7.672      -3.130     -13.047     -10.195
5.2.05_095     -26.158      33.440      -5.239      -2.607     -10.387     -10.950
5.2.05_100     -19.458      22.485      -3.684      -1.974      -8.301     -10.932
5.2.05_105     -14.770      15.061      -2.662      -1.420      -6.657     -10.448
5.2.05_110     -11.452      10.057      -1.970      -0.991      -5.354      -9.710
5.2.05_125      -6.042       2.954      -0.886      -0.313      -2.834      -7.121
5.2.05_150      -2.861       0.373      -0.290      -0.048      -1.051      -3.877
5.2.05_200      -1.092       0.006      -0.050      -0.003      -0.201      -1.340
5.2.06_080     -20.302      34.625      -2.627      -0.370     -11.376      -0.050
5.2.06_085     -13.636      22.283      -1.750      -0.494      -8.958      -2.554
5.2.06_090      -9.373      14.308      -1.242      -0.427      -7.088      -3.821
5.2.06_095      -6.616       9.173      -0.924      -0.322      -5.629      -4.318
5.2.06_100      -4.810       5.873      -0.710      -0.229      -4.486      -4.362
5.2.06_105      -3.607       3.754      -0.557      -0.158      -3.586      -4.154
5.2.06_110      -2.789       2.396      -0.443      -0.108      -2.877      -3.821
5.2.06_125      -1.518       0.616      -0.235      -0.034      -1.518      -2.689
5.2.06_150      -0.769       0.062      -0.091      -0.006      -0.574      -1.378
5.2.06_200      -0.283       0.001      -0.019      -0.000      -0.119      -0.420
5.2.07_080     -13.565      24.075      -1.916       0.510      -7.625       1.479
5.2.07_085      -8.598      14.446      -1.133       0.135      -5.760      -0.910
5.2.07_090      -5.588       8.606      -0.706       0.019      -4.383      -2.053
5.2.07_095      -3.744       5.095      -0.460      -0.011      -3.355      -2.476
5.2.07_100      -2.596       3.000      -0.312      -0.015      -2.583      -2.506
5.2.07_105      -1.868       1.758      -0.217      -0.013      -2.000      -2.340
