# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"BLYP/def2-QZVP"	"B3LYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
06.001_aceticacid--cyanide_0.85	-20.318	-20.963	~~~	-20.998	~~~	-2.973	-4.558	~~~	-5.249	~~~	-5.754	~~~	-0.054	-2.919	-1.203	-3.356	~~~	~~~	-1.782	-3.467	~~~	~~~	-2.205	-3.549	~~~	~~~	-1.859	-1.263	1.963	-3.226	~~~	~~~	~~~	~~~	-24.882	-26.333	-27.350	-26.949	-28.377	-28.929	-26.851
06.001_aceticacid--cyanide_0.90	-23.543	-24.126	~~~	-24.149	~~~	-2.954	-4.302	~~~	-4.906	~~~	-5.346	~~~	-0.234	-2.720	-1.203	-3.099	~~~	~~~	-1.709	-3.197	~~~	~~~	-2.077	-3.269	~~~	~~~	-1.976	-1.362	1.626	-2.988	~~~	~~~	~~~	~~~	-28.000	-29.235	-30.054	-29.852	-31.216	-31.571	-29.921
06.001_aceticacid--cyanide_0.95	-25.330	-25.865	~~~	-25.880	~~~	-2.878	-4.027	~~~	-4.555	~~~	-4.940	~~~	-0.362	-2.516	-1.180	-2.847	~~~	~~~	-1.622	-2.933	~~~	~~~	-1.944	-2.996	~~~	~~~	-2.030	-1.409	1.343	-2.752	~~~	~~~	~~~	~~~	-29.661	-30.700	-31.348	-31.298	-32.601	-32.782	-31.511
06.001_aceticacid--cyanide_1.00	-26.121	-26.614	-26.603	-26.623	-26.638	-2.758	-3.739	-3.688	-4.201	-4.364	-4.538	-4.536	-0.445	-2.313	-1.138	-2.601	-1.102	-2.586	-1.523	-2.677	-1.668	-2.696	-1.805	-2.733	-1.820	-2.716	-2.032	-1.413	1.108	-2.521	-3.266	-2.494	0.285	-2.779	-30.299	-31.162	-31.666	-31.726	-32.974	-33.001	-32.049
06.001_aceticacid--cyanide_1.05	-26.225	-26.678	~~~	-26.682	~~~	-2.606	-3.445	~~~	-3.849	~~~	-4.143	~~~	-0.493	-2.113	-1.079	-2.365	~~~	~~~	-1.416	-2.432	~~~	~~~	-1.662	-2.481	~~~	~~~	-1.992	-1.386	0.914	-2.300	~~~	~~~	~~~	~~~	-30.219	-30.929	-31.312	-31.447	-32.646	-32.543	-31.847
06.001_aceticacid--cyanide_1.10	-25.860	-26.271	~~~	-26.273	~~~	-2.434	-3.153	~~~	-3.505	~~~	-3.762	~~~	-0.514	-1.921	-1.011	-2.142	~~~	~~~	-1.304	-2.200	~~~	~~~	-1.518	-2.243	~~~	~~~	-1.922	-1.334	0.755	-2.089	~~~	~~~	~~~	~~~	-29.646	-30.220	-30.504	-30.687	-31.843	-31.631	-31.133
06.001_aceticacid--cyanide_1.25	-23.285	-23.564	~~~	-23.570	~~~	-1.879	-2.339	~~~	-2.567	~~~	-2.734	~~~	-0.472	-1.406	-0.780	-1.559	~~~	~~~	-0.970	-1.597	~~~	~~~	-1.109	-1.625	~~~	~~~	-1.605	-1.103	0.434	-1.538	~~~	~~~	~~~	~~~	-26.370	-26.641	-26.727	-26.946	-28.005	-27.570	-27.398
06.001_aceticacid--cyanide_1.50	-17.893	-17.978	~~~	-17.990	~~~	-1.096	-1.318	~~~	-1.428	~~~	-1.508	~~~	-0.294	-0.802	-0.434	-0.884	~~~	~~~	-0.524	-0.903	~~~	~~~	-0.590	-0.917	~~~	~~~	-1.015	-0.680	0.212	-0.892	~~~	~~~	~~~	~~~	-19.846	-19.857	-19.812	-19.948	-20.900	-20.347	-20.283
06.001_aceticacid--cyanide_2.00	-10.056	-10.051	-10.054	-10.051	-10.052	-0.298	-0.348	-0.331	-0.383	-0.394	-0.408	-0.406	-0.039	-0.259	-0.064	-0.284	-0.053	-0.278	-0.092	-0.290	-0.102	-0.292	-0.113	-0.295	-0.112	-0.293	-0.257	-0.143	0.155	-0.298	-0.300	-0.173	0.141	-0.314	-10.704	-10.620	-10.578	-10.555	-11.259	-10.861	-10.856
06.002_phenol--cyanide_0.80	-12.978	-13.409	-13.401	-13.433	-13.456	-5.516	-7.299	-7.222	-8.001	-8.256	-8.514	-8.524	-1.386	-4.130	-2.672	-4.628	-2.619	-4.603	-3.255	-4.746	-3.480	-4.776	-3.681	-4.832	-3.716	-4.808	-3.903	-2.882	1.257	-4.139	-6.024	-4.769	-0.219	-4.550	-19.143	-20.242	-20.860	-21.669	-23.262	-23.198	-21.262
06.002_phenol--cyanide_0.85	-17.924	-18.300	~~~	-18.311	~~~	-5.127	-6.642	~~~	-7.250	~~~	-7.694	~~~	-1.363	-3.764	-2.448	-4.194	~~~	~~~	-2.953	-4.297	~~~	~~~	-3.321	-4.373	~~~	~~~	-3.729	-2.745	1.039	-3.784	~~~	~~~	~~~	~~~	-23.589	-24.536	-25.062	-25.821	-27.351	-27.185	-25.657
06.002_phenol--cyanide_0.90	-21.074	-21.411	~~~	-21.413	~~~	-4.724	-6.014	~~~	-6.541	~~~	-6.926	~~~	-1.309	-3.415	-2.226	-3.787	~~~	~~~	-2.664	-3.877	~~~	~~~	-2.983	-3.942	~~~	~~~	-3.521	-2.580	0.866	-3.446	~~~	~~~	~~~	~~~	-26.278	-27.086	-27.530	-28.225	-29.700	-29.441	-28.257
06.002_phenol--cyanide_0.95	-22.957	-23.260	~~~	-23.255	~~~	-4.319	-5.420	~~~	-5.877	~~~	-6.211	~~~	-1.234	-3.085	-2.011	-3.408	~~~	~~~	-2.391	-3.486	~~~	~~~	-2.667	-3.544	~~~	~~~	-3.292	-2.398	0.728	-3.126	~~~	~~~	~~~	~~~	-27.723	-28.405	-28.780	-29.401	-30.828	-30.489	-29.576
06.002_phenol--cyanide_1.00	-23.940	-24.210	-24.204	-24.202	-24.210	-3.922	-4.865	-4.799	-5.261	-5.399	-5.550	-5.544	-1.145	-2.777	-1.806	-3.059	-1.762	-3.037	-2.134	-3.127	-2.256	-3.143	-2.374	-3.176	-2.383	-3.160	-3.051	-2.209	0.619	-2.828	-4.177	-3.191	-0.144	-3.047	-28.289	-28.859	-29.175	-29.720	-31.105	-30.698	-29.989
06.002_phenol--cyanide_1.05	-24.287	-24.523	~~~	-24.514	~~~	-3.543	-4.353	~~~	-4.695	~~~	-4.944	~~~	-1.049	-2.494	-1.613	-2.740	~~~	~~~	-1.896	-2.798	~~~	~~~	-2.103	-2.841	~~~	~~~	-2.808	-2.018	0.533	-2.552	~~~	~~~	~~~	~~~	-28.240	-28.711	-28.977	-29.445	-30.795	-30.332	-29.772
06.002_phenol--cyanide_1.10	-24.186	-24.387	~~~	-24.379	~~~	-3.186	-3.885	~~~	-4.179	~~~	-4.393	~~~	-0.952	-2.235	-1.435	-2.451	~~~	~~~	-1.678	-2.501	~~~	~~~	-1.855	-2.537	~~~	~~~	-2.568	-1.833	0.466	-2.299	~~~	~~~	~~~	~~~	-27.766	-28.151	-28.375	-28.769	-30.088	-29.580	-29.124
06.002_phenol--cyanide_1.25	-22.405	-22.494	~~~	-22.497	~~~	-2.278	-2.733	~~~	-2.917	~~~	-3.051	~~~	-0.678	-1.600	-0.987	-1.746	~~~	~~~	-1.139	-1.778	~~~	~~~	-1.250	-1.800	~~~	~~~	-1.910	-1.332	0.341	-1.673	~~~	~~~	~~~	~~~	-25.010	-25.200	-25.326	-25.538	-26.788	-26.201	-25.888
06.002_phenol--cyanide_1.50	-18.017	-17.980	~~~	-17.980	~~~	-1.268	-1.489	~~~	-1.576	~~~	-1.639	~~~	-0.342	-0.925	-0.490	-0.999	~~~	~~~	-0.562	-1.014	~~~	~~~	-0.615	-1.024	~~~	~~~	-1.084	-0.720	0.268	-0.988	~~~	~~~	~~~	~~~	-19.476	-19.490	-19.519	-19.564	-20.701	-20.111	-19.871
06.002_phenol--cyanide_2.00	-11.061	-11.008	-11.013	-10.999	-10.998	-0.343	-0.407	-0.396	-0.438	-0.448	-0.460	-0.459	-0.010	-0.333	-0.051	-0.356	-0.044	-0.352	-0.077	-0.361	-0.086	-0.362	-0.096	-0.365	-0.095	-0.364	-0.222	-0.095	0.273	-0.368	-0.290	-0.155	0.221	-0.376	-11.481	-11.421	-11.402	-11.370	-12.158	-11.766	-11.708
06.003_water--cyanide_0.80	-5.245	-5.619	-5.609	-5.618	-5.634	-3.014	-4.230	-4.142	-4.743	-4.925	-5.117	-5.116	-0.625	-2.388	-1.495	-2.735	-1.437	-2.704	-1.922	-2.821	-2.083	-2.842	-2.233	-2.884	-2.251	-2.865	-2.228	-1.774	0.717	-2.491	-3.656	-3.034	-0.245	-2.789	-9.979	-10.735	-11.168	-11.283	-12.389	-12.298	-11.210
06.003_water--cyanide_0.85	-9.105	-9.447	~~~	-9.438	~~~	-2.603	-3.614	~~~	-4.050	~~~	-4.368	~~~	-0.541	-2.062	-1.257	-2.357	~~~	~~~	-1.620	-2.430	~~~	~~~	-1.885	-2.484	~~~	~~~	-1.978	-1.557	0.620	-2.177	~~~	~~~	~~~	~~~	-13.241	-13.904	-14.313	-14.294	-15.359	-15.232	-14.412
06.003_water--cyanide_0.90	-11.573	-11.882	~~~	-11.869	~~~	-2.230	-3.072	~~~	-3.442	~~~	-3.713	~~~	-0.457	-1.772	-1.049	-2.023	~~~	~~~	-1.357	-2.086	~~~	~~~	-1.582	-2.131	~~~	~~~	-1.740	-1.354	0.541	-1.894	~~~	~~~	~~~	~~~	-15.185	-15.760	-16.139	-16.011	-17.043	-16.878	-16.251
06.003_water--cyanide_0.95	-13.054	-13.326	~~~	-13.314	~~~	-1.895	-2.600	~~~	-2.913	~~~	-3.142	~~~	-0.377	-1.517	-0.868	-1.731	~~~	~~~	-1.128	-1.784	~~~	~~~	-1.318	-1.823	~~~	~~~	-1.518	-1.166	0.477	-1.643	~~~	~~~	~~~	~~~	-16.205	-16.698	-17.045	-16.830	-17.835	-17.634	-17.140
06.003_water--cyanide_1.00	-13.840	-14.071	-14.062	-14.064	-14.067	-1.598	-2.190	-2.129	-2.455	-2.546	-2.647	-2.641	-0.303	-1.295	-0.712	-1.478	-0.674	-1.456	-0.932	-1.523	-1.012	-1.534	-1.092	-1.556	-1.096	-1.545	-1.313	-0.995	0.425	-1.421	-2.000	-1.593	-0.024	-1.570	-16.585	-17.002	-17.318	-17.033	-18.016	-17.783	-17.375
06.003_water--cyanide_1.05	-14.141	-14.328	~~~	-14.327	~~~	-1.339	-1.838	~~~	-2.060	~~~	-2.223	~~~	-0.236	-1.102	-0.578	-1.260	~~~	~~~	-0.763	-1.297	~~~	~~~	-0.898	-1.325	~~~	~~~	-1.126	-0.842	0.384	-1.226	~~~	~~~	~~~	~~~	-16.525	-16.875	-17.160	-16.822	-17.788	-17.528	-17.174
06.003_water--cyanide_1.10	-14.107	-14.252	~~~	-14.255	~~~	-1.114	-1.536	~~~	-1.723	~~~	-1.860	~~~	-0.177	-0.937	-0.464	-1.072	~~~	~~~	-0.619	-1.104	~~~	~~~	-0.733	-1.127	~~~	~~~	-0.957	-0.706	0.351	-1.057	~~~	~~~	~~~	~~~	-16.172	-16.463	-16.717	-16.341	-17.293	-17.011	-16.690
06.003_water--cyanide_1.25	-12.943	-12.982	~~~	-12.989	~~~	-0.613	-0.867	~~~	-0.982	~~~	-1.066	~~~	-0.041	-0.572	-0.211	-0.656	~~~	~~~	-0.306	-0.676	~~~	~~~	-0.376	-0.690	~~~	~~~	-0.554	-0.387	0.286	-0.673	~~~	~~~	~~~	~~~	-14.251	-14.410	-14.587	-14.162	-15.066	-14.753	-14.485
06.003_water--cyanide_1.50	-10.101	-10.078	~~~	-10.076	~~~	-0.160	-0.269	~~~	-0.327	~~~	-0.370	~~~	0.088	-0.247	0.015	-0.284	~~~	~~~	-0.033	-0.294	~~~	~~~	-0.069	-0.301	~~~	~~~	-0.140	-0.068	0.247	-0.316	~~~	~~~	~~~	~~~	-10.668	-10.718	-10.819	-10.427	-11.208	-10.926	-10.762
06.003_water--cyanide_2.00	-6.036	-6.013	-6.036	-6.004	-6.004	0.140	0.111	0.095	0.084	0.074	0.064	0.065	0.170	-0.030	0.151	-0.039	0.141	-0.045	0.128	-0.044	0.120	-0.045	0.111	-0.047	0.111	-0.046	0.171	0.165	0.232	-0.067	0.121	0.120	0.198	-0.078	-6.019	-6.045	-6.115	-5.850	-6.266	-6.153	-6.119
07.001_methanol--cyanide_0.80	-3.873	-4.034	-4.039	-4.035	-4.049	-7.145	-8.570	-8.482	-9.096	-9.280	-9.479	-9.474	-2.853	-4.293	-3.899	-4.671	-3.838	-4.644	-4.332	-4.763	-4.494	-4.786	-4.649	-4.830	-4.664	-4.810	-5.684	-4.715	-0.739	-3.976	-7.302	-6.083	-1.830	-4.252	-12.638	-12.624	-11.944	-14.342	-15.982	-14.795	-13.790
07.001_methanol--cyanide_0.85	-8.232	-8.378	~~~	-8.368	~~~	-6.269	-7.458	~~~	-7.908	~~~	-8.236	~~~	-2.517	-3.752	-3.383	-4.075	~~~	~~~	-3.753	-4.155	~~~	~~~	-4.024	-4.212	~~~	~~~	-5.054	-4.176	-0.673	-3.503	~~~	~~~	~~~	~~~	-15.967	-15.960	-15.382	-17.424	-18.998	-17.900	-17.157
07.001_methanol--cyanide_0.90	-11.094	-11.238	~~~	-11.221	~~~	-5.488	-6.483	~~~	-6.867	~~~	-7.148	~~~	-2.216	-3.272	-2.933	-3.549	~~~	~~~	-3.250	-3.618	~~~	~~~	-3.480	-3.668	~~~	~~~	-4.488	-3.690	-0.613	-3.078	~~~	~~~	~~~	~~~	-17.966	-17.948	-17.442	-19.189	-20.704	-19.665	-19.137
07.001_methanol--cyanide_0.95	-12.881	-13.030	~~~	-13.007	~~~	-4.797	-5.630	~~~	-5.958	~~~	-6.198	~~~	-1.949	-2.848	-2.543	-3.087	~~~	~~~	-2.812	-3.146	~~~	~~~	-3.008	-3.189	~~~	~~~	-3.980	-3.256	-0.559	-2.698	~~~	~~~	~~~	~~~	-19.021	-18.980	-18.527	-20.026	-21.489	-20.491	-20.129
07.001_methanol--cyanide_1.00	-13.896	-14.052	-14.051	-14.027	-14.034	-4.190	-4.888	-4.817	-5.167	-5.265	-5.371	-5.368	-1.713	-2.477	-2.205	-2.683	-2.156	-2.660	-2.433	-2.734	-2.519	-2.746	-2.600	-2.771	-2.609	-2.759	-3.527	-2.872	-0.511	-2.360	-4.318	-3.515	-1.011	-2.504	-19.409	-19.339	-18.924	-20.217	-21.635	-20.664	-20.425
07.001_methanol--cyanide_1.05	-14.363	-14.521	~~~	-14.499	~~~	-3.660	-4.245	~~~	-4.481	~~~	-4.653	~~~	-1.506	-2.153	-1.914	-2.331	~~~	~~~	-2.106	-2.375	~~~	~~~	-2.246	-2.406	~~~	~~~	-3.126	-2.532	-0.470	-2.062	~~~	~~~	~~~	~~~	-19.335	-19.233	-18.844	-19.965	-21.342	-20.391	-20.239
07.001_methanol--cyanide_1.10	-14.447	-14.600	~~~	-14.583	~~~	-3.198	-3.689	~~~	-3.887	~~~	-4.031	~~~	-1.326	-1.872	-1.663	-2.026	~~~	~~~	-1.824	-2.063	~~~	~~~	-1.942	-2.089	~~~	~~~	-2.770	-2.233	-0.433	-1.800	~~~	~~~	~~~	~~~	-18.944	-18.811	-18.439	-19.418	-20.757	-19.821	-19.732
07.001_methanol--cyanide_1.25	-13.448	-13.548	~~~	-13.544	~~~	-2.152	-2.433	~~~	-2.547	~~~	-2.629	~~~	-0.914	-1.238	-1.100	-1.334	~~~	~~~	-1.191	-1.355	~~~	~~~	-1.258	-1.371	~~~	~~~	-1.936	-1.542	-0.345	-1.197	~~~	~~~	~~~	~~~	-16.805	-16.588	-16.244	-16.923	-18.163	-17.268	-17.277
07.001_methanol--cyanide_1.50	-10.572	-10.583	~~~	-10.584	~~~	-1.146	-1.239	~~~	-1.284	~~~	-1.317	~~~	-0.504	-0.641	-0.559	-0.680	~~~	~~~	-0.595	-0.689	~~~	~~~	-0.621	-0.696	~~~	~~~	-1.062	-0.835	-0.224	-0.611	~~~	~~~	~~~	~~~	-12.675	-12.390	-12.078	-12.498	-13.565	-12.776	-12.869
07.001_methanol--cyanide_2.00	-6.163	-6.152	-6.162	-6.151	-6.152	-0.333	-0.335	-0.333	-0.348	-0.353	-0.357	-0.358	-0.139	-0.194	-0.135	-0.200	-0.133	-0.200	-0.145	-0.203	-0.149	-0.204	-0.152	-0.205	-0.153	-0.205	-0.272	-0.207	-0.040	-0.166	-0.267	-0.194	-0.025	-0.169	-7.061	-6.829	-6.628	-6.820	-7.461	-6.986	-7.146
07.002_water--cyanide_0.80	-3.937	-4.052	-4.042	-4.036	-4.048	-5.231	-6.582	-6.485	-7.085	-7.263	-7.452	-7.450	-1.989	-3.242	-2.998	-3.584	-2.935	-3.550	-3.419	-3.666	-3.576	-3.687	-3.726	-3.726	-3.741	-3.709	-4.017	-3.356	-0.330	-3.027	-5.571	-4.700	-1.410	-3.290	-11.420	-11.514	-11.051	-12.707	-14.086	-13.195	-12.366
07.002_water--cyanide_0.85	-7.897	-8.007	~~~	-7.982	~~~	-4.505	-5.642	~~~	-6.073	~~~	-6.388	~~~	-1.711	-2.794	-2.554	-3.088	~~~	~~~	-2.914	-3.159	~~~	~~~	-3.178	-3.210	~~~	~~~	-3.498	-2.907	-0.275	-2.633	~~~	~~~	~~~	~~~	-14.455	-14.550	-14.174	-15.535	-16.857	-16.040	-15.445
07.002_water--cyanide_0.90	-10.478	-10.593	~~~	-10.562	~~~	-3.871	-4.828	~~~	-5.199	~~~	-5.469	~~~	-1.468	-2.402	-2.172	-2.656	~~~	~~~	-2.482	-2.717	~~~	~~~	-2.707	-2.762	~~~	~~~	-3.039	-2.511	-0.229	-2.282	~~~	~~~	~~~	~~~	-16.265	-16.344	-16.027	-17.149	-18.421	-17.651	-17.238
07.002_water--cyanide_0.95	-12.071	-12.195	~~~	-12.161	~~~	-3.320	-4.128	~~~	-4.445	~~~	-4.676	~~~	-1.258	-2.062	-1.847	-2.282	~~~	~~~	-2.111	-2.334	~~~	~~~	-2.304	-2.372	~~~	~~~	-2.636	-2.164	-0.191	-1.973	~~~	~~~	~~~	~~~	-17.207	-17.259	-16.983	-17.911	-19.140	-18.399	-18.121
07.002_water--cyanide_1.00	-12.959	-13.089	-13.079	-13.057	-13.061	-2.844	-3.529	-3.456	-3.799	-3.895	-3.996	-3.996	-1.077	-1.768	-1.571	-1.958	-1.524	-1.932	-1.796	-2.003	-1.880	-2.014	-1.960	-2.036	-1.970	-2.026	-2.284	-1.862	-0.160	-1.701	-3.072	-2.530	-0.686	-1.844	-17.540	-17.560	-17.312	-18.081	-19.272	-18.550	-18.367
07.002_water--cyanide_1.05	-13.350	-13.479	~~~	-13.452	~~~	-2.437	-3.017	~~~	-3.246	~~~	-3.412	~~~	-0.922	-1.515	-1.337	-1.680	~~~	~~~	-1.527	-1.718	~~~	~~~	-1.666	-1.746	~~~	~~~	-1.978	-1.601	-0.136	-1.465	~~~	~~~	~~~	~~~	-17.451	-17.437	-17.207	-17.848	-19.006	-18.295	-18.177
07.002_water--cyanide_1.10	-13.396	-13.516	~~~	-13.496	~~~	-2.089	-2.580	~~~	-2.773	~~~	-2.914	~~~	-0.791	-1.298	-1.139	-1.441	~~~	~~~	-1.299	-1.474	~~~	~~~	-1.416	-1.498	~~~	~~~	-1.713	-1.377	-0.118	-1.260	~~~	~~~	~~~	~~~	-17.077	-17.030	-16.810	-17.347	-18.475	-17.773	-17.700
07.002_water--cyanide_1.25	-12.423	-12.482	~~~	-12.475	~~~	-1.328	-1.620	~~~	-1.736	~~~	-1.820	~~~	-0.504	-0.824	-0.706	-0.913	~~~	~~~	-0.802	-0.933	~~~	~~~	-0.872	-0.948	~~~	~~~	-1.114	-0.880	-0.079	-0.800	~~~	~~~	~~~	~~~	-15.098	-14.965	-14.757	-15.090	-16.135	-15.455	-15.450
07.002_water--cyanide_1.50	-9.756	-9.737	~~~	-9.734	~~~	-0.639	-0.750	~~~	-0.804	~~~	-0.844	~~~	-0.239	-0.400	-0.314	-0.436	~~~	~~~	-0.359	-0.446	~~~	~~~	-0.391	-0.452	~~~	~~~	-0.526	-0.405	-0.029	-0.376	~~~	~~~	~~~	~~~	-11.354	-11.154	-10.962	-11.135	-12.024	-11.429	-11.485
07.002_water--cyanide_2.00	-5.751	-5.723	-5.745	-5.718	-5.718	-0.122	-0.141	-0.155	-0.163	-0.171	-0.179	-0.180	-0.019	-0.103	-0.031	-0.110	-0.040	-0.115	-0.049	-0.114	-0.056	-0.115	-0.062	-0.116	-0.064	-0.116	-0.040	-0.021	0.060	-0.081	-0.076	-0.049	0.041	-0.090	-6.349	-6.198	-6.091	-6.128	-6.630	-6.305	-6.405
08.001_ammonia--carbonate_0.80	-11.548	-11.902	-11.892	-11.990	-12.006	-4.820	-6.855	-6.702	-7.547	-7.793	-8.053	-8.052	-0.946	-3.874	-2.352	-4.503	-2.246	-4.456	-2.915	-4.632	-3.132	-4.661	-3.326	-4.726	-3.360	-4.692	-4.213	-3.336	0.838	-4.174	-6.362	-5.285	-0.639	-4.646	-19.251	-19.970	-20.308	-21.831	-23.262	-22.711	-21.494
08.001_ammonia--carbonate_0.85	-16.002	-16.229	~~~	-16.302	~~~	-4.137	-5.876	~~~	-6.463	~~~	-6.892	~~~	-0.799	-3.338	-1.993	-3.883	~~~	~~~	-2.471	-3.992	~~~	~~~	-2.820	-4.071	~~~	~~~	-3.705	-2.920	0.730	-3.650	~~~	~~~	~~~	~~~	-22.973	-23.521	-23.788	-25.096	-26.503	-25.850	-24.964
08.001_ammonia--carbonate_0.90	-18.925	-19.052	~~~	-19.117	~~~	-3.541	-5.027	~~~	-5.524	~~~	-5.887	~~~	-0.668	-2.873	-1.683	-3.344	~~~	~~~	-2.088	-3.435	~~~	~~~	-2.384	-3.502	~~~	~~~	-3.251	-2.548	0.638	-3.186	~~~	~~~	~~~	~~~	-25.268	-25.650	-25.842	-26.985	-28.379	-27.621	-26.979
08.001_ammonia--carbonate_0.95	-20.721	-20.775	~~~	-20.836	~~~	-3.026	-4.294	~~~	-4.715	~~~	-5.022	~~~	-0.554	-2.472	-1.417	-2.877	~~~	~~~	-1.760	-2.954	~~~	~~~	-2.011	-3.011	~~~	~~~	-2.846	-2.217	0.562	-2.779	~~~	~~~	~~~	~~~	-26.539	-26.762	-26.874	-27.899	-29.288	-28.426	-27.963
08.001_ammonia--carbonate_1.00	-21.697	-21.700	-21.700	-21.758	-21.757	-2.583	-3.665	-3.550	-4.022	-4.140	-4.282	-4.265	-0.456	-2.128	-1.189	-2.476	-1.112	-2.437	-1.480	-2.541	-1.587	-2.553	-1.693	-2.589	-1.700	-2.566	-2.488	-1.925	0.498	-2.423	-3.635	-2.962	-0.286	-2.676	-27.080	-27.152	-27.182	-28.130	-29.520	-28.555	-28.225
08.001_ammonia--carbonate_1.05	-22.083	-22.052	~~~	-22.106	~~~	-2.207	-3.128	~~~	-3.431	~~~	-3.652	~~~	-0.372	-1.834	-0.996	-2.132	~~~	~~~	-1.243	-2.188	~~~	~~~	-1.424	-2.228	~~~	~~~	-2.173	-1.669	0.445	-2.114	~~~	~~~	~~~	~~~	-27.109	-27.038	-26.984	-27.890	-29.286	-28.222	-27.996
08.001_ammonia--carbonate_1.10	-22.051	-21.999	~~~	-22.046	~~~	-1.887	-2.671	~~~	-2.928	~~~	-3.116	~~~	-0.303	-1.585	-0.832	-1.839	~~~	~~~	-1.042	-1.886	~~~	~~~	-1.196	-1.920	~~~	~~~	-1.897	-1.446	0.401	-1.846	~~~	~~~	~~~	~~~	-26.787	-26.579	-26.443	-27.335	-28.738	-27.579	-27.442
08.001_ammonia--carbonate_1.25	-20.554	-20.486	~~~	-20.506	~~~	-1.194	-1.671	~~~	-1.832	~~~	-1.949	~~~	-0.155	-1.038	-0.477	-1.194	~~~	~~~	-0.609	-1.222	~~~	~~~	-0.706	-1.243	~~~	~~~	-1.260	-0.932	0.308	-1.240	~~~	~~~	~~~	~~~	-24.716	-24.141	-23.771	-24.742	-26.162	-24.746	-24.844
08.001_ammonia--carbonate_1.50	-16.684	-16.645	~~~	-16.641	~~~	-0.561	-0.765	~~~	-0.846	~~~	-0.905	~~~	-0.018	-0.542	-0.157	-0.608	~~~	~~~	-0.225	-0.621	~~~	~~~	-0.275	-0.630	~~~	~~~	-0.700	-0.436	0.231	-0.667	~~~	~~~	~~~	~~~	-20.606	-19.383	-18.728	-19.990	-21.441	-19.641	-20.162
08.001_ammonia--carbonate_2.00	-10.597	-10.571	-10.562	-10.566	-10.565	-0.051	-0.094	-0.080	-0.129	-0.136	-0.155	-0.143	0.114	-0.165	0.081	-0.176	0.089	-0.169	0.051	-0.180	0.043	-0.179	0.028	-0.183	0.035	-0.178	-0.025	0.036	0.242	-0.206	-0.067	-0.015	0.191	-0.205	-18.192	-12.633	-11.543	-16.716	-18.106	-12.333	-16.085
08.002_ammonia--oxalate_0.80	-4.445	-4.634	-4.630	-4.716	-4.729	-4.666	-6.402	-6.285	-7.000	-7.220	-7.436	-7.452	-1.303	-3.362	-2.488	-3.913	-2.407	-3.878	-2.965	-4.035	-3.153	-4.068	-3.313	-4.124	-3.350	-4.102	-4.292	-3.426	0.110	-3.536	-6.161	-5.089	-1.120	-3.970	-9.991	-10.752	-11.290	-12.144	-13.404	-13.023	-12.277
08.002_ammonia--oxalate_0.85	-9.080	-9.179	~~~	-9.261	~~~	-3.808	-5.226	~~~	-5.714	~~~	-6.069	~~~	-1.044	-2.764	-2.009	-3.217	~~~	~~~	-2.397	-3.317	~~~	~~~	-2.680	-3.390	~~~	~~~	-3.619	-2.873	0.092	-2.965	~~~	~~~	~~~	~~~	-13.781	-14.370	-14.855	-15.417	-16.678	-16.208	-15.610
08.002_ammonia--oxalate_0.90	-12.023	-12.060	~~~	-12.137	~~~	-3.114	-4.273	~~~	-4.670	~~~	-4.960	~~~	-0.837	-2.277	-1.623	-2.649	~~~	~~~	-1.939	-2.731	~~~	~~~	-2.169	-2.791	~~~	~~~	-3.053	-2.410	0.078	-2.488	~~~	~~~	~~~	~~~	-16.076	-16.495	-16.904	-17.283	-18.555	-17.987	-17.486
08.002_ammonia--oxalate_0.95	-13.779	-13.774	~~~	-13.840	~~~	-2.556	-3.501	~~~	-3.826	~~~	-4.062	~~~	-0.674	-1.882	-1.314	-2.187	~~~	~~~	-1.571	-2.255	~~~	~~~	-1.758	-2.304	~~~	~~~	-2.580	-2.026	0.066	-2.091	~~~	~~~	~~~	~~~	-17.339	-17.594	-17.913	-18.196	-19.485	-18.813	-18.388
