# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"B3LYP/def2-QZVP"	"BLYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
3.012_aceticacid--trimethylamine_0.90	-6.352	-6.329	~~~	-6.384	~~~	-6.225	-7.837	~~~	-8.410	~~~	-8.828	~~~	-1.997	-4.228	-3.136	-4.701	~~~	~~~	-3.610	-4.800	~~~	~~~	-3.957	-4.872	~~~	~~~	-5.112	-4.073	0.040	-4.113	~~~	~~~	~~~	~~~	-10.037	-8.082	-11.672	-10.372	-11.926	-12.766	-10.394
3.012_aceticacid--trimethylamine_0.95	-8.109	-8.066	~~~	-8.106	~~~	-5.736	-7.101	~~~	-7.584	~~~	-7.937	~~~	-1.932	-3.804	-2.890	-4.210	~~~	~~~	-3.291	-4.294	~~~	~~~	-3.583	-4.354	~~~	~~~	-4.811	-3.830	-0.130	-3.700	~~~	~~~	~~~	~~~	-11.357	-9.648	-12.786	-11.583	-13.090	-13.743	-11.758
3.012_aceticacid--trimethylamine_1.00	-9.075	-9.019	-9.009	-9.049	-9.055	-5.248	-6.404	-6.338	-6.811	-6.965	-7.108	-7.126	-1.839	-3.408	-2.646	-3.758	-2.605	-3.732	-2.983	-3.828	-3.117	-3.848	-3.229	-3.879	-3.257	-3.869	-4.487	-3.570	-0.253	-3.317	-5.784	-4.699	-1.119	-3.580	-11.916	-10.422	-13.166	-12.040	-13.503	-13.998	-12.324
3.012_aceticacid--trimethylamine_1.05	-9.486	-9.424	~~~	-9.447	~~~	-4.773	-5.754	~~~	-6.095	~~~	-6.344	~~~	-1.729	-3.044	-2.410	-3.344	~~~	~~~	-2.692	-3.403	~~~	~~~	-2.898	-3.446	~~~	~~~	-4.156	-3.304	-0.339	-2.965	~~~	~~~	~~~	~~~	-11.952	-10.645	-13.049	-11.982	-13.408	-13.772	-12.352
3.012_aceticacid--trimethylamine_1.10	-9.519	-9.451	~~~	-9.470	~~~	-4.321	-5.153	~~~	-5.439	~~~	-5.648	~~~	-1.610	-2.712	-2.184	-2.969	~~~	~~~	-2.420	-3.019	~~~	~~~	-2.593	-3.055	~~~	~~~	-3.826	-3.041	-0.397	-2.644	~~~	~~~	~~~	~~~	-11.639	-10.494	-12.603	-11.586	-12.977	-13.233	-12.016
3.012_aceticacid--trimethylamine_1.25	-8.438	-8.346	~~~	-8.362	~~~	-3.154	-3.656	~~~	-3.824	~~~	-3.947	~~~	-1.253	-1.901	-1.595	-2.061	~~~	~~~	-1.734	-2.090	~~~	~~~	-1.835	-2.112	~~~	~~~	-2.908	-2.316	-0.458	-1.858	~~~	~~~	~~~	~~~	-9.701	-8.924	-10.363	-9.455	-10.737	-10.776	-9.920
3.012_aceticacid--trimethylamine_1.50	-5.734	-5.628	~~~	-5.633	~~~	-1.817	-2.032	~~~	-2.104	~~~	-2.157	~~~	-0.772	-1.046	-0.915	-1.117	~~~	~~~	-0.974	-1.130	~~~	~~~	-1.017	-1.140	~~~	~~~	-1.739	-1.396	-0.376	-1.020	~~~	~~~	~~~	~~~	-6.109	-5.682	-6.477	-5.748	-6.842	-6.750	-6.246
3.012_aceticacid--trimethylamine_2.00	-2.262	-2.222	-2.225	-2.216	-2.216	-0.606	-0.655	-0.643	-0.673	-0.680	-0.686	-0.687	-0.268	-0.338	-0.300	-0.355	-0.294	-0.349	-0.316	-0.358	-0.321	-0.359	-0.326	-0.360	-0.327	-0.360	-0.574	-0.470	-0.150	-0.320	-0.613	-0.499	-0.172	-0.326	-2.160	-2.007	-2.290	-1.910	-2.526	-2.456	-2.351
3.013_methanol--acetonitrile_0.80	2.916	2.660	2.662	2.668	2.662	-3.451	-4.084	-4.039	-4.351	-4.445	-4.546	-4.544	-1.261	-2.190	-1.694	-2.390	-1.664	-2.374	-1.912	-2.439	-1.994	-2.451	-2.071	-2.475	-2.080	-2.464	-2.809	-2.260	-0.164	-2.096	-3.531	-2.873	-0.619	-2.254	-0.379	0.089	-0.708	-0.635	-1.670	-1.407	-0.878
3.013_methanol--acetonitrile_0.85	0.208	-0.006	~~~	0.001	~~~	-2.880	-3.377	~~~	-3.588	~~~	-3.742	~~~	-1.063	-1.817	-1.398	-1.979	~~~	~~~	-1.570	-2.018	~~~	~~~	-1.695	-2.047	~~~	~~~	-2.390	-1.919	-0.165	-1.754	~~~	~~~	~~~	~~~	-2.400	-1.961	-2.752	-2.448	-3.455	-3.236	-2.774
3.013_methanol--acetonitrile_0.90	-1.525	-1.693	~~~	-1.692	~~~	-2.402	-2.791	~~~	-2.957	~~~	-3.077	~~~	-0.894	-1.508	-1.153	-1.638	~~~	~~~	-1.287	-1.670	~~~	~~~	-1.385	-1.692	~~~	~~~	-2.030	-1.626	-0.160	-1.466	~~~	~~~	~~~	~~~	-3.570	-3.167	-3.925	-3.461	-4.444	-4.252	-3.825
3.013_methanol--acetonitrile_0.95	-2.588	-2.712	~~~	-2.716	~~~	-2.004	-2.308	~~~	-2.436	~~~	-2.530	~~~	-0.751	-1.253	-0.950	-1.358	~~~	~~~	-1.055	-1.382	~~~	~~~	-1.131	-1.399	~~~	~~~	-1.721	-1.376	-0.150	-1.226	~~~	~~~	~~~	~~~	-4.173	-3.807	-4.517	-3.948	-4.910	-4.737	-4.331
3.013_methanol--acetonitrile_1.00	-3.194	-3.279	-3.274	-3.286	-3.287	-1.672	-1.909	-1.880	-2.009	-2.044	-2.081	-2.080	-0.630	-1.042	-0.783	-1.126	-0.765	-1.115	-0.864	-1.145	-0.894	-1.149	-0.923	-1.159	-0.926	-1.154	-1.455	-1.163	-0.137	-1.025	-1.711	-1.371	-0.288	-1.083	-4.404	-4.075	-4.730	-4.098	-5.038	-4.878	-4.491
3.013_methanol--acetonitrile_1.05	-3.492	-3.545	~~~	-3.554	~~~	-1.397	-1.580	~~~	-1.657	~~~	-1.714	~~~	-0.528	-0.869	-0.644	-0.936	~~~	~~~	-0.707	-0.950	~~~	~~~	-0.752	-0.961	~~~	~~~	-1.228	-0.980	-0.122	-0.859	~~~	~~~	~~~	~~~	-4.399	-4.105	-4.701	-4.040	-4.955	-4.805	-4.439
3.013_methanol--acetonitrile_1.10	-3.586	-3.615	~~~	-3.623	~~~	-1.168	-1.308	~~~	-1.368	~~~	-1.412	~~~	-0.441	-0.727	-0.529	-0.779	~~~	~~~	-0.578	-0.791	~~~	~~~	-0.613	-0.799	~~~	~~~	-1.034	-0.825	-0.105	-0.720	~~~	~~~	~~~	~~~	-4.250	-3.987	-4.525	-3.861	-4.747	-4.606	-4.271
3.013_methanol--acetonitrile_1.25	-3.260	-3.256	~~~	-3.260	~~~	-0.685	-0.745	~~~	-0.774	~~~	-0.796	~~~	-0.253	-0.432	-0.288	-0.457	~~~	~~~	-0.312	-0.462	~~~	~~~	-0.330	-0.466	~~~	~~~	-0.609	-0.484	-0.054	-0.430	~~~	~~~	~~~	~~~	-3.467	-3.283	-3.664	-3.078	-3.850	-3.735	-3.515
3.013_methanol--acetonitrile_1.50	-2.305	-2.294	~~~	-2.294	~~~	-0.279	-0.290	~~~	-0.301	~~~	-0.309	~~~	-0.087	-0.192	-0.092	-0.198	~~~	~~~	-0.101	-0.200	~~~	~~~	-0.108	-0.202	~~~	~~~	-0.232	-0.181	0.011	-0.192	~~~	~~~	~~~	~~~	-2.243	-2.139	-2.344	-1.976	-2.495	-2.429	-2.367
3.013_methanol--acetonitrile_2.00	-1.137	-1.131	-1.134	-1.129	-1.129	-0.033	-0.031	-0.033	-0.035	-0.036	-0.038	-0.037	0.012	-0.045	0.014	-0.045	0.013	-0.046	0.011	-0.045	0.010	-0.046	0.008	-0.046	0.008	-0.046	-0.007	0.000	0.048	-0.048	-0.008	-0.001	0.047	-0.048	-1.053	-1.015	-1.086	-0.981	-1.109	-1.105	-1.091
3.014_methanol--ammonia_0.80	2.647	2.453	2.468	2.436	2.428	-3.500	-4.510	-4.436	-4.900	-5.039	-5.185	-5.184	-1.003	-2.497	-1.704	-2.806	-1.656	-2.781	-2.027	-2.873	-2.149	-2.890	-2.263	-2.922	-2.277	-2.907	-2.897	-2.322	0.197	-2.520	-4.010	-3.288	-0.532	-2.756	-1.451	-0.763	-1.854	-2.083	-3.176	-3.070	-2.163
3.014_methanol--ammonia_0.85	-0.420	-0.568	~~~	-0.576	~~~	-3.003	-3.832	~~~	-4.152	~~~	-4.386	~~~	-0.884	-2.119	-1.452	-2.380	~~~	~~~	-1.717	-2.434	~~~	~~~	-1.911	-2.474	~~~	~~~	-2.555	-2.041	0.119	-2.159	~~~	~~~	~~~	~~~	-3.863	-3.269	-4.238	-4.312	-5.357	-5.221	-4.533
3.014_methanol--ammonia_0.90	-2.393	-2.502	~~~	-2.507	~~~	-2.559	-3.242	~~~	-3.503	~~~	-3.693	~~~	-0.768	-1.792	-1.231	-2.011	~~~	~~~	-1.447	-2.056	~~~	~~~	-1.605	-2.089	~~~	~~~	-2.234	-1.778	0.065	-1.843	~~~	~~~	~~~	~~~	-5.271	-4.758	-5.618	-5.560	-6.567	-6.407	-5.864
3.014_methanol--ammonia_0.95	-3.602	-3.677	~~~	-3.685	~~~	-2.171	-2.734	~~~	-2.946	~~~	-3.100	~~~	-0.661	-1.510	-1.039	-1.695	~~~	~~~	-1.214	-1.732	~~~	~~~	-1.342	-1.758	~~~	~~~	-1.941	-1.540	0.028	-1.568	~~~	~~~	~~~	~~~	-5.996	-5.552	-6.315	-6.149	-7.126	-6.947	-6.494
3.014_methanol--ammonia_1.00	-4.283	-4.330	-4.314	-4.340	-4.342	-1.836	-2.301	-2.245	-2.472	-2.532	-2.596	-2.596	-0.565	-1.271	-0.874	-1.427	-0.839	-1.406	-1.015	-1.456	-1.068	-1.464	-1.118	-1.478	-1.124	-1.472	-1.679	-1.328	0.004	-1.331	-2.161	-1.735	-0.297	-1.438	-6.262	-5.878	-6.554	-6.302	-7.253	-7.062	-6.666
3.014_methanol--ammonia_1.05	-4.605	-4.628	~~~	-4.640	~~~	-1.551	-1.934	~~~	-2.071	~~~	-2.172	~~~	-0.481	-1.070	-0.734	-1.200	~~~	~~~	-0.847	-1.224	~~~	~~~	-0.930	-1.242	~~~	~~~	-1.447	-1.142	-0.013	-1.129	~~~	~~~	~~~	~~~	-6.229	-5.895	-6.495	-6.178	-7.105	-6.907	-6.546
3.014_methanol--ammonia_1.10	-4.687	-4.689	~~~	-4.702	~~~	-1.310	-1.623	~~~	-1.734	~~~	-1.815	~~~	-0.410	-0.900	-0.615	-1.009	~~~	~~~	-0.706	-1.028	~~~	~~~	-0.772	-1.042	~~~	~~~	-1.244	-0.980	-0.023	-0.957	~~~	~~~	~~~	~~~	-6.007	-5.716	-6.249	-5.883	-6.788	-6.589	-6.251
3.014_methanol--ammonia_1.25	-4.199	-4.167	~~~	-4.175	~~~	-0.795	-0.958	~~~	-1.016	~~~	-1.058	~~~	-0.253	-0.543	-0.356	-0.601	~~~	~~~	-0.404	-0.611	~~~	~~~	-0.439	-0.619	~~~	~~~	-0.786	-0.618	-0.033	-0.585	~~~	~~~	~~~	~~~	-4.868	-4.672	-5.044	-4.622	-5.448	-5.262	-4.994
3.014_methanol--ammonia_1.50	-2.847	-2.820	~~~	-2.821	~~~	-0.347	-0.395	~~~	-0.418	~~~	-0.434	~~~	-0.107	-0.241	-0.135	-0.260	~~~	~~~	-0.154	-0.264	~~~	~~~	-0.167	-0.267	~~~	~~~	-0.346	-0.273	-0.011	-0.262	~~~	~~~	~~~	~~~	-3.012	-2.908	-3.111	-2.760	-3.402	-3.265	-3.143
3.014_methanol--ammonia_2.00	-1.216	-1.211	-1.213	-1.210	-1.210	-0.056	-0.063	-0.059	-0.070	-0.071	-0.074	-0.074	-0.003	-0.053	-0.006	-0.056	-0.004	-0.055	-0.012	-0.058	-0.014	-0.058	-0.016	-0.058	-0.015	-0.058	-0.042	-0.032	0.026	-0.057	-0.047	-0.034	0.024	-0.058	-1.177	-1.141	-1.210	-1.076	-1.320	-1.279	-1.276
3.015_methanol--aniline_0.80	6.623	6.563	6.578	6.542	6.534	-7.554	-8.807	-8.702	-9.232	-9.385	-9.542	-9.545	-3.216	-4.338	-4.062	-4.745	-3.996	-4.706	-4.404	-4.829	-4.534	-4.850	-4.653	-4.889	-4.672	-4.873	-6.438	-5.381	-1.502	-3.879	-7.682	-6.418	-2.263	-4.155	2.559	3.915	1.476	2.133	0.497	0.219	1.851
3.015_methanol--aniline_0.85	2.943	2.924	~~~	2.910	~~~	-6.490	-7.510	~~~	-7.851	~~~	-8.101	~~~	-2.784	-3.706	-3.467	-4.043	~~~	~~~	-3.741	-4.110	~~~	~~~	-3.941	-4.160	~~~	~~~	-5.610	-4.678	-1.344	-3.334	~~~	~~~	~~~	~~~	-0.279	0.923	-1.286	-0.430	-2.028	-2.242	-0.834
3.015_methanol--aniline_0.90	0.496	0.509	~~~	0.497	~~~	-5.566	-6.396	~~~	-6.670	~~~	-6.869	~~~	-2.403	-3.163	-2.956	-3.440	~~~	~~~	-3.174	-3.495	~~~	~~~	-3.334	-3.535	~~~	~~~	-4.873	-4.056	-1.196	-2.860	~~~	~~~	~~~	~~~	-2.039	-0.977	-2.962	-1.971	-3.532	-3.686	-2.447
3.015_methanol--aniline_0.95	-1.088	-1.049	~~~	-1.063	~~~	-4.768	-5.445	~~~	-5.663	~~~	-5.823	~~~	-2.070	-2.698	-2.518	-2.927	~~~	~~~	-2.692	-2.971	~~~	~~~	-2.820	-3.003	~~~	~~~	-4.224	-3.510	-1.058	-2.451	~~~	~~~	~~~	~~~	-3.059	-2.120	-3.898	-2.824	-4.354	-4.455	-3.359
3.015_methanol--aniline_1.00	-2.071	-2.013	-2.003	-2.029	-2.030	-4.085	-4.636	-4.563	-4.810	-4.873	-4.937	-4.940	-1.782	-2.303	-2.145	-2.491	-2.101	-2.462	-2.284	-2.526	-2.338	-2.536	-2.385	-2.552	-2.394	-2.546	-3.655	-3.033	-0.934	-2.100	-4.160	-3.439	-1.232	-2.207	-3.574	-2.743	-4.335	-3.215	-4.713	-4.773	-3.805
3.015_methanol--aniline_1.05	-2.642	-2.570	~~~	-2.586	~~~	-3.501	-3.948	~~~	-4.088	~~~	-4.189	~~~	-1.534	-1.967	-1.828	-2.121	~~~	~~~	-1.938	-2.149	~~~	~~~	-2.019	-2.170	~~~	~~~	-3.160	-2.620	-0.822	-1.798	~~~	~~~	~~~	~~~	-3.758	-3.021	-4.445	-3.308	-4.768	-4.798	-3.938
3.015_methanol--aniline_1.10	-2.933	-2.852	~~~	-2.866	~~~	-3.003	-3.366	~~~	-3.477	~~~	-3.558	~~~	-1.320	-1.682	-1.558	-1.808	~~~	~~~	-1.646	-1.831	~~~	~~~	-1.710	-1.848	~~~	~~~	-2.729	-2.262	-0.720	-1.541	~~~	~~~	~~~	~~~	-3.738	-3.085	-4.353	-3.226	-4.642	-4.646	-3.885
3.015_methanol--aniline_1.25	-2.917	-2.836	~~~	-2.842	~~~	-1.904	-2.098	~~~	-2.157	~~~	-2.200	~~~	-0.842	-1.062	-0.967	-1.131	~~~	~~~	-1.014	-1.143	~~~	~~~	-1.048	-1.152	~~~	~~~	-1.750	-1.450	-0.476	-0.974	~~~	~~~	~~~	~~~	-3.121	-2.663	-3.553	-2.561	-3.809	-3.774	-3.283
3.015_methanol--aniline_1.50	-2.088	-2.038	~~~	-2.036	~~~	-0.905	-0.982	~~~	-1.006	~~~	-1.024	~~~	-0.394	-0.512	-0.443	-0.540	~~~	~~~	-0.462	-0.544	~~~	~~~	-0.476	-0.547	~~~	~~~	-0.823	-0.683	-0.218	-0.465	~~~	~~~	~~~	~~~	-1.935	-1.679	-2.169	-1.509	-2.385	-2.350	-2.170
3.015_methanol--aniline_2.00	-0.971	-0.950	-0.951	-0.949	-0.949	-0.222	-0.242	-0.238	-0.250	-0.253	-0.256	-0.256	-0.082	-0.140	-0.096	-0.146	-0.094	-0.144	-0.103	-0.147	-0.105	-0.148	-0.108	-0.148	-0.108	-0.148	-0.182	-0.152	-0.027	-0.125	-0.198	-0.165	-0.039	-0.125	-0.815	-0.723	-0.895	-0.679	-0.933	-0.949	-0.913
3.016_methanol--dimethylamine_0.80	3.800	3.719	3.733	3.679	3.668	-5.605	-6.926	-6.831	-7.391	-7.562	-7.731	-7.741	-1.969	-3.636	-2.887	-4.038	-2.827	-4.004	-3.271	-4.120	-3.420	-4.141	-3.552	-4.179	-3.577	-4.164	-4.691	-3.849	-0.347	-3.502	-6.124	-5.087	-1.288	-3.799	-0.646	0.454	-1.402	-1.237	-2.717	-2.786	-1.114
3.016_methanol--dimethylamine_0.85	0.301	0.260	~~~	0.232	~~~	-4.966	-6.057	~~~	-6.440	~~~	-6.720	~~~	-1.797	-3.168	-2.550	-3.507	~~~	~~~	-2.866	-3.575	~~~	~~~	-3.096	-3.624	~~~	~~~	-4.245	-3.475	-0.409	-3.067	~~~	~~~	~~~	~~~	-3.483	-2.536	-4.149	-3.895	-5.314	-5.309	-4.001
3.016_methanol--dimethylamine_0.90	-1.984	-1.996	~~~	-2.015	~~~	-4.371	-5.276	~~~	-5.590	~~~	-5.820	~~~	-1.622	-2.749	-2.241	-3.036	~~~	~~~	-2.499	-3.091	~~~	~~~	-2.688	-3.132	~~~	~~~	-3.814	-3.115	-0.440	-2.675	~~~	~~~	~~~	~~~	-5.187	-4.373	-5.774	-5.442	-6.805	-6.738	-5.700
3.016_methanol--dimethylamine_0.95	-3.414	-3.403	~~~	-3.419	~~~	-3.831	-4.582	~~~	-4.839	~~~	-5.026	~~~	-1.452	-2.379	-1.962	-2.620	~~~	~~~	-2.173	-2.666	~~~	~~~	-2.327	-2.699	~~~	~~~	-3.407	-2.778	-0.451	-2.327	~~~	~~~	~~~	~~~	-6.110	-5.411	-6.629	-6.232	-7.544	-7.430	-6.592
3.016_methanol--dimethylamine_1.00	-4.248	-4.218	-4.202	-4.235	-4.237	-3.348	-3.971	-3.904	-4.180	-4.258	-4.333	-4.339	-1.293	-2.055	-1.713	-2.258	-1.672	-2.232	-1.884	-2.296	-1.952	-2.306	-2.010	-2.323	-2.022	-2.317	-3.030	-2.467	-0.448	-2.020	-3.672	-3.004	-0.849	-2.154	-6.504	-5.901	-6.962	-6.514	-7.779	-7.632	-6.937
3.016_methanol--dimethylamine_1.05	-4.672	-4.627	~~~	-4.645	~~~	-2.921	-3.437	~~~	-3.607	~~~	-3.732	~~~	-1.147	-1.774	-1.493	-1.944	~~~	~~~	-1.632	-1.975	~~~	~~~	-1.734	-1.997	~~~	~~~	-2.687	-2.186	-0.435	-1.751	~~~	~~~	~~~	~~~	-6.546	-6.027	-6.951	-6.466	-7.685	-7.513	-6.920
3.016_methanol--dimethylamine_1.10	-4.819	-4.761	~~~	-4.779	~~~	-2.547	-2.972	~~~	-3.111	~~~	-3.213	~~~	-1.016	-1.531	-1.300	-1.673	~~~	~~~	-1.413	-1.698	~~~	~~~	-1.496	-1.716	~~~	~~~	-2.377	-1.933	-0.417	-1.516	~~~	~~~	~~~	~~~	-6.365	-5.916	-6.722	-6.211	-7.384	-7.195	-6.675
3.016_methanol--dimethylamine_1.25	-4.397	-4.320	~~~	-4.332	~~~	-1.690	-1.924	~~~	-2.000	~~~	-2.056	~~~	-0.702	-0.988	-0.856	-1.068	~~~	~~~	-0.918	-1.082	~~~	~~~	-0.963	-1.093	~~~	~~~	-1.629	-1.328	-0.343	-0.985	~~~	~~~	~~~	~~~	-5.214	-4.919	-5.459	-4.934	-5.972	-5.772	-5.402
3.016_methanol--dimethylamine_1.50	-2.987	-2.932	~~~	-2.934	~~~	-0.862	-0.948	~~~	-0.978	~~~	-0.999	~~~	-0.373	-0.488	-0.428	-0.520	~~~	~~~	-0.452	-0.525	~~~	~~~	-0.470	-0.529	~~~	~~~	-0.844	-0.694	-0.210	-0.484	~~~	~~~	~~~	~~~	-3.212	-3.062	-3.342	-2.920	-3.709	-3.546	-3.368
3.016_methanol--dimethylamine_2.00	-1.232	-1.219	-1.221	-1.216	-1.216	-0.241	-0.256	-0.249	-0.264	-0.266	-0.270	-0.269	-0.104	-0.137	-0.113	-0.143	-0.110	-0.140	-0.120	-0.144	-0.122	-0.144	-0.124	-0.145	-0.124	-0.145	-0.223	-0.187	-0.057	-0.130	-0.229	-0.190	-0.060	-0.130	-1.197	-1.147	-1.240	-1.067	-1.383	-1.330	-1.318
3.017_methanol--dimethyldiazene_0.80	4.906	4.763	4.769	4.733	4.724	-5.204	-6.365	-6.272	-6.786	-6.938	-7.093	-7.098	-1.941	-3.262	-2.746	-3.619	-2.687	-3.585	-3.090	-3.696	-3.223	-3.715	-3.341	-3.752	-3.362	-3.736	-4.572	-3.702	-0.503	-3.199	-5.831	-4.789	-1.325	-3.464	0.350	1.162	-0.162	-0.425	-1.808	-1.574	-0.590
3.017_methanol--dimethyldiazene_0.85	1.781	1.653	~~~	1.634	~~~	-4.579	-5.533	~~~	-5.877	~~~	-6.128	~~~	-1.756	-2.822	-2.411	-3.122	~~~	~~~	-2.692	-3.185	~~~	~~~	-2.897	-3.231	~~~	~~~	-4.116	-3.330	-0.546	-2.784	~~~	~~~	~~~	~~~	-2.074	-1.366	-2.552	-2.640	-3.976	-3.717	-2.942
3.017_methanol--dimethyldiazene_0.90	-0.281	-0.391	~~~	-0.406	~~~	-4.020	-4.804	~~~	-5.084	~~~	-5.288	~~~	-1.581	-2.439	-2.113	-2.691	~~~	~~~	-2.341	-2.742	~~~	~~~	-2.508	-2.780	~~~	~~~	-3.693	-2.986	-0.566	-2.420	~~~	~~~	~~~	~~~	-3.533	-2.921	-3.973	-3.923	-5.219	-4.936	-4.303
3.017_methanol--dimethyldiazene_0.95	-1.598	-1.689	~~~	-1.703	~~~	-3.527	-4.170	~~~	-4.396	~~~	-4.561	~~~	-1.419	-2.108	-1.851	-2.319	~~~	~~~	-2.035	-2.361	~~~	~~~	-2.169	-2.392	~~~	~~~	-3.305	-2.672	-0.568	-2.103	~~~	~~~	~~~	~~~	-4.336	-3.808	-4.735	-4.578	-5.841	-5.538	-4.997
3.017_methanol--dimethyldiazene_1.00	-2.397	-2.469	-2.461	-2.484	-2.486	-3.095	-3.620	-3.550	-3.803	-3.869	-3.936	-3.939	-1.271	-1.824	-1.621	-1.999	-1.579	-1.972	-1.769	-2.034	-1.827	-2.043	-1.877	-2.059	-1.887	-2.052	-2.953	-2.387	-0.559	-1.828	-3.477	-2.823	-0.881	-1.941	-4.696	-4.244	-5.053	-4.818	-6.051	-5.732	-5.258
3.017_methanol--dimethyldiazene_1.05	-2.841	-2.894	~~~	-2.909	~~~	-2.717	-3.146	~~~	-3.293	~~~	-3.401	~~~	-1.137	-1.580	-1.420	-1.726	~~~	~~~	-1.540	-1.754	~~~	~~~	-1.626	-1.774	~~~	~~~	-2.633	-2.129	-0.540	-1.589	~~~	~~~	~~~	~~~	-4.765	-4.379	-5.080	-4.791	-5.995	-5.665	-5.239
3.017_methanol--dimethyldiazene_1.10	-3.044	-3.078	~~~	-3.092	~~~	-2.387	-2.737	~~~	-2.856	~~~	-2.943	~~~	-1.017	-1.370	-1.245	-1.492	~~~	~~~	-1.341	-1.515	~~~	~~~	-1.411	-1.532	~~~	~~~	-2.346	-1.898	-0.515	-1.383	~~~	~~~	~~~	~~~	-4.648	-4.321	-4.922	-4.600	-5.775	-5.437	-5.051
3.017_methanol--dimethyldiazene_1.25	-2.889	-2.886	~~~	-2.892	~~~	-1.631	-1.818	~~~	-1.881	~~~	-1.928	~~~	-0.725	-0.906	-0.844	-0.974	~~~	~~~	-0.894	-0.988	~~~	~~~	-0.930	-0.997	~~~	~~~	-1.648	-1.337	-0.420	-0.917	~~~	~~~	~~~	~~~	-3.807	-3.615	-3.972	-3.630	-4.703	-4.365	-4.097
3.017_methanol--dimethyldiazene_1.50	-1.949	-1.941	~~~	-1.940	~~~	-0.883	-0.948	~~~	-0.971	~~~	-0.988	~~~	-0.411	-0.472	-0.449	-0.499	~~~	~~~	-0.467	-0.504	~~~	~~~	-0.480	-0.508	~~~	~~~	-0.904	-0.738	-0.265	-0.474	~~~	~~~	~~~	~~~	-2.314	-2.248	-2.364	-2.108	-2.954	-2.670	-2.601
3.017_methanol--dimethyldiazene_2.00	-0.751	-0.753	-0.753	-0.752	-0.752	-0.282	-0.289	-0.281	-0.294	-0.296	-0.298	-0.297	-0.135	-0.146	-0.138	-0.151	-0.134	-0.147	-0.142	-0.153	-0.143	-0.153	-0.144	-0.153	-0.144	-0.153	-0.278	-0.230	-0.088	-0.141	-0.271	-0.220	-0.082	-0.138	-0.826	-0.824	-0.814	-0.736	-1.087	-0.961	-1.015
3.018_methanol--methylamine_0.80	3.388	3.274	3.287	3.243	3.234	-4.706	-5.898	-5.804	-6.334	-6.492	-6.653	-6.657	-1.548	-3.158	-2.374	-3.523	-2.315	-3.489	-2.735	-3.599	-2.873	-3.619	-2.998	-3.655	-3.017	-3.640	-3.973	-3.232	-0.110	-3.122	-5.262	-4.346	-0.957	-3.389	-1.014	-0.125	-1.586	-1.642	-3.020	-2.947	-1.629
3.018_methanol--methylamine_0.85	0.028	-0.048	~~~	-0.067	~~~	-4.117	-5.098	~~~	-5.457	~~~	-5.718	~~~	-1.394	-2.723	-2.068	-3.030	~~~	~~~	-2.364	-3.093	~~~	~~~	-2.580	-3.139	~~~	~~~	-3.557	-2.885	-0.176	-2.709	~~~	~~~	~~~	~~~	-3.700	-2.938	-4.209	-4.144	-5.465	-5.339	-4.328
3.018_methanol--methylamine_0.90	-2.159	-2.202	~~~	-2.215	~~~	-3.579	-4.389	~~~	-4.683	~~~	-4.897	~~~	-1.241	-2.338	-1.792	-2.597	~~~	~~~	-2.034	-2.649	~~~	~~~	-2.210	-2.686	~~~	~~~	-3.160	-2.557	-0.215	-2.343	~~~	~~~	~~~	~~~	-5.299	-4.648	-5.752	-5.583	-6.852	-6.683	-5.892
3.018_methanol--methylamine_0.95	-3.519	-3.536	~~~	-3.549	~~~	-3.098	-3.769	~~~	-4.007	~~~	-4.182	~~~	-1.096	-2.003	-1.548	-2.220	~~~	~~~	-1.744	-2.263	~~~	~~~	-1.888	-2.294	~~~	~~~	-2.792	-2.255	-0.235	-2.020	~~~	~~~	~~~	~~~	-6.152	-5.596	-6.555	-6.301	-7.524	-7.323	-6.684
